単位[MW平均],,,供給力,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/6/1,0:00,6330,794,1428,2181,20,166,0,1478,150,737,0,0,0,202,0,0,-2,-826,2,6330
2026/6/1,0:30,6258,790,1484,2166,20,156,0,1474,148,736,0,0,0,194,0,0,-2,-910,2,6258
2026/6/1,1:00,6217,790,1380,2172,19,155,0,1483,150,736,0,0,0,200,0,0,-2,-868,2,6217
2026/6/1,1:30,6229,794,1332,2165,19,155,0,1480,150,735,0,0,0,200,0,0,1,-804,2,6229
2026/6/1,2:00,6360,792,1372,2143,19,156,0,1508,150,734,0,0,0,220,0,0,-2,-734,2,6360
2026/6/1,2:30,6357,790,1214,2028,20,154,0,1505,150,734,0,0,0,242,0,0,-1,-482,3,6357
2026/6/1,3:00,6531,794,1260,1970,21,157,0,1511,149,735,0,0,0,253,0,0,-1,-320,2,6531
2026/6/1,3:30,6702,788,1490,2039,21,154,0,1513,147,734,0,0,0,255,0,0,-1,-440,2,6702
2026/6/1,4:00,6724,794,1382,2058,22,153,0,1509,150,725,0,11,0,268,0,0,-32,-318,2,6724
2026/6/1,4:30,6831,790,1516,1967,23,151,0,1497,148,705,0,151,0,269,0,0,-38,-350,2,6831
2026/6/1,5:00,6721,794,1606,1899,24,132,0,1489,151,692,0,400,0,269,0,0,-9,-728,2,6721
2026/6/1,5:30,6933,788,1862,1807,23,112,450,1505,151,635,0,1011,0,241,0,0,35,-1240,3,6933
2026/6/1,6:00,6679,792,1624,1566,23,112,282,1529,150,587,188,1975,0,199,0,0,28,-1914,8,6679
2026/6/1,6:30,6987,794,1208,1445,22,113,310,1583,151,599,165,3037,0,158,0,0,-5,-2132,14,6987
2026/6/1,7:00,7121,790,1336,1328,22,113,285,1627,155,607,166,4018,80,66,112,-212,-1,-2750,22,7121
2026/6/1,7:30,7500,790,1324,1214,22,115,214,1521,147,565,166,4684,300,38,95,-224,-2,-2712,18,7500
2026/6/1,8:00,8113,786,1684,1171,23,112,416,1564,148,570,164,5502,240,41,73,-222,-6,-3276,16,8113
2026/6/1,8:30,8754,792,1600,1170,24,116,398,1585,150,575,164,6221,229,49,76,-222,-2,-3318,14,8754
2026/6/1,9:00,9198,794,1714,1165,24,112,385,1459,146,548,164,6679,316,56,82,-224,-2,-3288,15,9198
2026/6/1,9:30,9442,790,1720,1166,25,110,385,1433,142,531,164,6951,394,48,73,-222,-3,-3266,17,9442
2026/6/1,10:00,9600,790,1766,1170,26,106,385,1437,145,518,163,7115,475,52,71,-222,-1,-3316,14,9600
2026/6/1,10:30,9831,788,1670,1163,26,114,385,1439,144,506,202,7422,327,74,72,-222,-4,-3304,15,9831
2026/6/1,11:00,9973,796,1704,1180,26,111,385,1441,143,506,202,7434,345,100,70,-220,-4,-3256,12,9973
2026/6/1,11:30,9985,788,1642,1169,27,114,392,1430,143,506,202,7581,238,111,68,-222,-6,-3312,14,9985
2026/6/1,12:00,9737,790,1658,1175,26,120,431,1445,143,509,198,7480,266,119,67,-426,-45,-3266,9,9737
2026/6/1,12:30,9698,792,1656,1236,27,126,372,1455,141,505,198,7326,232,93,63,-436,-36,-3194,7,9698
2026/6/1,13:00,10176,788,1732,1285,28,121,510,1560,148,530,198,7270,8,118,0,-220,14,-3210,12,10176
2026/6/1,13:30,10308,792,2044,1353,29,121,555,1647,153,603,0,6898,0,111,0,-220,-4,-3228,9,10308
2026/6/1,14:00,10404,790,2144,1506,29,247,0,1708,156,691,0,6062,0,103,0,0,-4,-3038,10,10404
2026/6/1,14:30,10194,786,2500,1700,29,301,0,1772,154,733,0,5002,0,128,0,0,-6,-2914,9,10194
2026/6/1,15:00,10135,794,2930,1970,29,313,0,1824,155,742,0,3888,0,156,0,0,2,-2680,12,10135
2026/6/1,15:30,9981,786,3208,2123,29,330,0,1812,155,749,0,3040,0,180,0,0,-4,-2440,13,9981
2026/6/1,16:00,10039,796,3048,2170,29,337,0,1828,152,737,0,2450,0,178,0,188,-18,-1870,14,10039
2026/6/1,16:30,9671,794,2964,2164,28,341,0,1841,152,736,0,1685,0,180,0,396,-2,-1618,10,9671
2026/6/1,17:00,9443,790,2864,2173,27,342,0,1777,149,730,0,1094,0,167,0,418,1,-1106,17,9443
2026/6/1,17:30,9380,788,3624,2182,28,335,0,1750,150,721,0,534,0,156,0,204,47,-1154,15,9380
2026/6/1,18:00,9160,792,3714,2166,28,343,0,1698,147,711,0,245,0,150,0,200,30,-1082,18,9160
2026/6/1,18:30,9120,796,3824,2167,28,346,0,1692,147,707,0,34,0,112,0,220,-1,-968,16,9120
2026/6/1,19:00,9010,792,3582,2171,29,343,0,1665,149,709,0,0,0,102,0,202,-5,-744,15,9010
2026/6/1,19:30,8709,792,3382,2175,28,345,0,1661,146,706,0,0,0,104,0,2,-1,-644,13,8709
2026/6/1,20:00,8546,790,3238,2175,27,322,0,1601,147,706,0,0,0,106,0,0,-3,-578,15,8546
2026/6/1,20:30,8254,788,2904,2174,27,312,0,1597,148,706,0,0,0,105,0,0,-1,-520,14,8254
2026/6/1,21:00,8041,790,2794,2178,26,312,0,1489,148,705,0,0,0,109,0,0,-1,-520,11,8041
2026/6/1,21:30,7846,796,2674,2171,25,310,0,1469,147,705,0,0,0,122,0,0,-1,-580,8,7846
