単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/9/1,0:00,7279,0,3676,5227,26,289 ,902,128,676,0,0,170,0,0,-2,-3816,3 ,7279
2025/9/1,0:30,7109,0,3678,5233,26,291,873,125,676,0,0,180,0,0,-3,-3972,2,7109
2025/9/1,1:00,6989,0,3790,5269,25,288,866,127,676,0,0,193,0,0,-2,-4246,3,6989
2025/9/1,1:30,6890,0,3742,5258,24,290,863,128,673,0,0,201,0,0,-3,-4288,2,6890
2025/9/1,2:00,6887,0,3758,5267,24,289,854,127,677,0,0,222,0,0,-2,-4332,3,6887
2025/9/1,2:30,6893,0,3710,5262,25,289,852,125,676,0,0,207,0,0,-2,-4254,3,6893
2025/9/1,3:00,7038,0,3742,5305,24,290,854,128,674,0,0,188,0,0,-2,-4168,3,7038
2025/9/1,3:30,7039,0,3590,5277,25,290,852,127,674,0,0,195,0,0,-2,-3992,3,7039
2025/9/1,4:00,7198,0,3612,5280,25,288,848,125,675,0,0,195,0,0,-1,-3852,3,7198
2025/9/1,4:30,7376,0,3714,5284,25,292,845,127,672,0,0,195,0,0,-1,-3780,3,7376
2025/9/1,5:00,7495,0,3820,5296,27,290,836,127,668,30,0,213,0,0,-1,-3814,3,7495
2025/9/1,5:30,7601,0,3790,5305,27,292,825,126,665,255,0,218,0,0,-2,-3904,4,7601
2025/9/1,6:00,7695,0,3664,5387,27,289,811,123,657,725,0,206,0,0,0,-4200,6,7695
2025/9/1,6:30,8148,0,3684,5500,28,291,803,125,655,1329,0,178,0,0,-2,-4456,13,8148
2025/9/1,7:00,8585,0,3416,5511,29,290,838,125,656,2073,0,164,0,0,-14,-4524,21,8585
2025/9/1,7:30,9295,0,3368,5534,32,293,854,123,654,2873,0,149,0,0,-17,-4586,18,9295
2025/9/1,8:00,10237,0,4122,5687,36,293,868,125,653,3511,0,130,0,0,-1,-5202,15,10237
2025/9/1,8:30,11075,0,4460,5686,39,290,896,126,650,4153,0,136,0,0,-2,-5372,13,11075
