単位[MW平均],,,供給力,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/4/1,0:00,7217,0,2116,4597,22,306,0,1900,160,625,0,0,0,359,0,0,-2,-2870,4,7217
2026/4/1,0:30,7254,0,2066,4835,22,304,0,1903,160,623,0,0,0,384,0,0,-1,-3046,4,7254
2026/4/1,1:00,7314,0,2350,4997,22,302,0,1900,158,622,0,0,0,409,0,0,-2,-3448,4,7314
2026/4/1,1:30,7335,0,2448,5115,22,300,0,1900,159,621,0,0,0,366,0,0,1,-3602,5,7335
2026/4/1,2:00,7493,0,2170,5121,23,303,0,1898,160,621,0,0,0,324,0,0,0,-3132,5,7493
2026/4/1,2:30,7536,0,2010,5125,23,303,0,1891,157,620,0,0,0,297,0,0,-1,-2894,5,7536
2026/4/1,3:00,7735,0,1900,5170,24,306,0,1893,160,621,0,0,0,296,0,0,-2,-2638,5,7735
2026/4/1,3:30,7801,0,1900,5192,25,305,0,1912,160,621,0,0,0,269,0,0,1,-2588,4,7801
2026/4/1,4:00,7956,0,1958,5209,26,304,0,1910,158,621,0,0,0,219,0,0,-3,-2450,4,7956
2026/4/1,4:30,8087,0,1990,5228,26,304,0,1908,160,621,0,0,0,185,0,140,-1,-2478,4,8087
2026/4/1,5:00,8230,0,2088,5234,28,312,0,1903,160,618,0,0,0,152,0,154,-1,-2426,8,8230
2026/4/1,5:30,8202,0,1868,5212,27,315,0,1899,159,620,0,88,0,140,0,140,-3,-2272,9,8202
2026/4/1,6:00,8221,0,1784,5146,27,315,0,1916,161,619,0,454,0,129,0,148,-2,-2488,12,8221
2026/4/1,6:30,8161,0,1734,4733,27,314,0,1923,163,619,0,1126,0,111,0,0,-4,-2604,19,8161
2026/4/1,7:00,8182,0,2122,4344,27,288,0,1986,162,625,0,1821,0,85,0,0,-8,-3292,22,8182
2026/4/1,7:30,8370,0,1998,3987,28,277,0,2008,167,631,0,2642,0,64,0,0,-1,-3454,23,8370
2026/4/1,8:00,8731,0,1768,3684,27,273,0,2044,167,636,0,3568,0,52,0,0,-1,-3504,17,8731
2026/4/1,8:30,9031,0,1682,3287,28,277,0,2108,171,648,0,4176,0,40,0,0,-3,-3398,15,9031
2026/4/1,9:00,9192,0,1578,2823,28,275,0,2131,172,649,0,4779,0,43,0,0,0,-3302,16,9192
2026/4/1,9:30,9163,0,1694,2757,26,272,0,2153,174,652,0,4647,0,44,0,0,0,-3276,20,9163
2026/4/1,10:00,9169,0,1966,2724,28,273,0,2189,173,667,0,4392,0,38,0,0,-5,-3294,18,9169
2026/4/1,10:30,9182,0,2182,2693,28,262,0,2213,177,669,0,4255,0,48,0,-2,0,-3362,19,9182
2026/4/1,11:00,9248,0,2228,2825,28,247,535,2202,175,660,0,4209,0,66,0,-212,-2,-3192,14,9248
2026/4/1,11:30,9069,0,1952,3082,27,257,534,2239,177,671,0,3735,0,73,0,-226,-4,-2932,18,9069
2026/4/1,12:00,8843,0,2022,3409,27,255,523,2252,177,674,0,3060,0,59,0,-224,-41,-2838,11,8843
2026/4/1,12:30,8725,0,2164,3463,26,257,520,2207,173,664,0,2520,0,62,0,-224,-39,-2560,12,8725
