単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/10/1,0:00,6881,0,3106,5730,23,217,634,113,675,0,0,64,0,0,-1,-3682,2,6881
2024/10/1,0:30,6710,0,2976,5744,22,206,628,115,672,0,0,64,0,0,-1,-3718,2,6710
2024/10/1,1:00,6721,0,3000,5757,21,199,616,113,670,0,0,70,0,0,-1,-3726,2,6721
2024/10/1,1:30,6577,0,2802,5718,20,203,614,114,672,0,0,75,0,0,-1,-3642,2,6577
2024/10/1,2:00,6667,0,2818,5716,21,198,618,113,669,0,0,89,0,0,-1,-3576,2,6667
2024/10/1,2:30,6750,0,2794,5695,21,179,614,114,670,0,0,104,0,0,-1,-3442,2,6750
2024/10/1,3:00,6849,0,2924,5732,22,174,618,113,667,0,0,122,0,0,-1,-3524,2,6849
2024/10/1,3:30,6990,0,2982,5748,23,175,644,114,667,0,0,134,0,0,-1,-3498,2,6990
2024/10/1,4:00,7138,0,2944,5759,24,173,661,112,665,0,0,155,0,0,-1,-3356,2,7138
2024/10/1,4:30,7215,0,2962,5720,25,165,665,115,664,0,0,138,0,0,-1,-3240,2,7215
2024/10/1,5:00,7351,0,2996,5707,25,154,660,112,667,0,0,143,0,0,-1,-3114,2,7351
2024/10/1,5:30,7280,0,2948,5692,26,139,652,113,640,90,0,158,0,0,-1,-3180,3,7280
2024/10/1,6:00,7260,0,3020,5759,25,125,647,110,635,462,0,132,0,0,-5,-3656,6,7260
2024/10/1,6:30,7305,0,2694,5686,25,110,644,112,635,1132,0,105,0,0,-4,-3850,16,7305
2024/10/1,7:00,7462,0,2692,5098,24,100,601,110,639,1994,0,76,0,0,-9,-3886,23,7462
2024/10/1,7:30,7667,0,2470,4804,24,98,588,112,645,2836,0,53,0,0,-17,-3964,18,7667
2024/10/1,8:00,8217,0,2898,4685,26,98,582,110,647,3668,0,32,0,0,6,-4550,15,8217
2024/10/1,8:30,8603,0,2720,4237,27,98,578,112,642,4427,0,25,0,0,-13,-4264,14,8603
2024/10/1,9:00,9072,0,2584,4117,27,101,576,110,639,5066,0,20,0,0,-16,-4170,18,9072
2024/10/1,9:30,9315,0,2450,4114,28,103,570,108,635,5440,0,20,0,0,-8,-4164,19,9315
2024/10/1,10:00,9404,0,2536,4033,29,98,568,111,634,5572,0,19,0,0,-19,-4192,15,9404
2024/10/1,10:30,9637,0,2546,4140,29,96,576,109,627,5649,0,25,0,0,-11,-4164,15,9637
2024/10/1,11:00,9739,0,2620,4227,29,100,570,110,632,5567,0,36,0,0,-1,-4162,11,9739
2024/10/1,11:30,9779,0,2696,4365,30,98,575,108,631,5349,0,38,0,0,1,-4126,14,9779
2024/10/1,12:00,9431,0,2494,4586,30,97,573,110,630,5094,0,34,0,0,-62,-4168,13,9431
2024/10/1,12:30,9454,0,2594,4672,30,100,577,108,627,4969,0,34,0,0,-32,-4232,7,9454
2024/10/1,13:00,9949,0,3196,4753,30,98,589,109,628,4726,0,38,0,0,-8,-4224,14,9949
2024/10/1,13:30,10055,0,3384,4891,32,98,630,108,631,4406,0,34,0,0,6,-4172,7,10055
2024/10/1,14:00,10168,0,3692,5079,32,191,770,110,636,3789,0,25,0,0,-2,-4166,12,10168
2024/10/1,14:30,10176,0,4278,5156,33,203,820,108,634,2947,0,34,0,0,9,-4054,8,10176
2024/10/1,15:00,9998,0,4364,5292,33,207,876,110,636,2165,0,36,0,0,-6,-3730,15,9998
2024/10/1,15:30,10005,0,4412,5584,34,211,897,108,633,1447,0,32,0,0,0,-3366,13,10005
2024/10/1,16:00,9993,0,4356,5858,34,217,906,109,638,782,0,37,0,0,1,-2960,15,9993
2024/10/1,16:30,9825,0,4394,5878,34,215,918,114,637,312,0,56,0,0,-8,-2732,7,9825
2024/10/1,17:00,9671,0,4272,5881,33,221,993,123,665,30,0,60,0,0,-1,-2622,16,9671
2024/10/1,17:30,9679,0,4266,5877,34,217,995,126,670,0,0,60,0,0,29,-2610,15,9679
2024/10/1,18:00,9469,0,4160,5872,34,217,982,123,668,0,0,90,0,0,-21,-2674,18,9469
2024/10/1,18:30,9354,0,4130,5887,34,217,971,126,668,0,0,113,0,0,47,-2854,15,9354
2024/10/1,19:00,9019,0,4110,5896,33,219,906,124,660,0,0,116,0,0,33,-3094,16,9019
2024/10/1,19:30,8778,0,4044,5884,32,202,901,126,654,0,0,133,0,0,9,-3218,11,8778
2024/10/1,20:00,8534,0,3958,5887,31,197,808,124,652,0,0,125,0,0,-1,-3264,17,8534
2024/10/1,20:30,8396,0,4000,5887,30,198,781,127,652,0,0,135,0,0,6,-3434,14,8396
2024/10/1,21:00,8108,0,3864,5891,28,205,679,123,649,0,0,148,0,0,9,-3500,12,8108
2024/10/1,21:30,7852,0,3580,5885,27,200,666,126,653,0,0,162,0,0,-1,-3452,6,7852
2024/10/1,22:00,7741,0,3118,5803,26,112,644,124,653,0,0,193,0,0,8,-2956,16,7741
2024/10/1,22:30,7592,0,3160,5758,25,101,620,127,653,0,0,195,0,0,-1,-3058,12,7592
2024/10/1,23:00,7528,0,3084,5747,26,104,593,125,652,0,0,221,0,0,-2,-3028,6,7528
2024/10/1,23:30,7270,0,2802,5737,24,102,592,127,649,0,0,261,0,0,-12,-3016,4,7270
2024/10/2,0:00,7122,0,2788,5749,23,102,591,124,650,0,0,256,0,0,-2,-3162,3,7122
2024/10/2,0:30,6956,0,2624,5763,22,100,593,127,652,0,0,272,0,0,-1,-3198,2,6956
2024/10/2,1:00,6908,0,2542,5771,21,101,590,124,653,0,0,286,0,0,10,-3192,2,6908
2024/10/2,1:30,6807,0,2456,5732,21,97,591,127,655,0,0,333,0,0,-3,-3204,2,6807
2024/10/2,2:00,6836,0,2492,5720,21,97,599,125,655,0,0,343,0,0,-12,-3206,2,6836
