DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,êÖóÕÅkMWhÅl,âŒóÕÅkMWhÅl,å¥éqóÕÅkMWhÅl,ëæózåıé¿ê—ÅkMWhÅl,ëæózåıó}êßó ÅkMWhÅl,ïóóÕé¿ê—ÅkMWhÅl,ïóóÕó}êßó ÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,ógêÖÅkMWhÅl,òAånê¸ÅkMWhÅl
2024/1/27 10:00,10352,1194,8773,0,2926,0,959,0,163,616,0,-4279
2024/1/27 11:00,10180,1176,8559,0,3364,0,955,0,162,610,0,-4646
2024/1/27 12:00,9835,1193,8366,0,3218,0,966,0,163,640,0,-4711
2024/1/27 13:00,9762,1175,8285,0,3068,0,907,0,162,611,0,-4446
2024/1/27 14:00,9561,1197,9113,0,2119,0,938,0,163,628,0,-4597
2024/1/27 15:00,9627,1203,10045,0,1024,0,771,0,162,635,0,-4213
2024/1/27 16:00,10110,1335,12036,0,71,0,783,0,165,656,0,-4936
2024/1/27 17:00,10822,1330,13507,0,0,0,708,0,164,643,0,-5530
2024/1/27 18:00,10890,1326,13668,0,0,0,656,0,163,646,0,-5569
2024/1/27 19:00,10681,1335,13568,0,0,0,579,0,163,649,0,-5613
2024/1/27 20:00,10379,1336,13517,0,0,0,517,0,163,650,0,-5804
2024/1/27 21:00,9971,1279,13146,0,0,0,595,0,163,649,0,-5861
2024/1/27 22:00,9453,1248,12029,0,0,0,562,0,162,639,0,-5187
2024/1/27 23:00,9379,1166,11654,0,0,0,484,0,163,636,0,-4724
2024/1/28 0:00,9163,1136,11537,0,0,0,362,0,163,633,0,-4668
2024/1/28 1:00,9238,1148,11420,0,0,0,379,0,163,633,0,-4505
2024/1/28 2:00,9457,1150,11544,0,0,0,359,0,163,632,0,-4391
2024/1/28 3:00,9637,1132,11658,0,0,0,285,0,163,632,0,-4233
2024/1/28 4:00,9651,1135,11364,0,0,0,209,0,163,632,0,-3852
2024/1/28 5:00,9674,1183,11678,0,0,0,175,0,163,631,0,-4156
2024/1/28 6:00,9753,1189,12268,0,5,0,164,0,162,630,0,-4665
2024/1/28 7:00,9681,1192,12032,0,450,0,158,0,162,623,0,-4936
2024/1/28 8:00,9732,1195,11472,0,1722,0,89,0,163,635,0,-5544
2024/1/28 9:00,9632,1125,9649,0,3103,0,61,0,162,633,0,-5101
2024/1/28 10:00,9359,1123,8309,0,3842,0,61,0,162,627,0,-4765
2024/1/28 11:00,9184,1102,8354,0,4113,0,83,0,161,614,-323,-4920
2024/1/28 12:00,8963,1109,8684,0,3674,0,102,0,161,625,-444,-4948
2024/1/28 13:00,8924,1128,8654,0,3053,0,109,0,160,615,-334,-4461
2024/1/28 14:00,8812,1223,8831,0,2147,0,132,0,161,618,0,-4300
2024/1/28 15:00,8972,1284,10091,0,1054,0,173,0,161,630,0,-4421
2024/1/28 16:00,9515,1373,12314,0,82,0,157,0,163,655,69,-5298
2024/1/28 17:00,10405,1388,13580,0,0,0,160,0,162,642,279,-5806
2024/1/28 18:00,10599,1401,13736,0,0,0,201,0,161,643,285,-5828
2024/1/28 19:00,10508,1446,13800,0,0,0,181,0,163,641,145,-5868
2024/1/28 20:00,10269,1470,13722,0,0,0,174,0,162,639,1,-5899
2024/1/28 21:00,9853,1431,13294,0,0,0,148,0,162,637,0,-5819
2024/1/28 22:00,9190,1443,11928,0,0,0,172,0,162,640,0,-5155
2024/1/28 23:00,9081,1397,11081,0,0,0,167,0,162,639,0,-4365
2024/1/29 0:00,8855,1405,10061,0,0,0,183,0,161,639,0,-3594
2024/1/29 1:00,9068,1431,9605,0,0,0,196,0,163,641,0,-2968
2024/1/29 2:00,9349,1436,10511,0,0,0,197,0,163,641,0,-3599
2024/1/29 3:00,9566,1438,10585,0,0,0,187,0,161,640,0,-3445
2024/1/29 4:00,9791,1454,10856,0,0,0,190,0,162,639,0,-3510
2024/1/29 5:00,10373,1507,12420,0,0,0,169,0,162,642,0,-4527
2024/1/29 6:00,11124,1496,13660,0,8,0,141,0,161,632,0,-4974
2024/1/29 7:00,11342,1560,13546,0,520,0,129,0,157,632,0,-5202
2024/1/29 8:00,11989,1561,13314,0,1896,0,100,0,148,644,0,-5674
2024/1/29 9:00,12181,1482,11249,0,3432,0,70,0,148,634,0,-4834
2024/1/29 10:00,11764,1491,10154,0,4468,0,65,0,151,632,0,-5197
2024/1/29 11:00,11464,1470,9316,0,4980,0,80,0,150,560,0,-5092
2024/1/29 12:00,10811,1461,9265,0,4671,0,107,0,148,553,-218,-5176
2024/1/29 13:00,10957,1469,9780,0,3720,0,120,0,149,570,0,-4851
2024/1/29 14:00,10913,1501,11017,0,2472,0,116,0,152,584,0,-4929
2024/1/29 15:00,10966,1512,12119,0,1226,0,97,0,147,562,0,-4697
2024/1/29 16:00,11393,1589,13990,0,108,0,81,0,147,579,0,-5101
2024/1/29 17:00,11694,1577,14463,0,0,0,75,0,146,561,139,-5267
2024/1/29 18:00,11668,1579,14872,0,0,0,88,0,158,563,142,-5734
2024/1/29 19:00,11361,1577,14636,0,0,0,83,0,160,560,142,-5797
2024/1/29 20:00,10983,1564,14209,0,0,0,130,0,160,559,0,-5639
2024/1/29 21:00,10436,1491,13549,0,0,0,172,0,160,560,0,-5496
2024/1/29 22:00,9833,1479,12505,0,0,0,188,0,161,563,0,-5063
2024/1/29 23:00,9604,1447,11542,0,0,0,254,0,160,563,0,-4362
2024/1/30 0:00,9329,1448,10889,0,0,0,362,0,160,561,0,-4091
2024/1/30 1:00,9524,1459,10906,0,0,0,470,0,160,561,0,-4032
2024/1/30 2:00,9794,1458,11271,0,0,0,417,0,161,561,0,-4074
2024/1/30 3:00,9941,1463,11224,0,0,0,351,0,160,562,0,-3819
2024/1/30 4:00,10123,1482,11215,0,0,0,371,0,160,562,0,-3667
2024/1/30 5:00,10683,1532,12040,0,0,0,408,0,160,563,0,-4020
2024/1/30 6:00,11363,1533,13224,0,11,0,515,0,161,570,0,-4651
2024/1/30 7:00,11412,1531,12517,0,594,0,573,0,154,566,0,-4523
2024/1/30 8:00,11892,1538,12021,0,2093,0,617,0,146,576,0,-5099
2024/1/30 9:00,11968,1484,10979,0,3388,0,622,0,148,600,0,-5253
2024/1/30 10:00,11488,1486,9703,0,4365,0,648,0,148,608,0,-5470
2024/1/30 11:00,11147,1479,8909,0,4977,0,664,0,148,624,0,-5654
2024/1/30 12:00,10533,1394,8480,0,5155,0,677,0,143,569,0,-5885
2024/1/30 13:00,10757,1409,9115,0,4643,0,665,0,145,579,0,-5799
2024/1/30 14:00,10686,1456,10272,0,3321,0,605,0,145,573,0,-5686
2024/1/30 15:00,10678,1468,11910,0,1720,0,595,0,142,545,0,-5702
2024/1/30 16:00,11019,1573,13697,0,136,0,550,0,146,587,0,-5670
2024/1/30 17:00,11494,1565,14272,0,0,0,494,0,144,563,139,-5683
2024/1/30 18:00,11518,1567,14304,0,0,0,393,0,156,558,143,-5603
2024/1/30 19:00,11283,1566,14195,0,0,0,299,0,158,556,0,-5491
2024/1/30 20:00,10939,1494,13752,0,0,0,274,0,158,558,0,-5297
2024/1/30 21:00,10432,1489,13372,0,0,0,238,0,159,559,0,-5385
2024/1/30 22:00,9857,1478,12167,0,0,0,265,0,158,562,0,-4773
2024/1/30 23:00,9712,1435,11226,0,0,0,238,0,158,563,0,-3908
2024/1/31 0:00,9473,1443,11510,0,0,0,188,0,159,564,0,-4391
2024/1/31 1:00,9620,1443,11419,0,0,0,180,0,158,567,0,-4147
2024/1/31 2:00,9879,1443,11848,0,0,0,154,0,158,565,0,-4289
2024/1/31 3:00,10009,1447,11946,0,0,0,157,0,158,565,0,-4264
2024/1/31 4:00,10222,1465,12464,0,0,0,186,0,160,564,0,-4617
2024/1/31 5:00,10647,1486,13101,0,0,0,230,0,158,566,0,-4894
2024/1/31 6:00,11247,1552,13473,0,12,0,296,0,158,570,68,-4882
2024/1/31 7:00,11401,1556,13156,0,569,0,301,0,153,557,141,-5032
2024/1/31 8:00,11938,1513,12822,0,2018,0,305,0,143,548,71,-5482
2024/1/31 9:00,12057,1426,12437,0,2673,0,325,0,143,558,0,-5505
2024/1/31 10:00,11695,1418,11540,0,3008,0,337,0,145,550,0,-5303
2024/1/31 11:00,11259,1418,10226,0,3789,0,394,0,145,566,0,-5279
2024/1/31 12:00,10433,1371,8674,0,4887,0,624,0,147,606,-120,-5756
2024/1/31 13:00,10455,1380,8787,0,4367,0,798,0,149,625,-102,-5549
2024/1/31 14:00,10357,1436,10138,0,3074,0,944,0,149,615,0,-5999
2024/1/31 15:00,10305,1429,11207,0,1522,0,966,0,146,579,0,-5544
2024/1/31 16:00,10657,1561,13070,0,131,0,954,0,147,598,0,-5804
2024/1/31 17:00,10959,1571,13227,0,0,0,954,0,147,573,68,-5581
2024/1/31 18:00,10948,1599,13126,0,0,0,915,0,157,573,71,-5493
2024/1/31 19:00,10745,1528,13023,0,0,0,963,0,159,572,0,-5500
2024/1/31 20:00,10422,1516,12756,0,0,0,942,0,160,569,0,-5521
2024/1/31 21:00,9863,1500,12100,0,0,0,1001,0,160,567,0,-5465
2024/1/31 22:00,9272,1507,10677,0,0,0,1180,0,160,575,0,-4827
2024/1/31 23:00,9018,1471,9769,0,0,0,1287,0,160,560,0,-4229
