単位[MW平均],,,供給力(確報),,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（ＬＮＧ）,火力（石炭）,火力（石油）,火力（その他）,火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
20260506,5:00,7560,4150,310,720,74,376,0,1020,158,606,0,0,0,58,0,1222,14,1464,316,7560
20260506,5:30,7724,4160,280,722,74,408,0,1032,160,612,0,5,0,61,0,1424,-2,1532,320,7724
20260506,6:00,7538,4158,242,692,78,404,0,1040,158,600,0,21,0,51,0,768,2,992,316,7538
20260506,6:30,7200,4150,246,622,78,390,0,904,160,598,0,323,0,65,0,352,8,1012,316,7200
20260506,7:00,6764,4156,240,574,76,398,0,788,158,540,0,717,0,67,0,148,0,1416,318,6764
20260506,7:30,6836,4162,274,572,76,398,0,730,160,486,117.8,1272,143,72,0,-274,6,1416,318,6836
20260506,8:00,6888,4154,290,674,76,402,0,566,156,478,109.8,1494,578,70,0,-416,-6,1368,318,6888
20260506,8:30,7102,4156,268,616,76,348,0,510,160,486,108.2,1724,885,74,0,-254,6,1384,316,7102
20260506,9:00,7260,4158,320,678,76,314,0,458,158,476,107.7,1938,1190,66,0,-254,-2,1440,314,7260
20260506,9:30,7592,4156,376,688,78,292,0,448,160,486,107.7,2256,1274,64,0,-252,2,1476,314,7592
20260506,10:00,7554,4160,262,592,76,308,0,436,156,478,107.7,2700,1427,70,0,-324,-20,1652,312,7554
20260506,10:30,7746,4158,272,526,76,282,0,392,160,486,107.7,3707,1211,69,0,-1012,-24,1660,314,7746
20260506,11:00,7726,4156,268,526,76,282,0,380,158,474,107.7,4115,1350,69,0,-1416,-12,1664,314,7726
20260506,11:30,7770,4156,310,484,78,280,0,384,160,484,107.7,4495,1584,67,0,-1752,-2,1688,314,7770
20260506,12:00,7790,4158,306,390,74,300,0,378,156,476,107.7,4633,1699,61,0,-1814,-6,1636,314,7790
20260506,12:30,7794,4158,296,386,74,282,0,380,160,486,107.7,4864,1529,74,0,-2020,-4,1656,314,7794
20260506,13:00,7806,4154,306,388,74,302,0,378,156,478,107.7,4792,1739,74,0,-1934,0,1676,314,7806
20260506,13:30,7740,4158,336,388,74,280,0,388,158,486,107.7,4362,1560,62,0,-1746,20,1540,314,7740
20260506,14:00,7640,4156,286,388,74,294,0,390,158,476,107.7,4212,1449,74,0,-1556,10,1636,314,7640
20260506,14:30,7782,4152,324,386,74,282,0,384,158,484,107.7,4186,1354,76,0,-1488,10,1560,314,7782
20260506,15:00,7830,4158,324,426,74,298,0,380,158,480,107.7,4124,1101,64,0,-1412,-2,1556,314,7830
20260506,15:30,7882,4154,322,520,74,284,0,380,158,484,107.7,3966,600,68,0,-1266,-8,1568,314,7882
20260506,16:00,7852,4156,314,570,76,312,0,372,160,482,107.7,3698,204,72,0,-1088,-14,1572,314,7852
20260506,16:30,7738,4154,370,646,80,346,0,410,160,488,111,3286,61,70,0,-1014,-18,1552,312,7738
20260506,17:00,7802,4152,474,724,82,404,0,500,158,478,117.7,2580,48,58,0,-584,-8,1532,316,7802
20260506,17:30,7966,4148,628,686,86,400,0,584,158,524,0,1898,0,62,0,24,4,1552,316,7966
20260506,18:00,8118,4144,756,584,90,414,0,720,160,582,0,1262,0,66,0,216,-12,1188,324,8118
20260506,18:30,8192,4150,744,660,92,408,0,966,160,604,0,713,0,67,0,762,2,1480,344,8192
20260506,19:00,8300,4150,758,802,96,412,0,1000,156,602,0,147,0,69,0,1122,22,1384,348,8300
20260506,19:30,8282,4150,630,908,94,406,0,1014,160,610,0,43,0,57,0,1562,16,1720,352,8282
20260506,20:00,8356,4152,548,914,94,408,0,1018,156,604,0,0,0,72,0,1240,0,1200,350,8356
20260506,20:30,8180,4158,516,822,92,406,0,1026,160,610,0,0,0,94,0,1132,4,1188,348,8180
20260506,21:00,8080,4156,508,754,90,414,0,994,156,608,0,0,0,78,0,938,0,952,336,8080
20260506,21:30,7898,4158,510,722,88,400,0,948,158,608,0,0,0,60,0,772,-2,848,324,7898
20260506,22:00,7732,4158,522,808,84,408,0,934,158,606,0,0,0,56,0,608,4,940,326,7732
20260506,22:30,7572,4158,542,896,82,400,0,890,158,612,0,0,0,52,0,488,-28,1004,326,7572
20260506,23:00,7310,4158,528,912,76,414,0,730,158,606,0,0,0,72,0,918,16,1604,326,7310
20260506,23:30,7276,4156,520,912,76,374,0,688,160,612,0,0,0,76,0,982,12,1596,304,7276
20260506,24:00:00,7152,4158,508,910,74,344,0,604,158,608,0,0,0,58,0,282,-8,800,256,7152
20260507,0:30,6762,4152,474,912,72,330,0,550,160,614,0,0,0,76,0,0,-4,816,242,6762
20260507,1:00,6600,4162,416,894,68,348,0,510,156,604,0,0,0,52,0,-316,-20,516,242,6600
20260507,1:30,6470,4158,380,922,68,334,0,512,160,616,0,0,0,42,0,-584,-16,364,242,6470
20260507,2:00,6566,4158,396,972,68,356,0,512,156,604,0,0,0,32,0,-482,-12,436,242,6566
20260507,2:30,6644,4158,376,1168,68,344,0,676,160,608,0,0,0,40,0,-562,-18,616,242,6644
20260507,3:00,6916,4152,424,1162,68,348,0,778,156,608,0,0,0,50,0,-320,-8,748,246,6916
20260507,3:30,7178,4160,430,1170,70,336,0,802,160,612,0,0,0,40,0,-14,10,840,242,7178
20260507,4:00,7420,4150,380,1164,70,344,0,812,156,606,0,0,0,36,0,534,14,1088,242,7420
20260507,4:30,7692,4158,388,1160,74,326,0,984,158,612,0,0,0,40,0,806,16,1272,242,7692
20260507,5:00,7856,4156,364,1170,74,346,0,1014,158,600,0,0,0,42,0,978,8,1304,250,7856
20260507,5:30,7958,4152,418,1056,78,332,0,1034,160,606,0,14,0,18,0,992,8,1160,250,7958
20260507,6:00,7768,4156,392,920,74,332,0,996,156,602,0,42,0,16,0,930,0,1092,244,7768
20260507,6:30,7554,4156,438,806,80,328,0,958,160,608,0,374,0,14,0,442,-8,1064,262,7554
20260507,7:00,7404,4158,492,626,76,388,0,814,156,582,0,898,0,10,0,-360,-14,724,302,7404
20260507,7:30,7380,4158,546,676,78,366,0,606,158,534,0,1854,0,10,0,-570,-2,1344,310,7380
20260507,8:00,7534,4154,350,536,72,390,0,564,158,458,113.9,2688,179,10,0,-648,-24,1484,310,7534
20260507,8:30,7954,4162,370,622,74,336,0,488,158,468,122.2,3202,452,2,0,-770,0,1468,310,7954
20260507,9:00,8232,4154,334,690,70,338,0,460,158,462,114.5,3668,498,2,0,-808,-20,1584,308,8232
20260507,9:30,8600,4158,344,574,72,314,0,442,158,466,111.9,4350,678,8,0,-902,2,1692,306,8600
20260507,10:00,8782,4158,346,546,74,332,0,436,156,464,108.1,4822,828,6,0,-1168,0,1696,306,8782
20260507,10:30,8906,4154,358,530,68,312,0,378,156,468,107.7,5355,966,3,0,-1460,6,1728,306,8906
20260507,11:00,8966,4158,306,528,68,336,0,366,154,458,107.7,5995,1050,1,0,-1926,-4,1780,306,8966
20260507,11:30,9124,4156,286,528,68,316,0,362,154,468,107.7,6337,1160,1,0,-2110,12,1760,306,9124
20260507,12:00,9124,4156,278,548,74,308,0,358,156,456,107.7,6123,1767,1,0,-1928,2,1716,308,9124
20260507,12:30,8886,4154,300,622,70,288,0,360,156,462,107.7,5765,2043,3,0,-1860,4,1744,306,8886
20260507,13:00,8746,4160,372,698,72,308,0,350,156,450,107.7,4739,3116,1,0,-1346,18,1540,308,8746
20260507,13:30,9050,4156,356,680,72,290,0,348,156,452,107.7,5211,1942,5,0,-1284,-6,1692,306,9050
20260507,14:00,9084,4152,372,680,78,300,0,346,154,440,107.7,5239,1563,7,0,-1330,2,1664,308,9084
20260507,14:30,9230,4158,400,688,72,302,0,340,156,438,108.5,5289,1069,11,0,-1304,6,1632,306,9230
20260507,15:00,9196,4154,396,660,80,306,0,330,154,430,112.2,5097,551,3,0,-1004,-8,1708,306,9196
20260507,15:30,9126,4154,414,560,80,282,0,374,158,438,120.4,5313,0,11,0,-1134,-6,1824,306,9126
20260507,16:00,9186,4156,412,704,78,326,0,418,156,444,126.7,4943,0,7,0,-1380,4,1388,306,9186
20260507,16:30,9296,4152,438,744,86,360,0,518,158,464,127.1,4277,0,9,0,-892,4,1328,306,9296
20260507,17:00,9252,4158,604,968,90,414,0,554,156,484,0,3471,0,5,0,-698,12,1272,306,9252
20260507,17:30,9158,4142,682,1066,92,392,0,636,158,548,0,2623,0,9,0,-234,-2,1260,306,9158
20260507,18:00,9196,4148,724,1300,94,414,0,716,154,552,0,1607,0,7,0,374,-20,1192,318,9196
20260507,18:30,8986,4146,720,1396,98,400,0,964,156,564,0,747,0,11,0,1286,16,1856,338,8986
20260507,19:00,8966,4146,716,1396,98,400,0,996,154,566,0,143,0,5,0,1674,12,1688,348,8966
20260507,19:30,9120,4150,758,1402,102,410,0,996,158,570,0,45,0,19,0,1618,6,1464,350,9120
20260507,20:00,8896,4150,744,1400,98,424,0,1010,152,560,0,0,0,76,0,1332,4,1404,350,8896
20260507,20:30,8684,4156,746,1402,100,382,0,1004,158,570,0,0,0,54,0,1460,2,1696,346,8684
20260507,21:00,8562,4152,744,1398,96,396,0,968,156,560,0,0,0,48,0,1196,2,1496,342,8562
20260507,21:30,8352,4158,770,1402,94,378,0,924,158,570,0,0,0,56,0,1134,4,1620,324,8352
20260507,22:00,8124,4156,742,1396,88,408,0,908,156,564,0,0,0,66,0,1266,2,1944,316,8124
20260507,22:30,8124,4152,776,1402,84,418,0,888,158,572,0,0,0,68,0,1194,2,1904,314,8124
20260507,23:00,8000,4158,756,1400,84,426,0,700,156,566,0,0,0,54,0,1208,-12,1808,312,8000
20260507,23:30,7960,4154,752,1402,80,378,0,608,158,576,0,0,0,58,0,1230,-20,1728,312,7960
20260507,24:00:00,7744,4154,714,1372,76,396,0,494,158,564,0,0,0,42,0,848,-16,1368,310,7744
20260508,0:30,7630,4158,660,1230,74,400,0,380,158,576,0,0,0,60,0,194,-24,544,308,7630
20260508,1:00,7268,4156,648,1306,70,372,0,382,156,562,0,0,0,70,0,-274,-4,484,308,7268
20260508,1:30,7100,4156,630,1296,70,360,0,466,158,574,0,0,0,70,0,-292,8,704,308,7100
20260508,2:00,7136,4158,664,1278,66,414,0,506,156,562,0,0,0,98,0,-314,-2,760,310,7136
20260508,2:30,7300,4158,714,1334,70,394,0,608,158,572,0,0,0,132,0,-298,6,856,308,7300
20260508,3:00,7420,4158,722,1356,66,412,0,678,158,566,0,0,0,124,0,-274,0,860,314,7420
20260508,3:30,7684,4156,768,1256,70,392,0,812,158,576,0,0,0,186,0,-278,8,728,308,7684
20260508,4:00,7924,4156,672,1288,70,416,0,820,156,560,0,0,0,250,0,70,-8,836,310,7924
20260508,4:30,8102,4154,668,1170,74,394,0,922,160,574,0,0,0,296,0,328,-14,932,308,8102
20260508,5:00,8266,4154,628,1244,72,412,0,962,156,562,0,0,0,290,0,528,0,1052,310,8266
20260508,5:30,8288,4156,632,1282,78,380,0,982,160,572,0,0,0,246,0,718,6,1232,308,8288
20260508,6:00,8212,4156,606,1170,78,408,0,974,154,564,0,5,0,245,0,810,-14,1256,312,8212
20260508,6:30,8036,4156,564,1100,80,386,0,928,158,572,0,161,0,263,0,310,-22,928,308,8036
20260508,7:00,7746,4150,484,1038,76,386,0,812,154,562,0,471,0,239,0,46,-22,960,310,7746
20260508,7:30,7936,4158,424,1142,82,360,0,600,158,534,0,855,0,295,0,-148,-20,812,308,7936
20260508,8:00,7934,4158,448,1062,80,332,0,494,156,480,123.7,1229,0,313,0,-50,2,1080,310,7934
20260508,8:30,8396,4156,416,1058,78,302,0,372,158,492,123.7,1623,194,313,0,150,12,1044,310,8396
20260508,9:00,8688,4158,388,972,76,292,0,336,156,484,123.7,1811,134,341,0,370,-6,1000,310,8688
20260508,9:30,8846,4160,340,978,76,276,0,334,158,482,123.7,2603,187,351,0,162,-12,1368,306,8846
20260508,10:00,8900,4156,316,976,82,292,0,328,156,476,123.7,3535,418,367,0,-622,-10,1460,308,8900
20260508,10:30,8706,4154,326,830,74,282,0,320,158,482,123.7,4417,440,363,0,-1504,14,1516,306,8706
20260508,11:00,8980,4154,336,726,80,296,0,310,158,482,123.7,5015,992,351,0,-1766,22,1488,304,8980
20260508,11:30,9042,4158,362,600,76,288,0,298,156,484,123.7,5463,1251,349,0,-2020,0,1476,304,9042
20260508,12:00,9020,4150,378,522,82,300,0,292,158,470,123.7,5279,2318,367,0,-1914,12,1380,304,9020
20260508,12:30,8868,4158,364,442,78,284,0,296,158,468,123.7,5401,2890,337,0,-2030,-6,1388,306,8868
20260508,13:00,8492,4152,398,388,78,310,0,294,158,458,123.7,4311,3892,307,0,-1422,18,1264,306,8492
20260508,13:30,8830,4158,428,424,78,292,0,312,160,462,123.7,4233,3732,275,0,-934,6,1368,304,8830
20260508,14:00,8780,4154,396,516,80,294,0,312,158,462,123.7,4457,3451,261,0,-1040,-18,1556,304,8780
20260508,14:30,8852,4156,410,546,82,284,0,336,160,464,123.7,5079,2960,271,0,-1720,-8,1512,304,8852
20260508,15:00,8934,4154,408,674,84,302,0,332,160,460,123.7,4879,2630,273,0,-1810,18,1304,304,8934
20260508,15:30,8958,4152,454,724,86,286,0,370,160,460,123.7,4133,2426,247,0,-1464,6,960,304,8958
20260508,16:00,9002,4156,434,818,82,300,0,372,158,458,123.7,3617,2093,231,0,-922,2,1008,304,9002
20260508,16:30,8992,4154,390,896,86,326,0,374,160,466,123.7,3797,1375,229,0,-1178,-22,992,306,8992
20260508,17:00,9110,4154,438,1070,88,380,0,382,160,466,123.7,3607,420,263,0,-1256,-6,944,308,9110
20260508,17:30,9048,4148,470,1170,90,392,0,432,162,508,0,2756,0,312,0,-1168,-8,524,308,9048
20260508,18:00,8770,4146,576,1334,90,408,0,512,160,552,0,1532,0,278,0,54,16,1200,312,8770
20260508,18:30,8788,4146,798,1400,96,402,0,806,162,568,0,794,0,306,0,994,-12,2000,328,8788
20260508,19:00,8770,4148,892,1396,94,410,0,876,160,562,0,214,0,352,0,1308,-18,1972,348,8770
20260508,19:30,8922,4152,900,1396,96,400,0,922,162,572,0,50,0,336,0,1576,0,1988,348,8922
20260508,20:00,8854,4148,912,1398,96,408,0,940,162,560,0,0,0,358,0,1222,0,1696,346,8854
20260508,20:30,8718,4158,892,1402,96,392,0,974,160,570,0,0,0,328,0,1192,-2,1788,344,8718
20260508,21:00,8534,4160,868,1394,88,424,0,972,160,564,0,0,0,308,0,888,4,1632,336,8534
20260508,21:30,8348,4150,858,1402,88,400,0,974,160,564,0,0,0,308,0,598,0,1480,326,8348
20260508,22:00,8138,4160,808,1398,86,408,0,922,160,570,0,0,0,316,0,686,-10,1692,326,8138
20260508,22:30,8112,4158,746,1398,86,400,0,828,160,566,0,0,0,314,0,952,2,1832,334,8112
20260508,23:00,8036,4156,752,1396,80,408,0,652,162,564,0,0,0,278,0,586,-4,1308,314,8036
20260508,23:30,7858,4154,756,1400,78,388,0,612,162,570,0,0,0,246,0,702,10,1528,308,7858
20260508,24:00:00,7606,4156,764,1312,72,422,0,516,160,562,0,0,0,248,0,456,-4,1368,310,7606
20260509,0:30,7566,4156,688,1256,72,420,0,416,162,570,0,0,0,296,0,-222,6,560,306,7566
20260509,1:00,7188,4160,684,1198,70,418,0,386,160,556,0,0,0,318,0,-624,-16,428,306,7188
20260509,1:30,7044,4156,676,1240,68,392,0,426,162,568,0,0,0,318,0,-590,-14,664,306,7044
20260509,2:00,7046,4158,688,1176,68,402,0,448,160,560,0,0,0,260,0,-718,-14,448,306,7046
20260509,2:30,7150,4154,686,1216,68,386,0,450,160,572,0,0,0,226,0,-622,4,456,306,7150
20260509,3:00,7382,4158,698,1246,66,410,0,450,160,558,0,0,0,208,0,-344,2,536,306,7382
20260509,3:30,7544,4154,704,1180,72,398,0,660,160,574,0,0,0,164,0,100,2,932,308,7544
20260509,4:00,7834,4160,672,1178,70,414,0,888,160,562,0,0,0,128,0,264,4,988,322,7834
20260509,4:30,8028,4154,690,1168,72,386,0,908,160,574,0,0,0,104,0,594,12,1116,322,8028
20260509,5:00,8202,4154,672,966,72,382,0,938,162,556,0,0,0,90,0,1028,-6,1132,320,8202
20260509,5:30,8268,4158,666,912,76,360,0,914,160,574,0,6,0,82,0,968,-2,928,322,8268
20260509,6:00,7914,4154,668,746,76,374,0,782,162,560,0,80,0,72,0,886,0,956,310,7914
20260509,6:30,7800,4156,684,684,78,366,0,496,160,554,0,646,0,62,0,544,-8,928,306,7800
20260509,7:00,7318,4160,734,608,76,342,0,416,158,498,0,1244,0,50,0,-314,-2,956,304,7318
20260509,7:30,7336,4156,752,682,78,308,0,350,160,456,103.3,2040,237,20,36,-700,-2,1268,304,7336
20260509,8:00,7364,4154,752,676,74,332,0,288,160,442,103.3,2170,1195,8,39,-806,14,1204,304,7364
20260509,8:30,7512,4160,704,600,76,308,0,280,162,458,103.3,2560,1941,8,30,-824,2,1284,302,7512
20260509,9:00,7750,4158,690,522,74,336,0,274,160,444,103.3,2862,2641,2,22,-786,4,1292,302,7750
20260509,9:30,7938,4154,730,518,74,270,0,282,160,456,103.3,3110,3638,0,20,-790,-12,1288,274,7938
20260509,10:00,7898,4154,468,512,74,226,0,280,160,436,103.3,3360,4068,0,37,-788,8,1228,236,7898
20260509,10:30,7966,4162,390,516,72,204,0,278,160,458,103.3,3728,4169,0,52,-998,18,1252,230,7966
20260509,11:00,8004,4156,398,444,72,232,0,284,160,442,103.3,4022,4376,0,76,-1292,14,1160,232,8004
20260509,11:30,8056,4156,392,374,76,206,0,282,160,456,103.3,4206,4473,0,59,-1300,6,1188,230,8056
20260509,12:00,7992,4158,416,372,74,230,0,278,160,444,103.3,3870,4776,0,27,-1092,-6,1144,232,7992
20260509,12:30,7914,4160,408,374,76,210,0,270,160,448,103.3,3714,5060,4,37,-962,-6,1172,230,7914
20260509,13:00,7840,4158,402,376,76,216,0,268,160,446,103.3,3562,4941,10,54,-978,8,1096,232,7840
20260509,13:30,7950,4158,380,374,76,202,0,266,160,452,103.3,3488,4711,18,39,-678,0,1176,230,7950
20260509,14:00,7916,4156,388,372,72,218,0,260,162,444,103.3,3512,4564,18,74,-690,-4,1224,232,7916
20260509,14:30,8006,4156,382,372,72,214,0,276,162,452,103.3,3854,4363,24,74,-970,6,1224,230,8006
20260509,15:00,8016,4156,398,368,76,230,0,280,160,440,103.3,4134,3645,26,29,-1228,4,1260,232,8016
20260509,15:30,8048,4160,410,372,76,228,0,318,160,448,103.3,4158,2916,26,27,-1274,0,1264,230,8048
20260509,16:00,8092,4156,386,380,78,242,0,320,160,444,103.3,3990,2195,32,23,-1018,-6,1304,232,8092
20260509,16:30,8140,4152,388,470,76,276,0,330,160,452,103.3,3780,1562,24,16,-930,-8,1280,250,8140
20260509,17:00,8244,4158,408,518,80,338,0,332,160,442,110.6,3742,608,24,22,-924,-16,1312,294,8244
20260509,17:30,8270,4148,510,588,82,364,0,336,160,482,0,3102,0,24,0,-786,-12,1028,300,8270
20260509,18:00,8366,4148,688,728,86,412,0,456,158,528,0,1962,0,28,0,-334,-10,792,308,8366
20260509,18:30,8254,4148,696,824,90,420,0,812,160,558,0,922,0,22,0,278,12,1008,320,8254
20260509,19:00,8138,4154,502,1102,92,406,0,918,158,552,0,162,0,20,0,1138,24,1432,342,8138
20260509,19:30,8290,4146,408,1154,94,394,0,934,160,566,0,33,0,17,0,1430,6,1404,352,8290
20260509,20:00,8184,4152,390,1146,90,382,0,932,162,550,0,0,0,46,0,1372,-2,1388,352,8184
20260509,20:30,8122,4156,418,1150,92,364,0,838,160,566,0,0,0,48,0,1292,2,1312,348,8122
20260509,21:00,7908,4156,426,1150,90,380,0,820,162,552,0,0,0,32,0,1214,2,1408,332,7908
20260509,21:30,7838,4156,696,1142,88,364,0,656,162,578,0,0,0,28,0,1086,2,1440,320,7838
20260509,22:00,7658,4156,734,1136,84,392,0,620,160,564,0,0,0,16,0,656,-4,1172,316,7658
20260509,22:30,7666,4158,774,1140,82,396,0,540,160,580,0,0,0,24,0,514,-2,1020,320,7666
20260509,23:00,7434,4154,742,1028,78,416,0,472,160,568,0,0,0,32,0,166,10,700,308,7434
20260509,23:30,7372,4156,710,1112,76,376,0,452,160,584,0,0,0,44,0,160,-2,768,312,7372
20260509,24:00:00,7218,4152,692,1072,74,388,0,356,160,572,0,0,0,10,0,-266,-22,284,314,7218
20260510,0:30,6948,4160,730,1140,70,362,0,308,160,596,0,0,0,2,0,-346,-26,512,304,6948
20260510,1:00,6702,4158,692,1140,68,378,0,304,160,584,0,0,0,0,0,-292,-20,772,302,6702
20260510,1:30,6692,4154,668,1074,68,362,0,310,160,608,0,0,0,0,0,-264,-14,736,302,6692
20260510,2:00,6610,4156,648,922,68,368,0,314,160,602,0,0,0,0,0,-40,-18,872,302,6610
20260510,2:30,6794,4152,674,926,68,362,0,396,162,618,0,0,0,0,0,0,-22,844,302,6794
20260510,3:00,7064,4160,692,1016,68,404,0,522,160,610,0,0,0,0,0,144,-22,992,302,7064
20260510,3:30,7332,4158,688,1144,72,390,0,586,160,620,0,0,0,0,0,266,2,1056,302,7332
20260510,4:00,7546,4152,678,1150,72,416,0,794,162,606,0,0,0,2,0,310,22,1128,310,7546
20260510,4:30,7688,4156,708,1176,72,430,0,852,160,618,0,0,0,2,0,394,22,1212,310,7688
20260510,5:00,7958,4154,728,1152,72,448,0,898,160,606,0,0,0,0,0,870,24,1468,314,7958
20260510,5:30,7976,4154,712,1096,76,394,0,882,160,622,0,0,0,2,0,1018,14,1464,310,7976
20260510,6:00,7768,4160,708,872,76,412,0,882,162,592,0,90,0,0,0,728,4,1220,302,7768
20260510,6:30,7562,4156,700,724,76,382,0,664,162,558,0,714,0,2,0,418,-6,1288,300,7562
20260510,7:00,7124,4158,654,522,68,412,0,488,160,480,99.5,1506,0,0,0,-688,-16,920,300,7124
20260510,7:30,6928,4154,716,638,72,388,0,374,160,498,85.2,1932,1171,4,0,-1268,0,1040,300,6928
20260510,8:00,6738,4158,698,568,70,408,0,276,162,484,81.5,1982,2155,4,2,-1140,-8,1224,300,6738
20260510,8:30,6818,4156,770,616,66,356,0,270,160,496,81.5,1950,3537,0,20,-1096,-6,1220,300,6818
20260510,9:00,6958,4156,768,646,62,340,0,266,160,484,81.5,2132,4427,0,16,-1110,-8,1236,298,6958
20260510,9:30,7102,4160,648,620,60,250,0,260,160,498,81.5,2535,4976,1,8,-1100,16,1276,270,7102
20260510,10:00,7124,4158,668,536,62,236,0,246,160,478,81.5,3067,5051,1,22,-1400,-6,1316,234,7124
20260510,10:30,7208,4158,632,552,60,218,0,246,160,492,81.5,3578,5161,2,43,-1828,-14,1276,228,7208
20260510,11:00,7176,4154,346,512,60,242,0,244,158,474,81.5,3966,5075,6,52,-1898,-12,1304,228,7176
20260510,11:30,7244,4160,346,606,62,224,0,244,160,490,81.5,4100,5284,6,49,-2008,-10,1364,228,7244
20260510,12:00,7224,4156,326,664,62,242,0,246,156,474,81.5,4112,5246,6,85,-2160,-12,1276,228,7224
20260510,12:30,7258,4154,294,754,62,226,0,244,160,490,81.5,3890,5591,8,97,-1992,0,1260,228,7258
20260510,13:00,7216,4158,300,852,62,236,0,244,158,478,81.5,3814,5573,12,97,-2086,4,1244,228,7216
20260510,13:30,7204,4156,316,858,60,218,0,244,160,488,81.5,3553,5736,13,85,-1864,14,1240,228,7204
20260510,14:00,7240,4156,296,850,58,242,0,246,156,474,81.5,3323,5685,9,90,-1608,18,1208,228,7240
20260510,14:30,7258,4158,336,858,58,222,0,252,160,486,81.5,3113,5658,9,104,-1402,20,1240,228,7258
20260510,15:00,7410,4156,398,856,60,246,0,254,158,478,81.5,2907,5474,3,93,-1154,20,1200,228,7410
20260510,15:30,7470,4160,462,854,62,234,0,300,160,488,81.5,2665,5045,3,74,-822,-8,1316,228,7470
20260510,16:00,7576,4154,638,722,66,266,0,302,160,478,81.5,2449,4376,5,70,-574,10,1328,228,7576
20260510,16:30,7592,4154,528,666,66,254,0,300,160,490,81.5,2737,3002,7,52,-534,-8,1456,228,7592
20260510,17:00,7708,4160,632,658,72,268,0,298,160,482,89.9,2769,1726,11,49,-598,8,1440,228,7708
20260510,17:30,7884,4148,646,666,78,254,0,314,158,496,101.1,2574,0,14,0,-354,4,1344,230,7884
20260510,18:00,8200,4148,586,818,82,270,0,648,162,516,0,1864,0,16,0,-158,-16,972,236,8200
20260510,18:30,8000,4150,632,1206,88,260,0,780,160,586,0,843,0,17,0,464,6,1444,252,8000
20260510,19:00,7912,4150,494,1294,90,304,0,856,162,598,0,167,0,21,0,1108,4,1596,260,7912
20260510,19:30,8112,4142,596,1450,92,286,0,884,162,616,0,51,0,23,0,1324,2,1784,268,8112
20260510,20:00,8014,4152,576,1470,92,310,0,894,158,596,0,0,0,56,0,994,2,1556,270,8014
20260510,20:30,7946,4154,476,1690,92,292,0,752,160,606,0,0,0,66,0,1032,-10,1636,272,7946
20260510,21:00,7786,4154,580,1702,86,328,0,648,160,590,0,0,0,42,0,894,-6,1652,260,7786
20260510,21:30,7640,4158,610,1580,86,294,0,572,160,598,0,0,0,44,0,962,-2,1676,254,7640
20260510,22:00,7534,4152,598,1566,86,302,0,492,160,586,0,0,0,52,0,1012,-4,1716,248,7534
20260510,22:30,7414,4158,636,1488,82,322,0,420,160,590,0,0,0,52,0,856,-4,1592,246,7414
20260510,23:00,7240,4152,614,1336,76,342,0,406,160,580,0,0,0,36,0,892,16,1612,242,7240
20260510,23:30,7190,4156,592,1300,74,332,0,394,160,592,0,0,0,46,0,910,12,1620,242,7190
20260510,24:00:00,7104,4156,442,1162,74,350,0,328,160,584,0,0,0,22,0,30,-4,436,236,7104
20260511,0:30,6742,4154,550,1210,70,330,0,280,160,586,0,0,0,26,0,-246,-8,600,230,6742
20260511,1:00,6604,4156,564,1026,68,342,0,268,158,574,0,0,0,18,0,-248,-30,520,228,6604
20260511,1:30,6488,4156,556,986,68,330,0,272,160,582,0,0,0,26,0,-296,-16,564,228,6488
20260511,2:00,6456,4154,476,1056,66,350,0,268,160,566,0,0,0,20,0,-278,-14,596,228,6456
20260511,2:30,6584,4156,516,1262,68,332,0,324,160,580,0,0,0,26,0,-56,-8,1004,228,6584
20260511,3:00,6912,4156,600,1496,68,344,0,414,162,572,0,0,0,24,0,188,2,1344,230,6912
20260511,3:30,7248,4158,652,1672,70,330,0,522,160,578,0,0,0,28,0,226,12,1388,228,7248
20260511,4:00,7530,4152,650,1688,70,348,0,660,160,572,0,0,0,28,0,418,8,1456,232,7530
20260511,4:30,7796,4158,684,1690,74,332,0,848,160,580,0,0,0,38,0,394,12,1408,234,7796
20260511,5:00,7972,4158,742,1604,70,346,0,872,160,572,0,0,0,40,0,450,0,1276,234,7972
20260511,5:30,8164,4150,826,1672,76,330,0,884,160,580,0,7,0,47,0,744,6,1552,234,8164
20260511,6:00,7952,4156,682,1482,74,346,0,850,158,572,0,91,0,47,0,584,2,1324,232,7952
20260511,6:30,7920,4154,616,1176,80,330,0,686,160,566,0,643,0,51,0,398,-16,1152,228,7920
20260511,7:00,7534,4154,578,956,76,314,0,560,160,502,0,1251,0,51,0,-422,-22,852,228,7534
20260511,7:30,7692,4158,740,926,82,310,0,486,160,448,128.1,2043,266,27,29,-914,6,1008,228,7692
20260511,8:00,7704,4158,606,930,80,310,0,382,156,442,123.4,1967,1426,17,35,-330,-2,1240,228,7704
20260511,8:30,8114,4156,654,936,82,280,0,318,160,452,110.1,2207,1905,15,61,0,-2,1372,228,8114
20260511,9:00,8498,4156,676,972,82,276,0,312,158,440,110.1,2633,2544,13,81,0,10,1456,226,8498
20260511,9:30,8848,4154,682,976,84,226,0,260,160,446,110.1,3063,3036,11,115,0,6,1444,224,8848
