,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2024/1/27 0:00,10824,2993,8295,120,160,508,0,0,60,0,0,-1312
2024/1/27 1:00,10725,2990,8037,123,159,505,0,0,63,0,0,-1152
2024/1/27 2:00,10968,2990,7971,122,159,506,0,0,73,0,185,-1038
2024/1/27 3:00,11220,2990,7807,203,159,509,0,0,64,0,358,-870
2024/1/27 4:00,11238,2990,7782,299,159,508,0,0,74,0,402,-976
2024/1/27 5:00,11236,2991,7893,201,159,509,0,0,70,0,429,-1016
2024/1/27 6:00,11454,2993,8042,153,159,507,0,0,65,0,495,-960
2024/1/27 7:00,11951,2991,8002,219,159,508,159,0,65,0,532,-684
2024/1/27 8:00,12178,2989,7554,171,159,506,1606,0,51,0,498,-1356
2024/1/27 9:00,11715,2992,5969,142,160,505,3708,0,33,0,136,-1930
2024/1/27 10:00,11397,2991,4492,124,160,507,5712,0,29,0,-336,-2282
2024/1/27 11:00,10939,2992,3448,121,159,506,6760,0,39,0,-798,-2288
2024/1/27 12:00,10490,2991,3231,123,160,506,6742,0,57,0,-1110,-2210
2024/1/27 13:00,10162,2991,3212,117,159,507,5997,0,49,0,-698,-2172
2024/1/27 14:00,10330,2989,3622,116,159,507,5336,0,40,0,-491,-1948
2024/1/27 15:00,9978,2991,4291,130,159,509,3526,0,44,0,-544,-1128
2024/1/27 16:00,10161,2990,6566,157,159,508,1538,0,59,0,-212,-1604
2024/1/27 17:00,11008,2989,7881,316,159,510,180,0,38,0,95,-1160
2024/1/27 18:00,11700,2985,7968,406,159,512,0,0,27,0,363,-720
2024/1/27 19:00,11658,2988,8004,330,160,510,0,0,38,0,272,-644
2024/1/27 20:00,11510,2993,8747,201,159,512,0,0,31,0,235,-1368
2024/1/27 21:00,11039,2992,8773,146,160,511,0,0,41,0,264,-1848
2024/1/27 22:00,10574,2991,8084,121,160,511,0,0,39,0,177,-1509
2024/1/27 23:00,10212,2988,7658,125,160,511,0,0,35,0,0,-1265
2024/1/28 0:00,9708,2990,7772,119,160,513,0,0,36,0,0,-1882
2024/1/28 1:00,9648,2991,7847,119,160,512,0,0,49,0,0,-2030
2024/1/28 2:00,9913,2990,8009,118,160,511,0,0,48,0,183,-2106
2024/1/28 3:00,10177,2991,8231,241,160,512,0,0,46,0,198,-2202
2024/1/28 4:00,10148,2989,8111,273,160,513,0,0,61,0,229,-2188
2024/1/28 5:00,10054,2991,7749,205,160,511,0,0,75,0,221,-1858
2024/1/28 6:00,9911,2989,7477,165,160,509,0,0,76,0,193,-1658
2024/1/28 7:00,10153,2991,7735,233,160,509,47,0,91,0,175,-1788
2024/1/28 8:00,10599,2992,7371,200,160,510,576,0,118,0,64,-1392
2024/1/28 9:00,10478,2989,4922,145,160,507,1851,0,196,0,-178,-114
2024/1/28 10:00,10231,2991,4454,128,160,507,3115,0,216,0,-508,-832
2024/1/28 11:00,10059,2988,4434,121,159,507,3953,0,187,0,-36,-2254
2024/1/28 12:00,9996,2991,4563,121,160,507,4144,0,202,0,-478,-2214
2024/1/28 13:00,9737,2987,4495,123,160,510,4171,0,228,0,-773,-2164
2024/1/28 14:00,9793,2988,4702,120,160,509,3916,0,211,0,-687,-2126
2024/1/28 15:00,9695,2991,4345,120,159,511,3165,0,229,0,-867,-958
2024/1/28 16:00,9887,2983,6292,129,159,512,1551,0,181,0,-420,-1500
2024/1/28 17:00,11092,2987,8718,308,159,512,207,0,133,0,0,-1932
2024/1/28 18:00,11916,2990,9218,437,160,513,0,0,100,0,0,-1502
2024/1/28 19:00,11936,2988,9194,379,160,513,0,0,70,0,0,-1368
2024/1/28 20:00,11711,2989,9109,192,160,511,0,0,57,0,0,-1307
2024/1/28 21:00,11295,2988,8744,131,160,514,0,0,51,0,0,-1293
2024/1/28 22:00,10695,2988,8590,117,160,511,0,0,38,0,0,-1709
2024/1/28 23:00,10321,2991,8197,122,160,512,0,0,22,0,0,-1683
2024/1/29 0:00,9916,2987,7765,122,160,513,0,0,9,0,0,-1640
2024/1/29 1:00,9965,2990,7753,121,160,512,0,0,5,0,0,-1576
2024/1/29 2:00,10382,2991,8155,120,160,509,0,0,7,0,0,-1560
2024/1/29 3:00,10779,2990,8928,125,160,512,0,0,9,0,0,-1945
2024/1/29 4:00,10954,2989,8963,126,159,509,0,0,13,0,0,-1805
2024/1/29 5:00,11381,2991,9601,159,159,508,0,0,15,0,0,-2052
2024/1/29 6:00,12225,2990,9788,359,160,508,0,0,18,0,422,-2020
2024/1/29 7:00,13174,2989,9852,616,159,509,171,0,22,0,918,-2062
2024/1/29 8:00,13420,2992,9464,305,159,499,1724,0,18,0,359,-2100
2024/1/29 9:00,12970,2991,7628,132,159,492,4159,0,13,0,16,-2620
2024/1/29 10:00,12489,2990,5013,117,159,493,6471,0,12,0,-458,-2308
2024/1/29 11:00,12003,2993,4034,115,128,496,7542,0,13,0,-784,-2534
2024/1/29 12:00,11269,2991,3721,113,122,504,7571,0,25,0,-1106,-2672
2024/1/29 13:00,11352,2991,3887,115,122,506,7416,0,29,0,-1196,-2518
2024/1/29 14:00,11147,2990,4220,122,122,507,6592,0,38,0,-1078,-2366
2024/1/29 15:00,10979,2991,5760,127,122,507,4679,0,28,0,-795,-2440
2024/1/29 16:00,11273,2992,7652,146,122,510,2045,0,17,0,-307,-1904
2024/1/29 17:00,11943,2988,9214,242,122,512,225,0,7,0,621,-1988
2024/1/29 18:00,12753,2988,9704,355,122,515,0,0,8,0,401,-1340
2024/1/29 19:00,12628,2990,9813,334,122,510,0,0,12,0,107,-1260
2024/1/29 20:00,12362,2991,9728,193,122,511,0,0,16,0,161,-1360
2024/1/29 21:00,11816,2991,9725,143,122,513,0,0,11,0,107,-1796
2024/1/29 22:00,11201,2992,9500,116,123,510,0,0,11,0,49,-2100
2024/1/29 23:00,10645,2993,8750,121,152,512,0,0,11,0,0,-1894
2024/1/30 0:00,10091,2991,8007,119,160,512,0,0,12,0,0,-1710
2024/1/30 1:00,10101,2991,7949,120,160,509,0,0,12,0,0,-1640
2024/1/30 2:00,10444,2991,8311,116,160,509,0,0,9,0,0,-1652
2024/1/30 3:00,10830,2994,8932,121,159,513,0,0,13,0,0,-1902
2024/1/30 4:00,11001,2990,9310,123,159,511,0,0,16,0,0,-2108
2024/1/30 5:00,11315,2992,9430,137,159,513,0,0,16,0,0,-1932
2024/1/30 6:00,12147,2988,9717,279,159,515,0,0,19,0,626,-2156
2024/1/30 7:00,12903,2992,9780,601,160,512,175,0,18,0,841,-2176
2024/1/30 8:00,13216,2993,9602,384,160,510,1520,0,14,0,361,-2328
2024/1/30 9:00,12919,2972,8659,146,160,505,2706,0,9,0,138,-2376
2024/1/30 10:00,12312,2912,6083,123,159,507,4155,0,4,0,-131,-1500
2024/1/30 11:00,12059,2934,5159,120,159,511,4593,0,2,0,-379,-1040
2024/1/30 12:00,11665,2964,4770,116,159,512,3382,0,2,0,0,-240
2024/1/30 13:00,11704,2987,5283,113,159,507,2447,0,0,0,0,208
2024/1/30 14:00,11642,2988,5806,112,159,507,1863,0,0,0,0,207
2024/1/30 15:00,11539,2993,6476,113,159,510,1300,0,3,0,0,-15
2024/1/30 16:00,11962,2984,8594,148,159,513,627,0,5,0,0,-1068
2024/1/30 17:00,12333,2985,9561,359,159,513,74,0,15,0,187,-1520
2024/1/30 18:00,12817,2988,9398,445,159,517,0,0,37,0,71,-798
2024/1/30 19:00,12503,2988,9454,271,159,514,0,0,43,0,0,-926
2024/1/30 20:00,12021,2989,9097,165,159,515,0,0,52,0,0,-956
2024/1/30 21:00,11431,2985,9093,148,159,514,0,0,50,0,0,-1518
2024/1/30 22:00,10694,2991,8663,140,159,515,0,0,51,0,0,-1825
2024/1/30 23:00,10046,2989,8082,133,158,516,0,0,61,0,0,-1893
2024/1/31 0:00,9365,2989,7451,132,158,517,0,0,64,0,0,-1946
2024/1/31 1:00,9257,2987,7365,132,158,516,0,0,63,0,0,-1964
2024/1/31 2:00,9643,2991,7831,120,158,518,0,0,83,0,0,-2058
2024/1/31 3:00,10063,2989,8300,121,158,517,0,0,104,0,0,-2126
2024/1/31 4:00,10250,2991,7918,134,157,517,0,0,107,0,0,-1574
2024/1/31 5:00,10433,2988,7582,157,157,515,0,0,132,0,0,-1098
2024/1/31 6:00,10836,2987,8342,187,157,517,0,0,148,0,0,-1502
2024/1/31 7:00,11489,2990,9275,474,157,514,42,0,147,0,0,-2110
2024/1/31 8:00,12155,2991,9541,546,155,513,397,0,135,0,145,-2268
2024/1/31 9:00,12501,2989,9276,281,155,511,912,0,127,0,150,-1900
2024/1/31 10:00,12247,2988,8441,147,155,511,1707,0,107,0,17,-1826
2024/1/31 11:00,11945,2991,7915,165,154,512,2479,0,69,0,0,-2340
2024/1/31 12:00,11387,2987,7637,146,150,513,2703,0,45,0,0,-2794
2024/1/31 13:00,11475,2991,7845,134,153,511,2487,0,46,0,0,-2692
2024/1/31 14:00,11309,2985,7935,131,153,511,2041,0,61,0,0,-2508
2024/1/31 15:00,11285,2988,8013,130,153,511,1473,0,67,0,0,-2050
2024/1/31 16:00,11393,2988,8674,146,153,515,724,0,63,0,0,-1870
2024/1/31 17:00,11516,2985,9240,324,153,515,109,0,62,0,0,-1872
2024/1/31 18:00,11762,2981,8883,379,153,515,0,0,67,0,0,-1216
2024/1/31 19:00,11475,2983,8476,238,154,515,0,0,53,0,0,-944
2024/1/31 20:00,11050,2989,8149,153,155,515,0,0,53,0,0,-964
2024/1/31 21:00,10500,2989,7715,145,155,513,0,0,67,0,0,-1084
2024/1/31 22:00,9935,2990,7575,137,153,515,0,0,77,0,0,-1512
2024/1/31 23:00,9370,2985,6624,140,154,516,0,0,69,0,0,-1118
2024/2/1 0:00,8791,2987,6910,143,154,518,0,0,62,0,-267,-1716
2024/2/1 1:00,8677,2988,7179,145,156,515,0,0,62,0,-514,-1854
2024/2/1 2:00,9064,2987,7314,141,156,516,0,0,57,0,-73,-2034
2024/2/1 3:00,9511,2985,7185,140,156,517,0,0,52,0,0,-1524
2024/2/1 4:00,9680,2987,7133,143,156,515,0,0,52,0,0,-1306
2024/2/1 5:00,9642,2983,7115,147,156,515,0,0,38,0,0,-1312
2024/2/1 6:00,9905,2985,7405,220,156,515,0,0,22,0,0,-1398
2024/2/1 7:00,10554,2987,7905,262,156,515,34,0,27,0,0,-1332
2024/2/1 8:00,11291,2984,8463,241,156,513,296,0,32,0,0,-1394
2024/2/1 9:00,11794,2984,8944,258,156,505,572,0,39,0,0,-1664
2024/2/1 10:00,11751,2988,8928,185,157,509,644,0,44,0,0,-1704
2024/2/1 11:00,11714,2985,8886,145,156,510,725,0,51,0,0,-1744
2024/2/1 12:00,11332,2987,8415,147,157,512,776,0,74,0,0,-1736
2024/2/1 13:00,11491,2981,8748,149,157,509,871,0,92,0,0,-2016
2024/2/1 14:00,11425,2985,8784,160,157,507,856,0,100,0,0,-2124
2024/2/1 15:00,11251,2984,8733,157,157,507,699,0,102,0,0,-2088
2024/2/1 16:00,11475,2983,9026,175,157,508,408,0,122,0,0,-1904
2024/2/1 17:00,11649,2974,9338,513,157,511,50,0,116,0,0,-2010
2024/2/1 18:00,11841,2975,9616,604,157,513,2,0,102,0,0,-2128
2024/2/1 19:00,11558,2973,9475,414,157,513,0,0,102,0,0,-2076
2024/2/1 20:00,11135,2985,9305,238,157,510,0,0,130,0,0,-2190
2024/2/1 21:00,10531,2982,8754,177,157,506,0,0,133,0,0,-2178
2024/2/1 22:00,9962,2983,8048,170,157,510,0,0,154,0,0,-2060
2024/2/1 23:00,9451,2985,7080,163,157,512,0,0,142,0,0,-1588
2024/2/2 0:00,8879,2986,6735,159,157,513,0,0,145,0,0,-1816
2024/2/2 1:00,8828,2986,6788,158,157,512,0,0,135,0,0,-1908
2024/2/2 2:00,9264,2984,7381,153,157,511,0,0,128,0,0,-2050
2024/2/2 3:00,9692,2985,7714,154,157,512,0,0,134,0,0,-1964
2024/2/2 4:00,9923,2985,7736,172,157,510,0,0,123,0,0,-1760
2024/2/2 5:00,9962,2986,7518,189,157,513,0,0,111,0,0,-1512
2024/2/2 6:00,10337,2985,8279,268,157,513,1,0,114,0,0,-1980
2024/2/2 7:00,10938,2986,9038,364,157,514,28,0,111,0,0,-2260
2024/2/2 8:00,11635,2989,9274,417,157,507,392,0,113,0,180,-2394
2024/2/2 9:00,11916,2990,8700,205,157,505,1148,0,100,0,45,-1934
2024/2/2 10:00,11565,2986,7878,170,158,504,2134,0,101,0,0,-2366
2024/2/2 11:00,11245,2988,6985,167,157,506,2978,0,80,0,0,-2616
2024/2/2 12:00,10734,2988,6379,152,157,509,3349,0,72,0,-232,-2640
2024/2/2 13:00,10754,2990,6423,152,157,510,3306,0,81,0,-189,-2676
2024/2/2 14:00,10781,2984,7099,148,157,507,2396,0,76,0,0,-2586
2024/2/2 15:00,10651,3049,7129,153,157,510,1789,0,54,0,0,-2190
2024/2/2 16:00,10873,3075,8224,178,157,513,1096,0,72,0,0,-2442
2024/2/2 17:00,11185,3104,9434,351,157,511,236,0,88,0,0,-2696
2024/2/2 18:00,11666,3133,9692,579,157,510,0,0,95,0,0,-2500
2024/2/2 19:00,11543,3155,9441,521,158,511,0,0,101,0,0,-2344
2024/2/2 20:00,11197,3187,9235,232,158,507,0,0,100,0,0,-2222
2024/2/2 21:00,10690,3223,8636,167,158,510,0,0,112,0,0,-2116
2024/2/2 22:00,10152,3250,8033,162,158,506,0,0,107,0,0,-2064
2024/2/2 23:00,9652,3282,7290,162,158,511,0,0,111,0,0,-1862
2024/2/3 0:00,9070,3313,6858,154,158,512,0,0,101,0,0,-2026
2024/2/3 1:00,8979,3330,6554,149,158,511,0,0,103,0,0,-1826
2024/2/3 2:00,9331,3329,6836,146,158,509,0,0,119,0,0,-1766
2024/2/3 3:00,9762,3327,7035,275,158,512,0,0,125,0,0,-1670
2024/2/3 4:00,10004,3336,7329,381,158,514,0,0,126,0,0,-1840
2024/2/3 5:00,9944,3330,7522,259,159,515,0,0,127,0,0,-1968
2024/2/3 6:00,9916,3332,7568,184,158,513,0,0,135,0,0,-1974
2024/2/3 7:00,10209,3330,7454,169,159,512,85,0,124,0,0,-1624
2024/2/3 8:00,10685,3332,7061,173,159,511,664,0,125,0,0,-1340
2024/2/3 9:00,10999,3333,6767,174,158,512,1227,0,128,0,0,-1300
2024/2/3 10:00,10832,3333,5659,150,157,509,1566,0,118,0,0,-660
2024/2/3 11:00,10628,3331,5134,142,157,514,1804,0,88,0,0,-542
2024/2/3 12:00,10527,3349,5222,132,157,513,1659,0,71,0,0,-576
2024/2/3 13:00,10547,3382,5285,141,157,509,1123,0,87,0,0,-137
2024/2/3 14:00,10530,3410,5365,147,157,509,837,0,108,0,0,-3
2024/2/3 15:00,10533,3439,6163,155,157,512,602,0,123,0,0,-618
2024/2/3 16:00,10913,3464,7279,176,157,516,199,0,130,0,0,-1008
2024/2/3 17:00,11369,3497,8093,409,157,515,16,0,124,0,0,-1442
2024/2/3 18:00,11586,3524,8354,591,157,515,0,0,123,0,0,-1678
2024/2/3 19:00,11337,3549,7960,455,157,517,0,0,109,0,0,-1410
2024/2/3 20:00,10998,3557,8137,235,156,515,0,0,120,0,0,-1722
2024/2/3 21:00,10419,3562,7770,180,156,515,0,0,114,0,0,-1878
2024/2/3 22:00,9917,3564,7382,176,155,514,0,0,110,0,0,-1984
2024/2/3 23:00,9514,3564,6892,173,156,518,0,0,97,0,0,-1886
2024/2/4 0:00,8856,3564,6375,179,156,519,0,0,83,0,0,-2020
2024/2/4 1:00,8706,3561,6345,177,156,517,0,0,70,0,0,-2120
2024/2/4 2:00,9043,3561,6705,184,156,518,0,0,67,0,0,-2148
2024/2/4 3:00,9436,3561,7107,225,156,520,0,0,61,0,0,-2194
2024/2/4 4:00,9536,3560,7130,253,156,518,0,0,57,0,0,-2138
2024/2/4 5:00,9353,3558,6726,242,156,516,0,0,75,0,0,-1920
2024/2/4 6:00,9018,3561,6204,235,157,517,0,0,92,0,0,-1748
2024/2/4 7:00,9204,3561,6516,308,156,519,22,0,94,0,0,-1972
2024/2/4 8:00,9586,3558,6378,470,156,515,307,0,84,0,0,-1882
2024/2/4 9:00,9950,3559,5878,418,156,515,1079,0,109,0,-88,-1676
2024/2/4 10:00,9623,3558,4670,232,156,515,1930,0,109,0,-59,-1488
2024/2/4 11:00,9292,3562,3485,185,156,514,2572,0,94,0,0,-1276
2024/2/4 12:00,9186,3573,3400,177,156,516,2984,0,80,0,-124,-1576
2024/2/4 13:00,8980,3601,3649,179,156,515,2903,0,75,0,-20,-2078
2024/2/4 14:00,8871,3631,3738,178,156,514,2535,0,79,0,0,-1960
2024/2/4 15:00,8822,3658,4279,185,156,514,1682,0,88,0,0,-1740
2024/2/4 16:00,9258,3690,5892,214,156,502,879,0,91,0,0,-2166
2024/2/4 17:00,10218,3711,7411,433,157,506,146,0,104,0,0,-2250
2024/2/4 18:00,10839,3741,7869,538,157,513,0,0,131,0,0,-2110
2024/2/4 19:00,10779,3778,7689,414,157,513,0,0,158,0,0,-1930
2024/2/4 20:00,10402,3803,7568,226,156,511,0,0,160,0,0,-2022
2024/2/4 21:00,9986,3836,7107,215,156,513,0,0,157,0,0,-1998
2024/2/4 22:00,9268,3842,6469,182,156,512,0,0,139,0,0,-2032
2024/2/4 23:00,8814,3836,6021,172,156,517,0,0,198,0,0,-2086
2024/2/5 0:00,8330,3836,5486,170,156,517,0,0,213,0,0,-2048
2024/2/5 1:00,8371,3837,5539,188,155,513,0,0,231,0,0,-2092
2024/2/5 2:00,8876,3835,6125,194,154,515,0,0,195,0,0,-2142
2024/2/5 3:00,9357,3838,6651,202,154,515,0,0,193,0,0,-2196
2024/2/5 4:00,9594,3841,6829,221,155,512,0,0,206,0,0,-2170
2024/2/5 5:00,9752,3839,6818,271,154,509,0,0,165,0,0,-2004
2024/2/5 6:00,10136,3842,6838,300,154,510,1,0,127,0,0,-1636
2024/2/5 7:00,10827,3842,7539,324,154,503,17,0,126,0,0,-1678
2024/2/5 8:00,11640,3846,8572,464,154,500,233,0,163,0,166,-2458
2024/2/5 9:00,12191,3836,8540,600,154,497,680,0,169,0,401,-2686
2024/2/5 10:00,11983,3838,8318,452,154,494,1208,0,202,0,181,-2864
2024/2/5 11:00,11811,3840,8013,389,153,497,1506,0,228,0,33,-2848
2024/2/5 12:00,11435,3853,7117,332,153,493,2007,0,246,0,0,-2766
2024/2/5 13:00,11629,3882,7217,335,154,486,2046,0,241,0,0,-2732
2024/2/5 14:00,11536,3907,7155,310,155,486,2029,0,244,0,0,-2750
2024/2/5 15:00,11444,3938,7410,306,155,490,1574,0,255,0,0,-2684
2024/2/5 16:00,11561,3965,8237,321,156,495,777,0,298,0,0,-2688
2024/2/5 17:00,11847,3990,8909,510,156,498,165,0,347,0,0,-2728
2024/2/5 18:00,12070,4021,9107,572,157,499,0,0,311,0,117,-2714
2024/2/5 19:00,11888,4046,8875,437,158,510,0,0,265,0,49,-2452
2024/2/5 20:00,11381,4068,8646,352,158,515,0,0,228,0,0,-2586
2024/2/5 21:00,10864,4096,8115,337,158,518,0,0,204,0,0,-2564
2024/2/5 22:00,10206,4113,7222,323,158,537,0,0,195,0,0,-2342
2024/2/5 23:00,9660,4113,6541,312,158,555,0,0,165,0,0,-2184
2024/2/6 0:00,9066,4115,6002,300,158,567,0,0,166,0,0,-2242
2024/2/6 1:00,9029,4118,6086,279,160,563,0,0,163,0,0,-2340
2024/2/6 2:00,9459,4116,6342,277,160,564,0,0,144,0,0,-2144
2024/2/6 3:00,9987,4115,7012,272,160,564,0,0,110,0,0,-2246
2024/2/6 4:00,10279,4115,7329,267,160,565,0,0,95,0,0,-2252
2024/2/6 5:00,10520,4120,7446,293,160,566,0,0,67,0,0,-2132
2024/2/6 6:00,11141,4120,8006,415,160,567,0,0,63,0,0,-2190
2024/2/6 7:00,11638,4119,8532,433,160,567,197,0,74,0,52,-2496
2024/2/6 8:00,11723,4127,7547,352,160,564,1716,0,36,0,15,-2794
2024/2/6 9:00,11578,4126,5766,281,160,560,3758,1,27,0,-68,-3032
2024/2/6 10:00,11324,4130,4338,282,160,558,5126,1,19,0,-399,-2890
2024/2/6 11:00,11084,4122,3509,267,159,559,6136,1,17,0,-777,-2908
2024/2/6 12:00,10473,4138,3170,237,159,566,6742,1,19,0,-1896,-2662
2024/2/6 13:00,10557,4143,3303,231,159,557,5925,1,14,0,-1063,-2712
2024/2/6 14:00,10652,4142,3645,220,160,563,4971,0,16,0,-445,-2620
2024/2/6 15:00,10685,4146,4708,218,159,563,2922,0,20,0,163,-2214
2024/2/6 16:00,10992,4139,6577,241,159,569,1040,0,24,0,331,-2088
2024/2/6 17:00,11387,4138,8317,372,159,565,203,0,20,0,149,-2536
2024/2/6 18:00,11867,4143,8505,536,159,568,0,0,20,0,438,-2502
2024/2/6 19:00,11662,4134,8295,384,159,565,0,0,15,0,452,-2342
2024/2/6 20:00,11304,4140,8316,266,160,566,0,0,11,0,365,-2520
2024/2/6 21:00,10757,4139,7963,257,159,563,0,0,15,0,35,-2374
2024/2/6 22:00,10235,4142,7468,226,159,561,0,0,17,0,0,-2338
2024/2/6 23:00,9697,4141,6849,224,159,564,0,0,10,0,0,-2250
2024/2/7 0:00,9100,4142,6149,224,159,562,0,0,20,0,0,-2156
2024/2/7 1:00,9069,4138,6233,221,159,562,0,0,32,0,0,-2276
2024/2/7 2:00,9446,4148,6645,204,159,561,0,0,31,0,0,-2302
2024/2/7 3:00,9875,4140,6963,203,159,564,0,0,48,0,0,-2202
2024/2/7 4:00,10211,4142,7254,218,159,563,0,0,63,0,0,-2188
2024/2/7 5:00,10455,4144,7452,231,159,564,0,0,73,0,0,-2168
2024/2/7 6:00,10845,4144,7940,348,159,565,0,0,81,0,0,-2392
2024/2/7 7:00,11373,4144,8277,379,159,565,121,0,86,0,0,-2358
2024/2/7 8:00,11719,4144,7722,293,159,552,981,0,88,0,0,-2220
2024/2/7 9:00,11749,4125,6941,218,158,546,2400,0,65,0,0,-2704
2024/2/7 10:00,11406,4063,5552,217,158,547,3791,0,59,0,-183,-2798
2024/2/7 11:00,11320,4078,4687,216,158,547,4550,0,70,0,-252,-2734
2024/2/7 12:00,10948,4102,4193,203,158,548,4562,0,75,0,-237,-2656
2024/2/7 13:00,11015,4126,4517,227,158,534,4002,0,71,0,-112,-2508
2024/2/7 14:00,11010,4144,4787,226,159,526,3078,0,62,0,78,-2050
2024/2/7 15:00,11064,4145,5610,230,159,543,2237,0,62,0,0,-1922
2024/2/7 16:00,11443,4136,6988,236,160,563,1079,0,61,0,0,-1780
2024/2/7 17:00,11867,4140,8747,360,160,568,195,0,53,0,166,-2522
2024/2/7 18:00,12339,4142,9415,574,160,566,0,0,46,0,124,-2688
2024/2/7 19:00,12227,4146,9364,387,160,565,0,0,40,0,137,-2572
2024/2/7 20:00,11873,4142,9082,234,160,566,0,0,44,0,155,-2510
2024/2/7 21:00,11373,4141,8712,226,160,566,0,0,49,0,89,-2570
2024/2/7 22:00,10811,4143,7956,214,160,565,0,0,55,0,0,-2282
2024/2/7 23:00,10227,4139,7150,195,160,565,0,0,48,0,0,-2030
2024/2/8 0:00,9651,4142,6519,198,160,566,0,0,58,0,0,-1992
2024/2/8 1:00,9595,4144,6470,198,160,566,0,0,67,0,0,-2010
2024/2/8 2:00,10015,4140,6772,193,160,565,0,0,69,0,0,-1884
2024/2/8 3:00,10483,4146,7326,191,160,566,0,0,62,0,0,-1968
2024/2/8 4:00,10731,4142,7616,201,160,566,0,0,70,0,0,-2024
2024/2/8 5:00,11082,4147,7924,268,160,567,0,0,68,0,6,-2058
2024/2/8 6:00,11777,4142,8221,347,160,569,0,0,61,0,177,-1900
2024/2/8 7:00,12325,4143,8626,305,160,565,185,0,69,0,372,-2100
2024/2/8 8:00,12352,4143,7560,243,160,558,1552,0,52,0,742,-2658
2024/2/8 9:00,12000,4126,5841,194,160,552,3639,0,26,0,152,-2690
2024/2/8 10:00,11424,4063,4283,171,160,551,5496,0,15,0,-821,-2494
2024/2/8 11:00,11041,4085,3149,169,160,528,6378,0,7,0,-669,-2766
2024/2/8 12:00,10432,4113,3003,173,160,477,6717,0,13,0,-1464,-2760
2024/2/8 13:00,10571,4141,3157,173,159,470,6444,0,15,0,-1304,-2684
2024/2/8 14:00,10424,4145,3278,172,159,517,5282,0,23,0,-540,-2612
2024/2/8 15:00,10359,4142,4222,176,159,547,3645,0,26,0,-28,-2530
2024/2/8 16:00,10910,4144,6493,258,159,563,1690,0,24,0,199,-2620
2024/2/8 17:00,11541,4142,8206,382,159,563,317,0,23,0,257,-2508
2024/2/8 18:00,12140,4140,8962,358,159,565,0,0,29,0,665,-2738
2024/2/8 19:00,12117,4140,9017,290,159,564,0,0,35,0,596,-2684
2024/2/8 20:00,11772,4143,8777,236,159,562,0,0,34,0,401,-2540
2024/2/8 21:00,11265,4146,8351,198,159,561,0,0,30,0,206,-2386
2024/2/8 22:00,10781,4144,7711,181,160,565,0,0,34,0,50,-2064
2024/2/8 23:00,10253,4143,7031,182,160,568,0,0,33,0,0,-1864
2024/2/9 0:00,9717,4142,6168,177,160,568,0,0,26,0,0,-1524
2024/2/9 1:00,9702,4142,6064,176,160,567,0,0,19,0,0,-1426
2024/2/9 2:00,10151,4146,6617,171,160,565,0,0,24,0,0,-1532
2024/2/9 3:00,10580,4143,7143,175,160,568,0,0,19,0,0,-1628
2024/2/9 4:00,10866,4147,7247,207,160,567,0,0,18,0,0,-1480
2024/2/9 5:00,11117,4140,7498,266,160,568,0,0,25,0,0,-1540
2024/2/9 6:00,11779,4149,8366,338,160,568,0,0,27,0,471,-2300
2024/2/9 7:00,12395,4142,8464,295,160,571,226,0,34,0,659,-2156
2024/2/9 8:00,12302,4147,7447,230,160,569,1755,0,36,0,386,-2428
2024/2/9 9:00,11916,4150,5865,200,160,568,3850,0,30,0,-141,-2766
2024/2/9 10:00,11473,4143,3738,178,160,565,5374,0,25,0,-716,-1994
2024/2/9 11:00,10873,4147,2744,171,159,561,6109,0,21,0,-597,-2442
2024/2/9 12:00,10444,4144,2666,170,156,495,6432,0,37,0,-1006,-2650
2024/2/9 13:00,10684,4144,2797,167,156,526,5962,0,61,0,-685,-2444
2024/2/9 14:00,10510,4144,3138,167,156,560,4644,0,103,0,-306,-2096
2024/2/9 15:00,10529,4141,4022,168,157,566,3106,0,149,0,0,-1780
2024/2/9 16:00,10930,4144,6202,196,157,570,1570,0,159,0,0,-2068
2024/2/9 17:00,11385,4140,7692,277,157,569,316,0,147,0,393,-2306
2024/2/9 18:00,11971,4138,7966,463,157,568,0,0,153,0,818,-2292
2024/2/9 19:00,11836,4140,7813,418,157,565,0,0,134,0,795,-2186
2024/2/9 20:00,11573,4141,7795,222,158,567,0,0,107,0,771,-2188
2024/2/9 21:00,11144,4142,7873,186,158,569,0,0,93,0,381,-2258
2024/2/9 22:00,10650,4143,7286,169,158,568,0,0,98,0,154,-1926
2024/2/9 23:00,10144,4147,6773,168,158,571,0,0,114,0,89,-1876
2024/2/10 0:00,9542,4141,6423,170,158,569,0,0,103,0,0,-2022
2024/2/10 1:00,9507,4145,6388,167,158,567,0,0,110,0,0,-2028
2024/2/10 2:00,9822,4145,6622,171,158,568,0,0,111,0,117,-2070
