,,,,,,,ëæózåı,ëæózåı,ïóóÕ,ïóóÕ,,
DATE_TIME,ÉGÉäÉAé˘óvÅkMWhÅl,å¥éqóÕÅkMWhÅl,âŒóÕÅkMWhÅl,êÖóÕÅkMWhÅl,ínîMÅkMWhÅl,ÉoÉCÉIÉ}ÉXÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,é¿ê—ÅkMWhÅl,ó}êßó ÅkMWhÅl,ógêÖìôÅkMWhÅl,òAånê¸ÅkMWhÅl
2024/2/10 3:00,10223,4144,6990,232,158,569,0,0,129,0,197,-2196
2024/2/10 4:00,10355,4144,6969,353,158,571,0,0,141,0,195,-2176
2024/2/10 5:00,10273,4144,6743,264,159,570,0,0,155,0,288,-2050
2024/2/10 6:00,10320,4143,6732,214,159,568,1,0,159,0,390,-2046
2024/2/10 7:00,10620,4145,6526,196,159,571,186,0,141,0,722,-2026
2024/2/10 8:00,10619,4140,5225,192,159,565,1534,0,130,0,630,-1956
2024/2/10 9:00,10133,4146,3052,185,159,536,3608,0,149,0,0,-1702
2024/2/10 10:00,9774,4148,2443,161,159,475,5139,0,168,0,-559,-2360
2024/2/10 11:00,9769,4143,2416,165,158,478,6013,253,165,0,-1515,-2254
2024/2/10 12:00,9193,4150,2374,174,157,480,5707,874,180,0,-1797,-2232
2024/2/10 13:00,9038,4143,2343,166,159,477,5654,979,174,1,-1858,-2220
2024/2/10 14:00,8981,4148,2374,165,157,478,5261,918,169,1,-1659,-2112
2024/2/10 15:00,8964,4143,2525,166,158,490,4701,90,165,0,-1322,-2062
2024/2/10 16:00,9241,4145,3847,207,158,558,2530,0,159,0,-451,-1912
2024/2/10 17:00,10020,4139,5896,460,159,571,484,0,131,0,248,-2068
2024/2/10 18:00,10917,4142,6622,485,159,571,0,0,122,0,952,-2136
2024/2/10 19:00,11095,4144,6990,273,159,572,0,0,95,0,908,-2046
2024/2/10 20:00,10954,4147,7089,222,159,572,0,0,74,0,911,-2220
2024/2/10 21:00,10639,4145,6789,176,159,572,0,0,75,0,723,-2000
2024/2/10 22:00,10176,4144,6555,169,159,570,0,0,72,0,415,-1908
2024/2/10 23:00,9743,4146,6438,169,159,574,0,0,57,0,70,-1870
2024/2/11 0:00,9259,4146,5668,164,159,573,0,0,53,0,0,-1504
2024/2/11 1:00,9202,4146,5671,157,159,572,0,0,49,0,0,-1552
2024/2/11 2:00,9550,4143,6102,157,159,572,0,0,61,0,0,-1644
2024/2/11 3:00,9936,4145,6547,223,159,572,0,0,81,0,73,-1864
2024/2/11 4:00,10036,4147,6492,324,159,572,0,0,100,0,110,-1868
2024/2/11 5:00,9853,4149,5984,266,159,570,0,0,142,0,339,-1756
2024/2/11 6:00,9710,4147,5860,213,159,572,0,0,183,0,386,-1810
2024/2/11 7:00,9848,4144,5869,185,158,569,216,0,218,0,517,-2028
2024/2/11 8:00,9996,4152,4907,188,158,562,1426,0,208,0,451,-2056
2024/2/11 9:00,9689,4145,2850,262,159,498,3125,0,191,0,157,-1698
2024/2/11 10:00,9188,4149,2408,171,158,478,4732,0,215,0,-787,-2336
2024/2/11 11:00,9094,4146,2411,169,158,476,5652,479,208,1,-1846,-2280
2024/2/11 12:00,8850,4146,2381,164,158,478,5795,832,208,1,-2298,-2182
2024/2/11 13:00,8526,4146,2349,161,158,478,5389,945,200,2,-2253,-2102
2024/2/11 14:00,8481,4144,2449,158,158,478,5034,526,213,0,-2093,-2060
2024/2/11 15:00,8413,4145,2683,159,158,481,3735,0,203,0,-1135,-2016
2024/2/11 16:00,9074,4143,3727,219,159,535,1698,0,222,0,307,-1936
2024/2/11 17:00,10054,4143,6000,421,158,567,294,0,233,0,496,-2258
2024/2/11 18:00,10819,4142,6751,458,158,571,0,0,264,0,887,-2412
2024/2/11 19:00,10779,4145,6631,365,158,574,0,0,288,0,934,-2316
2024/2/11 20:00,10511,4145,6470,217,158,574,0,0,289,0,944,-2286
2024/2/11 21:00,10076,4146,6215,191,158,573,0,0,295,0,774,-2276
2024/2/11 22:00,9559,4145,5936,179,158,573,0,0,265,0,459,-2156
2024/2/11 23:00,9074,4148,5574,170,158,574,0,0,262,0,294,-2106
2024/2/12 0:00,8684,4149,4867,170,158,573,0,0,241,0,0,-1474
2024/2/12 1:00,8534,4146,4777,168,158,572,0,0,239,0,0,-1526
2024/2/12 2:00,8995,4146,5690,172,158,573,0,0,220,0,0,-1964
2024/2/12 3:00,9521,4148,6272,217,158,572,0,0,196,0,0,-2042
2024/2/12 4:00,9813,4147,6149,249,158,570,0,0,186,0,0,-1646
2024/2/12 5:00,9851,4144,6170,236,158,572,0,0,145,0,168,-1742
2024/2/12 6:00,10000,4149,5855,261,158,572,0,0,120,0,549,-1664
2024/2/12 7:00,10432,4150,5724,244,158,568,279,0,116,0,957,-1764
2024/2/12 8:00,10324,4147,4744,205,158,558,2085,0,94,0,357,-2024
2024/2/12 9:00,9996,4148,3040,192,158,493,4641,1,49,0,-423,-2302
2024/2/12 10:00,9647,4146,2517,178,158,470,6551,293,17,0,-2094,-2296
2024/2/12 11:00,9448,4149,2482,170,158,471,6721,1297,7,0,-2404,-2306
2024/2/12 12:00,9018,4148,2443,168,158,474,6325,1979,5,0,-2427,-2276
2024/2/12 13:00,8917,4142,2553,176,158,474,5790,2324,5,0,-2223,-2158
2024/2/12 14:00,8811,4148,2605,166,158,475,5157,2061,2,0,-1906,-1994
2024/2/12 15:00,8699,4142,2638,172,158,490,4836,337,0,0,-1625,-2112
2024/2/12 16:00,9037,4144,3766,199,157,556,2824,0,1,0,-602,-2008
2024/2/12 17:00,9992,4141,5920,433,157,569,577,0,1,0,432,-2238
2024/2/12 18:00,11020,4141,6739,567,158,572,1,0,1,0,1075,-2234
2024/2/12 19:00,11158,4144,6998,361,158,569,0,0,0,0,1076,-2148
2024/2/12 20:00,11075,4145,7011,243,158,570,0,0,0,0,1034,-2086
2024/2/12 21:00,10797,4144,6922,177,158,568,0,0,2,0,912,-2086
2024/2/12 22:00,10269,4148,6142,162,158,569,0,0,8,0,614,-1532
2024/2/12 23:00,9759,4147,5387,163,158,570,0,0,16,0,318,-1000
2024/2/13 0:00,9258,4145,5585,161,158,569,0,0,28,0,0,-1388
2024/2/13 1:00,9382,4149,5841,162,158,569,0,0,49,0,0,-1546
2024/2/13 2:00,9805,4145,6637,158,158,568,0,0,65,0,0,-1926
2024/2/13 3:00,10285,4143,7157,168,158,568,0,0,60,0,99,-2068
2024/2/13 4:00,10500,4147,7168,180,158,567,0,0,62,0,262,-2044
2024/2/13 5:00,10837,4145,7289,186,158,570,0,0,58,0,445,-2014
2024/2/13 6:00,11593,4145,7637,268,158,570,0,0,56,0,775,-2016
2024/2/13 7:00,12239,4149,7831,386,158,569,329,0,60,0,825,-2068
2024/2/13 8:00,12042,4147,6511,230,158,564,2192,0,58,0,512,-2330
2024/2/13 9:00,11483,4148,3803,187,157,564,4606,1,54,0,20,-2056
2024/2/13 10:00,10848,4148,2815,164,157,555,6568,1,47,0,-1204,-2402
2024/2/13 11:00,10536,4147,2700,162,156,493,7491,1,46,0,-1931,-2728
2024/2/13 12:00,10051,4147,2716,162,156,473,7209,298,47,0,-2219,-2640
2024/2/13 13:00,10021,4142,2771,164,155,465,6919,73,50,0,-2005,-2640
2024/2/13 14:00,9794,4146,2768,153,157,510,5814,1,47,0,-1295,-2506
2024/2/13 15:00,9611,4148,3211,152,156,524,3783,1,50,0,-565,-1848
2024/2/13 16:00,10013,4142,4369,186,156,525,1837,0,44,0,0,-1246
2024/2/13 17:00,10383,4142,6504,459,156,523,433,0,29,0,51,-1914
2024/2/13 18:00,11149,4138,7717,540,156,528,1,0,33,0,188,-2152
2024/2/13 19:00,11030,4143,7918,282,156,525,0,0,30,0,94,-2118
2024/2/13 20:00,10765,4149,7603,202,156,524,0,0,31,0,0,-1900
2024/2/13 21:00,10288,4146,7174,161,156,526,0,0,45,0,0,-1920
2024/2/13 22:00,9799,4145,6859,155,156,525,0,0,55,0,0,-2096
2024/2/13 23:00,9311,4148,6251,152,156,526,0,0,68,0,0,-1990
2024/2/14 0:00,8848,4147,5513,154,156,528,0,0,54,0,0,-1704
2024/2/14 1:00,8790,4149,5098,152,156,526,0,0,59,0,0,-1350
2024/2/14 2:00,9208,4146,5498,149,156,523,0,0,66,0,0,-1330
2024/2/14 3:00,9684,4146,6104,162,155,526,0,0,74,0,167,-1650
2024/2/14 4:00,9839,4144,5893,175,156,523,0,0,83,0,361,-1496
2024/2/14 5:00,10016,4147,6477,189,155,527,0,0,95,0,382,-1956
2024/2/14 6:00,10391,4146,7030,286,155,527,0,0,106,0,275,-2134
2024/2/14 7:00,10813,4150,6997,331,156,528,295,0,116,0,136,-1896
2024/2/14 8:00,10997,4145,6378,212,156,525,1573,0,108,0,174,-2274
2024/2/14 9:00,11120,4151,5038,178,156,519,2977,1,99,0,90,-2088
2024/2/14 10:00,10764,4152,3784,172,154,522,4130,1,101,0,-991,-1260
2024/2/14 11:00,10477,4150,3086,160,155,521,5221,2,95,0,-1483,-1428
2024/2/14 12:00,10007,4148,3150,153,154,523,4428,2,84,0,-989,-1644
2024/2/14 13:00,10364,4148,3610,159,153,519,2656,1,79,0,386,-1346
2024/2/14 14:00,10377,4146,4022,152,154,520,1401,1,75,0,1095,-1188
2024/2/14 15:00,10365,4147,4986,150,154,522,959,1,82,0,593,-1228
2024/2/14 16:00,10540,4145,6731,182,154,527,635,0,87,0,97,-2018
2024/2/14 17:00,10597,4143,7125,427,153,525,224,0,116,0,134,-2250
2024/2/14 18:00,10935,4141,7174,526,156,527,0,0,130,0,67,-1786
2024/2/14 19:00,10719,4144,6862,378,155,524,0,0,152,0,0,-1496
2024/2/14 20:00,10320,4146,6795,285,156,525,0,0,137,0,0,-1724
2024/2/14 21:00,9838,4151,6536,185,155,523,0,0,160,0,0,-1872
2024/2/14 22:00,9420,4147,6379,164,156,523,0,0,153,0,0,-2102
2024/2/14 23:00,8928,4147,5812,164,156,526,0,0,145,0,0,-2022
2024/2/15 0:00,8406,4147,5092,159,156,525,0,0,122,0,-97,-1698
2024/2/15 1:00,8294,4148,4609,154,156,524,0,0,106,0,-19,-1384
2024/2/15 2:00,8727,4146,5095,149,154,525,0,0,84,0,0,-1426
2024/2/15 3:00,9231,4151,5928,165,154,527,0,0,74,0,0,-1768
2024/2/15 4:00,9395,4141,6155,173,154,529,0,0,59,0,0,-1816
2024/2/15 5:00,9323,4150,5925,239,153,529,0,0,73,0,0,-1746
2024/2/15 6:00,9437,4142,6158,334,153,527,1,0,60,0,24,-1962
2024/2/15 7:00,9842,4145,6349,341,153,529,125,0,62,0,270,-2132
2024/2/15 8:00,10066,4146,6163,283,153,525,1085,0,60,0,99,-2448
2024/2/15 9:00,10222,4149,5269,187,153,523,2534,0,51,0,0,-2644
2024/2/15 10:00,10064,4148,4073,185,153,519,3361,0,42,0,73,-2490
2024/2/15 11:00,10118,4148,3917,163,152,465,3400,0,43,0,574,-2744
2024/2/15 12:00,9651,4148,3747,157,151,450,3769,0,45,0,-90,-2726
2024/2/15 13:00,9904,4147,3869,158,151,465,3987,0,60,0,-239,-2694
2024/2/15 14:00,9821,4148,3966,157,151,518,4076,0,92,0,-399,-2888
2024/2/15 15:00,9648,4143,5105,158,151,524,3242,0,102,0,-1047,-2730
2024/2/15 16:00,9704,4152,5671,224,152,526,1760,0,178,0,-277,-2682
2024/2/15 17:00,10029,4138,6800,467,151,525,324,0,210,0,114,-2700
2024/2/15 18:00,10326,4142,6894,496,153,526,2,0,271,0,336,-2494
2024/2/15 19:00,10101,4145,6637,435,153,526,0,0,287,0,404,-2486
2024/2/15 20:00,9869,4150,6428,349,153,525,0,0,266,0,176,-2178
2024/2/15 21:00,9409,4148,5955,240,155,526,0,0,232,0,107,-1954
2024/2/15 22:00,9088,4149,5664,173,156,524,0,0,265,0,53,-1896
2024/2/15 23:00,8761,4149,5494,171,156,527,0,0,302,0,0,-2038
2024/2/16 0:00,8333,4149,4928,162,156,527,0,0,291,0,0,-1880
2024/2/16 1:00,8264,4151,4645,162,157,522,0,0,237,0,0,-1610
2024/2/16 2:00,8729,4148,5540,158,157,525,0,0,225,0,0,-2024
2024/2/16 3:00,9255,4148,6032,163,158,527,0,0,215,0,144,-2132
2024/2/16 4:00,9581,4147,6067,157,158,525,0,0,206,0,249,-1928
2024/2/16 5:00,9685,4149,5659,202,158,527,0,0,194,0,366,-1570
2024/2/16 6:00,10034,4150,5608,312,158,527,0,0,180,0,517,-1418
2024/2/16 7:00,10574,4150,5887,426,159,529,201,0,168,0,774,-1720
2024/2/16 8:00,10969,4151,6056,270,159,530,1210,0,148,0,405,-1960
2024/2/16 9:00,10831,4154,4289,188,159,528,2903,0,144,0,80,-1614
2024/2/16 10:00,10407,4152,3570,181,158,504,4551,0,130,0,-261,-2578
2024/2/16 11:00,10274,4146,3029,185,158,465,5376,0,120,0,-425,-2780
2024/2/16 12:00,9998,4154,3046,154,158,473,5868,0,121,0,-1304,-2672
2024/2/16 13:00,10183,4150,3049,150,158,470,5851,0,127,0,-1120,-2652
2024/2/16 14:00,10144,4148,3022,150,157,505,5339,0,129,0,-1098,-2208
2024/2/16 15:00,10068,4149,3517,153,157,525,4184,0,128,0,-795,-1950
2024/2/16 16:00,10224,4149,5206,177,157,528,2365,0,128,0,-156,-2330
2024/2/16 17:00,10740,4147,7168,394,157,529,558,0,103,0,288,-2604
2024/2/16 18:00,11258,4144,7760,629,159,531,2,0,93,0,632,-2692
2024/2/16 19:00,11251,4143,7730,477,158,528,0,0,71,0,684,-2540
2024/2/16 20:00,10990,4151,7368,275,159,529,0,0,44,0,648,-2184
2024/2/16 21:00,10589,4150,6923,171,159,527,0,0,51,0,464,-1856
2024/2/16 22:00,10117,4148,6576,163,159,529,0,0,47,0,313,-1818
2024/2/16 23:00,9733,4149,5951,162,158,529,0,0,34,0,154,-1404
2024/2/17 0:00,9218,4153,5433,156,160,521,0,0,33,0,0,-1238
2024/2/17 1:00,9166,4149,5284,153,159,528,0,0,31,0,0,-1138
2024/2/17 2:00,9579,4150,5692,156,159,530,0,0,33,0,119,-1260
2024/2/17 3:00,10110,4147,6123,203,159,534,0,0,26,0,578,-1660
2024/2/17 4:00,10322,4147,6290,230,159,532,0,0,29,0,419,-1484
2024/2/17 5:00,10321,4149,6206,219,159,535,0,0,28,0,433,-1408
2024/2/17 6:00,10367,4151,6246,356,160,534,0,0,27,0,579,-1686
2024/2/17 7:00,10616,4148,6141,419,159,532,407,0,19,0,735,-1944
2024/2/17 8:00,10344,4148,4491,193,159,529,2447,0,10,0,331,-1964
2024/2/17 9:00,9706,4150,2868,173,158,481,5065,0,10,0,-929,-2270
2024/2/17 10:00,9641,4149,2491,178,157,463,6609,585,9,0,-2127,-2288
2024/2/17 11:00,9150,4148,2221,167,157,465,6715,1430,1,0,-2424,-2300
2024/2/17 12:00,8632,4148,2156,155,157,464,6356,2130,1,0,-2459,-2346
2024/2/17 13:00,8541,4148,2189,153,157,465,6034,2190,3,0,-2416,-2192
2024/2/17 14:00,8408,4147,2325,152,156,466,5463,1966,3,0,-2212,-2092
2024/2/17 15:00,8320,4149,2400,152,156,463,4967,541,2,0,-1967,-2002
2024/2/17 16:00,8404,4150,2876,179,156,507,3124,0,1,0,-517,-2072
2024/2/17 17:00,8992,4146,4663,405,157,531,720,0,0,0,510,-2140
2024/2/17 18:00,9750,4142,5531,641,157,533,3,0,0,0,1121,-2378
2024/2/17 19:00,9897,4144,5745,406,157,532,0,0,1,0,1188,-2276
2024/2/17 20:00,9709,4145,5662,226,157,536,0,0,2,0,1161,-2180
2024/2/17 21:00,9466,4149,5276,159,157,533,0,0,4,0,942,-1754
2024/2/17 22:00,9184,4147,4621,154,157,531,0,0,15,0,819,-1260
2024/2/17 23:00,8937,4149,3971,156,157,533,0,0,31,0,694,-754
2024/2/18 0:00,8488,4146,3921,158,157,532,0,0,54,0,166,-646
2024/2/18 1:00,8444,4150,4130,153,158,533,0,0,63,0,73,-816
2024/2/18 2:00,8858,4149,4772,160,158,535,0,0,70,0,344,-1330
2024/2/18 3:00,9359,4146,4765,198,158,537,0,0,78,0,823,-1346
2024/2/18 4:00,9536,4149,4635,233,158,534,0,0,85,0,1074,-1332
2024/2/18 5:00,9443,4148,4850,271,158,534,0,0,89,0,869,-1476
2024/2/18 6:00,9210,4151,5065,416,158,536,0,0,93,0,369,-1578
2024/2/18 7:00,9198,4149,4581,320,158,533,418,0,105,0,292,-1358
2024/2/18 8:00,8687,4153,2683,199,158,512,2289,0,98,0,61,-1466
2024/2/18 9:00,8449,4146,2307,178,157,457,4594,108,93,0,-1211,-2272
2024/2/18 10:00,8238,4153,2248,179,157,458,5541,1449,81,0,-2275,-2304
2024/2/18 11:00,7932,4153,2259,167,157,459,5023,2982,49,35,-2129,-2206
2024/2/18 12:00,7475,4148,2257,157,156,459,4734,3039,48,32,-2328,-2156
2024/2/18 13:00,7600,4151,2266,157,155,459,4554,2972,51,30,-2137,-2056
2024/2/18 14:00,7564,4149,2282,155,155,457,4430,2227,51,36,-2105,-2010
2024/2/18 15:00,7560,4152,2502,154,155,456,3542,650,64,19,-1509,-1956
2024/2/18 16:00,7882,4149,2640,176,155,506,2100,0,99,0,-705,-1238
2024/2/18 17:00,8470,4146,3751,277,154,529,397,0,148,0,-16,-916
2024/2/18 18:00,9112,4141,5108,487,153,530,1,0,185,0,183,-1676
2024/2/18 19:00,9151,4150,5173,579,154,532,0,0,222,0,333,-1992
2024/2/18 20:00,8963,4146,4812,305,154,531,0,0,270,0,513,-1768
2024/2/18 21:00,8566,4149,3528,193,154,534,0,0,291,0,453,-736
2024/2/18 22:00,8096,4149,3355,170,155,533,0,0,297,0,69,-632
2024/2/18 23:00,7765,4153,3125,173,153,533,0,0,324,0,0,-696
2024/2/19 0:00,7350,4148,3701,170,153,531,0,0,325,0,-66,-1612
2024/2/19 1:00,7432,4150,4193,170,153,526,0,0,313,0,-245,-1828
2024/2/19 2:00,7934,4151,4547,162,153,524,0,0,334,0,-19,-1918
2024/2/19 3:00,8450,4151,4947,345,152,527,0,0,358,0,0,-2030
2024/2/19 4:00,8690,4149,4915,370,152,524,0,0,360,0,0,-1780
2024/2/19 5:00,8523,4152,4986,236,151,523,0,0,339,0,0,-1864
2024/2/19 6:00,8732,4151,5189,290,151,524,0,0,327,0,0,-1900
2024/2/19 7:00,9146,4152,5415,243,151,523,116,0,324,0,0,-1778
2024/2/19 8:00,9737,4148,5846,220,151,518,776,0,326,0,0,-2248
2024/2/19 9:00,10450,4126,6281,211,151,520,943,0,312,0,0,-2094
2024/2/19 10:00,10504,4072,6224,196,151,528,655,0,274,0,0,-1596
2024/2/19 11:00,10570,4087,5844,171,151,535,677,0,297,0,0,-1192
2024/2/19 12:00,10177,4116,5296,167,150,548,869,0,289,0,0,-1258
2024/2/19 13:00,10247,4138,5335,190,150,554,1285,0,261,0,0,-1666
2024/2/19 14:00,10042,4150,5791,215,150,558,1634,0,214,0,0,-2670
2024/2/19 15:00,9862,4150,5755,234,150,556,1685,0,150,0,0,-2818
2024/2/19 16:00,9918,4144,6123,283,151,556,1376,0,107,0,-150,-2672
2024/2/19 17:00,9946,4148,6678,412,152,556,392,0,72,0,0,-2464
2024/2/19 18:00,10194,4143,6754,694,154,561,4,0,62,0,0,-2178
2024/2/19 19:00,9973,4153,6650,610,154,561,0,0,37,0,0,-2192
2024/2/19 20:00,9605,4147,6509,371,154,561,0,0,25,0,0,-2162
2024/2/19 21:00,9120,4146,5807,297,154,562,0,0,34,0,0,-1880
2024/2/19 22:00,8747,4145,5440,272,154,561,0,0,35,0,0,-1860
2024/2/19 23:00,8373,4148,5040,263,154,560,0,0,44,0,0,-1836
2024/2/20 0:00,7953,4144,4353,253,154,560,0,0,31,0,0,-1542
2024/2/20 1:00,7872,4147,4150,248,154,560,0,0,37,0,0,-1424
2024/2/20 2:00,8320,4148,4689,244,154,560,0,0,37,0,128,-1640
2024/2/20 3:00,8792,4148,5532,250,154,561,0,0,29,0,178,-2060
2024/2/20 4:00,8993,4144,5915,359,154,561,0,0,31,0,99,-2270
2024/2/20 5:00,8877,4144,5700,523,154,561,0,0,31,0,92,-2328
2024/2/20 6:00,8929,4145,5594,454,154,565,0,0,19,0,92,-2094
2024/2/20 7:00,9206,4145,5673,320,155,570,163,0,11,0,93,-1924
2024/2/20 8:00,9662,4147,5917,251,154,559,1048,0,7,0,29,-2450
2024/2/20 9:00,10065,4148,5441,236,154,559,2269,0,3,0,-87,-2658
2024/2/20 10:00,10132,4146,4545,237,154,558,3142,0,8,0,-298,-2360
2024/2/20 11:00,9972,4147,3643,230,153,558,3427,0,28,0,-232,-1982
2024/2/20 12:00,9516,4146,3215,210,154,566,3476,0,49,0,-510,-1790
2024/2/20 13:00,9852,4145,4018,219,153,565,3021,0,67,0,138,-2474
2024/2/20 14:00,9870,4145,4846,217,155,566,2316,0,75,0,224,-2674
2024/2/20 15:00,9926,4146,5548,223,158,570,1499,0,74,0,0,-2292
2024/2/20 16:00,10011,4147,5944,233,157,569,709,0,66,0,0,-1814
2024/2/20 17:00,10106,4143,6475,404,157,570,132,0,65,0,0,-1840
2024/2/20 18:00,10250,4142,6446,644,157,574,0,0,87,0,0,-1800
2024/2/20 19:00,10001,4148,6371,443,157,576,0,0,118,0,0,-1812
2024/2/20 20:00,9593,4142,6469,305,157,571,0,0,121,0,0,-2172
2024/2/20 21:00,9145,4145,6135,261,157,573,0,0,92,0,0,-2218
2024/2/20 22:00,8831,4149,5671,253,157,573,0,0,88,0,0,-2060
2024/2/20 23:00,8482,4147,5240,256,157,572,0,0,92,0,0,-1982
2024/2/21 0:00,8071,4148,4609,252,157,573,0,0,96,0,0,-1764
2024/2/21 1:00,7921,4146,4005,253,157,571,0,0,121,0,0,-1332
2024/2/21 2:00,8347,4148,4531,263,157,567,0,0,105,0,0,-1424
2024/2/21 3:00,8819,4153,5628,268,156,569,0,0,109,0,0,-2064
2024/2/21 4:00,9064,4150,5921,292,156,565,0,0,118,0,0,-2138
2024/2/21 5:00,8931,4148,5894,372,156,562,0,0,121,0,0,-2322
2024/2/21 6:00,8952,4152,5971,353,156,565,0,0,161,0,0,-2406
2024/2/21 7:00,9422,4150,6412,352,156,571,39,0,172,0,0,-2430
2024/2/21 8:00,10129,4147,6878,414,156,568,274,0,188,0,0,-2496
2024/2/21 9:00,10762,4149,7091,488,155,556,335,0,193,0,131,-2336
2024/2/21 10:00,10755,4151,6686,405,155,548,480,0,188,0,8,-1866
2024/2/21 11:00,10565,4146,6270,360,155,551,901,0,198,0,0,-2016
2024/2/21 12:00,10150,4147,6165,375,152,552,1203,0,202,0,0,-2646
2024/2/21 13:00,10621,4144,6816,405,152,548,800,0,213,0,165,-2622
2024/2/21 14:00,10700,4146,7014,391,152,548,489,0,225,0,157,-2422
2024/2/21 15:00,10455,4145,6711,406,152,552,728,0,229,0,0,-2468
2024/2/21 16:00,10500,4148,6919,419,152,555,676,0,217,0,0,-2586
2024/2/21 17:00,10485,4143,7218,461,152,555,159,0,217,0,0,-2420
2024/2/21 18:00,10621,4142,7255,609,152,558,0,0,213,0,0,-2308
2024/2/21 19:00,10372,4143,7093,583,152,553,0,0,220,0,0,-2372
2024/2/21 20:00,9988,4148,6759,502,152,553,0,0,210,0,0,-2336
2024/2/21 21:00,9503,4148,6121,404,152,549,0,0,181,0,0,-2052
2024/2/21 22:00,9076,4144,5385,425,152,551,0,0,165,0,0,-1746
2024/2/21 23:00,8591,4146,4414,447,153,554,0,0,173,0,0,-1296
2024/2/22 0:00,8058,4144,4132,458,152,553,0,0,191,0,0,-1572
2024/2/22 1:00,7960,4143,3758,471,154,550,0,0,164,0,0,-1280
2024/2/22 2:00,8313,4145,4351,470,154,553,0,0,174,0,0,-1534
2024/2/22 3:00,8851,4147,5102,469,153,554,0,0,208,0,0,-1782
2024/2/22 4:00,9141,4147,5560,522,152,555,0,0,221,0,0,-2016
2024/2/22 5:00,9171,4146,5565,588,154,554,0,0,224,0,0,-2060
2024/2/22 6:00,9258,4146,5859,558,156,554,0,0,225,0,0,-2240
2024/2/22 7:00,9670,4146,6352,481,157,556,62,0,214,0,0,-2298
2024/2/22 8:00,10451,4151,6815,557,158,556,443,0,202,0,29,-2460
2024/2/22 9:00,10956,4145,6888,550,158,551,1169,0,176,0,37,-2718
2024/2/22 10:00,10839,4145,6809,503,158,552,1427,0,163,0,0,-2918
2024/2/22 11:00,10879,4150,6482,475,161,552,1734,0,159,0,0,-2834
2024/2/22 12:00,10539,4144,5746,483,162,556,1950,0,140,0,0,-2642
2024/2/22 13:00,10889,4147,6340,484,158,551,1545,0,134,0,0,-2470
2024/2/22 14:00,10902,4145,6656,509,160,552,636,0,161,0,139,-2056
2024/2/22 15:00,10858,4143,6616,529,162,554,320,0,170,0,8,-1644
2024/2/22 16:00,11106,4149,7337,534,162,555,186,0,167,0,0,-1984
2024/2/22 17:00,11139,4142,7734,675,162,553,70,0,153,0,38,-2388
2024/2/22 18:00,11324,4143,7829,818,162,552,1,0,141,0,106,-2428
2024/2/22 19:00,11029,4142,7448,786,162,551,0,0,130,0,0,-2190
2024/2/22 20:00,10608,4149,6804,717,162,553,0,0,133,0,0,-1910
2024/2/22 21:00,10168,4144,6467,679,162,551,0,0,137,0,0,-1972
2024/2/22 22:00,9757,4148,5948,668,162,552,0,0,135,0,0,-1856
2024/2/22 23:00,9364,4146,5109,610,162,553,0,0,128,0,0,-1344
2024/2/23 0:00,8698,4150,4265,598,162,553,0,0,130,0,0,-1160
2024/2/23 1:00,8532,4144,4048,649,162,550,0,0,135,0,0,-1156
2024/2/23 2:00,8857,4148,4159,638,162,554,0,0,136,0,0,-940
2024/2/23 3:00,9346,4145,4751,639,162,554,0,0,135,0,0,-1040
2024/2/23 4:00,9587,4145,5107,654,162,555,0,0,144,0,0,-1180
2024/2/23 5:00,9555,4149,5038,650,162,554,0,0,154,0,0,-1152
2024/2/23 6:00,9296,4146,5402,671,162,555,0,0,144,0,0,-1784
2024/2/23 7:00,9649,4150,5633,628,162,556,23,0,145,0,0,-1648
2024/2/23 8:00,10333,4143,5969,510,162,555,228,0,146,0,0,-1380
2024/2/23 9:00,10690,4149,5095,460,161,552,724,0,160,0,-29,-582
2024/2/23 10:00,10439,4149,4912,447,158,553,1113,0,170,0,-93,-970
2024/2/23 11:00,10369,4148,5164,449,162,555,1601,0,205,0,277,-2192
2024/2/23 12:00,10162,4148,4926,432,162,557,1837,0,205,0,19,-2124
2024/2/23 13:00,10126,4148,4330,436,162,552,1879,0,198,0,153,-1732
2024/2/23 14:00,9996,4148,3801,443,162,550,2215,0,198,0,-531,-990
2024/2/23 15:00,9858,4147,3805,455,162,555,1781,0,186,0,-487,-746
2024/2/23 16:00,9921,4151,4405,451,162,559,1172,0,179,0,-218,-940
2024/2/23 17:00,10447,4139,6132,567,163,559,312,0,169,0,0,-1594
2024/2/23 18:00,10944,4145,6631,828,163,562,4,0,195,0,398,-1982
2024/2/23 19:00,10959,4144,6419,798,163,559,0,0,195,0,505,-1824
2024/2/23 20:00,10654,4146,6432,660,163,559,0,0,177,0,413,-1896
2024/2/23 21:00,10339,4148,6183,607,163,559,0,0,181,0,326,-1828
2024/2/23 22:00,9774,4147,5965,601,163,553,0,0,184,0,17,-1856
2024/2/23 23:00,9292,4147,5408,602,163,558,0,0,186,0,0,-1772
2024/2/24 0:00,8767,4149,5118,459,163,561,0,0,177,0,0,-1860
2024/2/24 1:00,8611,4144,4628,411,163,557,0,0,156,0,0,-1448
2024/2/24 2:00,8915,4148,5017,455,163,558,0,0,145,0,43,-1614
2024/2/24 3:00,9499,4145,5391,583,163,560,0,0,123,0,178,-1644
