単位[MW平均],,,供給力(確報),,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（ＬＮＧ）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
20240601,0:30,7474,2990,1218,2280,82,274,606,126,448,0,0,54,0,0,0,844,240,7474
20240601,1:00,7222,2992,920,2288,78,294,590,126,436,0,0,46,0,0,-8,784,244,7222
20240601,1:30,7056,2992,800,2324,78,276,572,126,446,0,0,40,0,0,-12,828,242,7056
20240601,2:00,7052,2988,846,2330,78,288,566,124,432,0,0,38,0,0,-10,868,240,7052
20240601,2:30,7114,2994,758,2286,78,272,562,126,450,0,0,48,0,178,-10,868,240,7114
20240601,3:00,7330,2992,712,2212,78,296,674,124,434,0,0,46,0,440,-6,912,240,7330
20240601,3:30,7610,2992,686,2160,80,272,804,126,454,0,0,56,0,604,0,864,240,7610
20240601,4:00,7904,2994,718,2160,78,290,872,126,430,0,0,56,0,816,0,876,240,7904
20240601,4:30,8120,2992,712,2118,80,276,882,126,454,0,0,50,0,1060,2,872,240,8120
20240601,5:00,8240,2992,686,1914,82,294,884,124,430,0,0,50,0,1322,-2,776,240,8240
20240601,5:30,8218,2992,910,1872,84,274,892,126,450,9,0,55,0,1334,4,1024,240,8218
20240601,6:00,7988,2990,658,1614,84,292,862,124,428,283,0,51,0,1170,0,808,240,7988
20240601,6:30,7968,2992,886,1324,82,286,756,126,434,1053,0,47,0,710,0,968,240,7968
20240601,7:00,7684,2994,608,1022,82,308,728,124,382,2001,0,41,0,242,-20,1068,240,7684
20240601,7:30,7732,2990,344,754,84,296,734,126,368,3153,0,41,0,-186,-8,1204,240,7732
20240601,8:00,8026,2992,276,696,84,324,740,124,344,4675,0,35,0,-800,-6,1696,238,8026
20240601,8:30,8250,2994,440,574,86,336,690,126,360,5272,273,26,0,-1166,-6,1720,238,8250
20240601,9:00,8212,2986,490,548,88,342,676,124,354,5436,720,12,0,-1330,6,1760,240,8212
20240601,9:30,8454,2992,540,548,88,314,610,124,364,5662,953,8,0,-1302,0,1732,238,8454
20240601,10:00,8554,2988,532,550,86,340,586,126,348,5894,1095,2,0,-1336,-4,1796,238,8554
20240601,10:30,8590,2992,360,550,84,318,558,124,364,6162,1421,4,0,-1332,0,1832,238,8590
20240601,11:00,8654,2990,372,550,82,332,550,124,352,6328,1572,4,0,-1376,-4,1888,238,8654
20240601,11:30,8706,2988,362,550,80,320,546,124,358,6660,1565,10,0,-1658,-26,1848,240,8706
20240601,12:00,8638,2992,376,548,86,332,540,124,350,6748,1809,14,0,-1832,-22,1856,238,8638
20240601,12:30,8552,2992,294,550,80,318,558,124,362,6776,1886,20,0,-1864,-16,1880,238,8552
20240601,13:00,8502,2986,344,552,80,336,536,124,348,6760,1886,28,0,-1882,-14,1936,240,8502
