単位[MW平均],,,供給力(確報),,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（ＬＮＧ）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
20260301,0:30,7752,3232,552,2792,76,420,164,164,832,0,0,188,0,118,0,976,190,7752
20260301,1:00,7548,3236,466,2492,72,430,172,160,826,0,0,150,0,118,0,764,190,7548
20260301,1:30,7540,3236,478,2614,74,416,168,164,828,0,0,130,0,118,0,876,190,7540
20260301,2:00,7592,3234,402,2730,70,428,166,162,826,0,0,118,0,116,0,852,192,7592
20260301,2:30,7808,3238,564,2828,72,414,162,164,834,0,0,124,0,142,0,924,190,7808
20260301,3:00,7990,3236,600,2904,74,434,160,162,820,0,0,120,0,252,0,964,192,7990
20260301,3:30,8330,3238,712,3048,76,410,160,164,840,0,0,130,0,568,0,1208,192,8330
20260301,4:00,8530,3230,694,3048,72,438,160,162,818,0,0,136,0,732,0,1152,192,8530
20260301,4:30,8708,3240,566,3058,78,414,160,164,832,0,0,156,0,980,0,1132,192,8708
20260301,5:00,8830,3236,400,3014,78,448,158,162,820,0,0,168,0,1116,0,960,190,8830
20260301,5:30,8854,3236,376,2904,82,438,182,164,832,0,0,164,0,1194,0,908,190,8854
20260301,6:00,8794,3234,370,2646,80,448,206,162,820,0,0,154,0,1142,0,660,192,8794
20260301,6:30,8670,3236,508,2462,84,454,352,164,826,0,0,150,0,1406,0,1164,192,8670
20260301,7:00,8432,3234,760,2278,84,454,378,162,804,0,0,160,0,1524,0,1596,190,8432
20260301,7:30,8242,3238,794,1886,88,392,306,164,814,150,0,168,0,1650,0,1600,192,8242
20260301,8:00,7890,3234,876,1480,84,388,266,162,786,656,0,122,0,994,0,1348,190,7890
20260301,8:30,7958,3242,492,1326,86,306,216,164,770,2166,0,84,39,196,0,1280,190,7958
20260301,9:00,7756,3234,462,1188,82,278,202,162,670,3522,0,90,38,-1062,0,1264,192,7756
20260301,9:30,8042,3238,678,986,80,248,166,164,610,4724,92,56,84,-1626,0,1472,190,8042
