単位[MW平均],,,供給力(確報),,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（ＬＮＧ）,火力（石炭）,火力（石油）,火力（その他）,火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
20260410,12:30,9548,4158,578,2372,80,774,0,468,154,664,0,1919,0,393,0,-1048,10,1180,206,9548
20260410,13:00,9238,4156,582,2282,80,784,0,488,154,662,0,1815,0,383,0,-1298,10,1064,204,9238
20260410,13:30,9566,4154,576,2586,82,864,0,460,154,662,0,1901,0,393,0,-1392,2,1080,204,9566
20260410,14:00,9336,4156,558,2586,84,816,0,448,154,658,0,2099,0,381,0,-1388,0,1424,208,9336
20260410,14:30,9394,4160,532,2682,82,758,0,452,154,662,0,2141,0,373,0,-1178,20,1652,208,9394
20260410,15:00,9238,4156,532,2694,84,770,0,442,154,658,0,2093,0,367,0,-1194,6,1732,208,9238
20260410,15:30,8938,4154,534,2544,84,626,0,438,154,658,0,2185,0,371,0,-1200,-14,1804,208,8938
20260410,16:00,9154,4160,540,2578,88,618,0,432,154,664,0,2239,0,371,0,-1072,-20,1808,210,9154
20260410,16:30,9198,4154,610,2690,90,632,0,478,156,668,0,1825,0,375,0,-780,-22,1888,210,9198
20260410,17:00,9114,4156,692,2672,96,650,0,482,152,658,0,1407,0,387,0,-492,-24,1940,218,9114
20260410,17:30,8968,4154,752,2692,96,638,0,534,154,666,0,975,0,363,0,-238,-20,2020,222,8968
20260410,18:00,9020,4158,798,2660,100,668,0,704,156,666,0,613,0,343,0,-56,-18,2016,244,9020
20260410,18:30,9030,4148,762,2678,100,738,0,826,154,670,0,215,0,325,0,138,12,1992,256,9030
20260410,19:00,9196,4146,750,2728,100,910,0,850,156,660,0,7,0,317,0,352,16,2052,256,9196
20260410,19:30,9286,4152,758,2728,104,896,0,860,156,664,0,18,0,308,0,444,22,2080,256,9286
20260410,20:00,9082,4146,766,2730,100,886,0,686,154,662,0,0,0,308,0,416,20,2044,252,9082
20260410,20:30,8952,4152,758,2730,102,870,0,550,156,668,0,0,0,306,0,466,-20,2032,246,8952
20260410,21:00,8768,4150,748,2724,96,868,0,456,156,660,0,0,0,330,0,408,-22,2036,230,8768
20260410,21:30,8614,4158,760,2606,96,844,0,414,156,668,0,0,0,348,0,334,-20,1976,226,8614
20260410,22:00,8392,4158,762,2584,88,838,0,402,156,662,0,0,0,332,0,144,6,1964,224,8392
20260410,22:30,8242,4154,746,2526,88,748,0,386,156,664,0,0,0,350,0,120,2,1924,226,8242
20260410,23:00,8100,4158,690,2348,84,696,0,362,158,666,0,0,0,360,0,184,4,1828,218,8100
20260410,23:30,8054,4156,574,2282,82,780,0,352,156,668,0,0,0,354,0,258,4,1828,216,8054
20260410,24:00:00,7766,4158,470,2274,76,678,0,314,158,668,0,0,0,356,0,236,0,1840,218,7766
20260411,0:30,7524,4154,374,1976,78,562,0,316,158,674,0,0,0,378,0,264,0,1628,218,7524
20260411,1:00,7332,4160,368,1826,74,538,0,314,156,664,0,0,0,402,0,222,4,1616,220,7332
20260411,1:30,7184,4156,360,1590,74,510,0,330,158,674,0,0,0,412,0,310,-8,1600,218,7184
20260411,2:00,7188,4160,348,1554,68,516,0,332,156,662,0,0,0,384,0,376,0,1588,220,7188
20260411,2:30,7338,4156,346,1558,72,524,0,394,158,674,0,0,0,378,0,494,6,1640,218,7338
20260411,3:00,7566,4154,354,1582,72,590,0,396,156,664,0,0,0,324,0,700,-2,1644,220,7566
20260411,3:30,7824,4156,354,1760,74,562,0,578,156,676,0,0,0,322,0,680,-4,1708,218,7824
20260411,4:00,8066,4158,360,1768,74,550,0,658,158,670,0,0,0,286,0,910,2,1760,232,8066
20260411,4:30,8284,4160,350,1698,78,536,0,790,158,676,0,0,0,262,0,1076,0,1732,232,8284
20260411,5:00,8268,4156,346,1612,76,546,0,820,156,664,0,0,0,246,0,1142,0,1720,224,8268
20260411,5:30,8308,4154,350,1600,80,540,0,768,158,680,0,0,0,208,0,1218,22,1700,230,8308
20260411,6:00,8000,4158,348,1496,76,568,0,758,158,662,0,0,0,196,0,1022,6,1668,220,8000
20260411,6:30,7742,4156,342,1396,82,548,0,724,158,666,0,99,0,173,0,816,-16,1628,226,7742
20260411,7:00,7400,4154,352,1394,78,466,0,564,156,654,0,575,0,131,0,226,-18,1552,220,7400
20260411,7:30,7324,4160,354,1282,80,314,0,428,160,646,0,1553,1,87,55,-452,-18,1488,218,7324
20260411,8:00,6998,4156,260,1022,78,312,0,412,156,582,0,2629,1,85,66,-1108,-12,1788,214,6998
20260411,8:30,7314,4158,232,820,76,282,0,408,158,532,155.5,3363,718,45,132,-1396,-12,1564,212,7314
20260411,9:00,7638,4160,168,756,74,286,0,394,156,512,138.4,4005,1494,39,119,-1556,-24,1544,212,7638
20260411,9:30,7850,4158,154,758,72,238,0,346,158,528,136.2,3815,3158,47,91,-1176,0,1460,212,7850
20260411,10:00,7900,4156,220,754,70,218,0,328,158,512,136.2,3741,4151,51,94,-1080,10,1448,210,7900
20260411,10:30,7830,4156,188,754,66,204,0,310,158,526,136.2,3767,4689,37,74,-1040,0,1508,212,7830
20260411,11:00,7854,4160,190,754,66,212,0,300,156,520,136.2,3671,5182,35,102,-1058,-4,1360,212,7854
20260411,11:30,7752,4158,142,754,66,200,0,296,160,532,136.2,3710,5325,38,88,-1160,-2,1352,210,7752
20260411,12:00,7832,4158,152,752,68,222,0,292,154,520,136.2,3958,5729,38,55,-1438,-2,1252,210,7832
20260411,12:30,7744,4156,126,756,66,196,0,302,158,536,136.2,3975,5718,31,55,-1468,8,1308,210,7744
20260411,13:00,7596,4160,122,754,66,236,0,292,156,514,136.2,3807,5420,31,79,-1450,4,1304,208,7596
20260411,13:30,7624,4156,152,754,66,198,0,298,158,536,136.2,3475,5058,43,89,-1190,-2,1228,208,7624
20260411,14:00,7526,4158,102,754,72,220,0,296,156,516,136.2,3415,4983,61,116,-1120,-8,1308,212,7526
20260411,14:30,7570,4158,234,822,70,184,0,324,158,538,136.2,3207,4603,67,105,-964,22,1460,210,7570
20260411,15:00,7570,4150,250,956,72,232,0,346,156,514,136.2,2861,4160,71,69,-750,4,1500,208,7570
20260411,15:30,7622,4158,246,1090,72,196,0,396,158,532,136.2,2955,2824,83,68,-786,10,1696,208,7622
20260411,16:00,7704,4160,228,1180,74,228,0,404,156,520,136.2,3199,1609,89,77,-1042,-2,1700,210,7704
20260411,16:30,7784,4156,270,1248,76,254,0,404,158,538,137.6,2972,721,86,79,-1070,-2,1516,210,7784
20260411,17:00,7612,4156,346,1338,80,296,0,390,156,560,0,2332,0,116,38,-856,-4,1512,214,7612
20260411,17:30,7686,4148,360,1570,88,262,0,440,158,650,0,1400,0,126,0,-302,-8,1424,218,7686
20260411,18:00,7872,4152,350,1820,88,270,0,722,156,668,0,720,0,102,0,326,-24,1700,222,7872
20260411,18:30,8080,4146,362,2372,94,262,0,840,158,676,0,210,0,104,0,408,-8,1792,248,8080
20260411,19:00,8304,4150,368,2422,96,264,0,868,156,676,0,0,0,90,0,750,18,1812,258,8304
20260411,19:30,8348,4158,360,2564,98,264,0,862,156,680,0,20,0,66,0,642,12,1792,258,8348
20260411,20:00,8240,4148,392,2516,94,268,0,704,158,674,0,0,0,56,0,664,16,1708,258,8240
20260411,20:30,8130,4158,360,2602,94,260,0,520,158,684,0,0,0,52,0,726,10,1748,254,8130
20260411,21:00,7976,4158,368,2556,92,280,0,440,156,668,0,0,0,58,0,718,6,1760,236,7976
20260411,21:30,7844,4158,340,2410,90,272,0,442,158,672,0,0,0,104,0,676,2,1716,236,7844
20260411,22:00,7670,4158,356,2326,84,284,0,436,156,680,0,0,0,102,0,522,6,1668,228,7670
20260411,22:30,7580,4156,344,2318,86,308,0,384,158,678,0,0,0,144,0,436,0,1664,232,7580
20260411,23:00,7396,4160,318,2220,80,318,0,334,158,670,0,0,0,180,0,400,8,1668,218,7396
20260411,23:30,7358,4154,326,2152,80,310,0,316,158,680,0,0,0,204,0,388,-4,1620,214,7358
20260411,24:00:00,7168,4158,364,1848,76,318,0,302,156,676,0,0,0,186,0,106,-20,1216,214,7168
20260412,0:30,6902,4160,348,1786,76,304,0,278,158,682,0,0,0,168,0,114,-20,1360,208,6902
20260412,1:00,6708,4156,438,1676,72,322,0,270,156,670,0,0,0,150,0,126,-20,1512,204,6708
20260412,1:30,6666,4158,452,1690,70,310,0,272,158,682,0,0,0,142,0,122,-22,1572,204,6666
20260412,2:00,6702,4160,466,1694,72,322,0,278,156,670,0,0,0,118,0,124,-16,1548,206,6702
20260412,2:30,6870,4156,428,1950,72,308,0,284,158,680,0,0,0,92,0,194,-8,1648,204,6870
20260412,3:00,7104,4156,430,1952,72,320,0,294,160,670,0,0,0,84,0,372,10,1620,204,7104
20260412,3:30,7400,4154,422,2086,72,304,0,446,160,682,0,0,0,70,0,390,10,1600,204,7400
20260412,4:00,7592,4158,438,2026,72,326,0,470,156,670,0,0,0,60,0,590,-4,1584,214,7592
20260412,4:30,7788,4154,446,1998,74,304,0,504,160,672,0,0,0,62,0,668,16,1484,214,7788
20260412,5:00,7830,4158,434,1776,70,324,0,544,156,652,0,0,0,60,0,910,22,1488,212,7830
20260412,5:30,7810,4156,434,1782,76,306,0,680,158,650,0,7,0,55,0,830,14,1552,214,7810
20260412,6:00,7598,4156,430,1766,76,320,0,698,158,632,0,1,0,37,0,806,2,1688,204,7598
20260412,6:30,7240,4154,434,1452,78,318,0,502,160,632,0,41,0,47,0,836,-20,1600,206,7240
20260412,7:00,6716,4156,366,1156,74,314,0,392,156,622,0,331,0,33,0,434,-24,1500,206,6716
20260412,7:30,6632,4160,276,996,76,306,0,362,160,556,0,1205,0,31,0,-132,-16,1552,204,6632
20260412,8:00,6578,4156,314,926,74,324,0,320,156,486,143.4,1851,221,27,0,-1114,-12,1132,202,6578
20260412,8:30,6532,4154,210,898,76,282,0,300,158,472,143.3,2583,566,17,0,-1432,-16,1368,198,6532
20260412,9:00,6722,4162,188,864,68,230,0,278,156,466,142.8,2675,1649,23,0,-1500,-22,1064,198,6722
20260412,9:30,6964,4152,124,844,70,194,0,264,158,478,142.8,3246,2164,20,0,-1490,2,1296,198,6964
20260412,10:00,7116,4158,164,868,66,220,0,252,156,460,142.8,3116,3379,8,0,-1340,14,1224,198,7116
20260412,10:30,6998,4158,152,846,64,210,0,280,158,474,142.8,3066,3555,4,0,-1396,16,1232,198,6998
20260412,11:00,7064,4156,166,844,68,222,0,284,156,464,142.8,3042,3769,4,0,-1314,22,1248,198,7064
20260412,11:30,7154,4156,258,774,68,202,0,284,158,478,142.8,2809,3700,9,0,-1054,18,1204,198,7154
20260412,12:00,7092,4156,194,754,70,232,0,286,156,460,142.8,2727,3207,9,0,-878,-12,1260,198,7092
20260412,12:30,7230,4160,232,752,70,210,0,280,156,476,142.8,2895,2866,11,0,-986,10,1232,196,7230
20260412,13:00,7236,4154,264,758,70,222,0,276,156,460,142.8,2757,2363,11,0,-910,4,1184,198,7236
20260412,13:30,7008,4158,194,754,74,202,0,256,158,474,142.8,2896,2212,18,0,-1108,0,1264,196,7008
20260412,14:00,7106,4156,240,764,72,216,0,256,156,460,142.8,2962,1767,16,0,-1252,-2,1136,198,7106
20260412,14:30,7126,4156,260,924,78,196,0,258,156,476,142.8,2598,858,28,0,-986,6,1220,196,7126
20260412,15:00,7040,4154,204,1068,80,222,0,252,158,460,142.8,2396,235,36,0,-838,-10,1340,198,7040
20260412,15:30,7074,4154,254,1226,78,198,0,254,156,474,142.8,2079,13,35,0,-764,2,1268,196,7074
20260412,16:00,7174,4158,218,1494,80,244,0,250,160,464,142.8,1703,0,33,0,-1108,-4,716,198,7174
20260412,16:30,7206,4156,276,1732,84,276,0,258,156,478,143.2,1222,0,32,0,-1588,-16,56,196,7206
20260412,17:00,7328,4150,344,1914,90,322,0,292,158,508,0,628,0,28,0,-1150,-2,156,202,7328
20260412,17:30,7518,4152,346,2250,92,310,0,510,156,592,0,291,0,17,0,-204,-18,1184,208,7518
20260412,18:00,7764,4148,398,2388,92,316,0,574,158,598,0,111,0,19,0,222,-16,1456,212,7764
20260412,18:30,8060,4150,408,2470,98,338,0,730,156,612,0,49,0,25,0,546,-22,1736,236,8060
20260412,19:00,8232,4148,372,2490,100,352,0,768,156,596,0,15,0,25,0,556,-14,1580,248,8232
20260412,19:30,8238,4152,358,2500,98,338,0,754,156,604,0,21,0,23,0,304,10,1328,248,8238
20260412,20:00,8102,4152,374,2486,98,350,0,668,158,586,0,0,0,34,0,274,0,1316,238,8102
20260412,20:30,7986,4154,396,2448,96,336,0,442,158,588,0,0,0,20,0,474,20,1380,234,7986
20260412,21:00,7894,4156,430,2412,92,348,0,410,158,582,0,0,0,18,0,470,8,1420,230,7894
20260412,21:30,7796,4152,416,2392,92,346,0,422,158,586,0,0,0,26,0,452,-2,1460,216,7796
20260412,22:00,7622,4160,328,2264,90,316,0,406,158,582,0,0,0,40,0,224,-4,1156,214,7622
20260412,22:30,7544,4156,400,2346,86,330,0,354,156,588,0,0,0,62,0,206,-6,1352,218,7544
20260412,23:00,7378,4150,336,2240,78,336,0,322,158,582,0,0,0,60,0,144,10,1248,210,7378
20260412,23:30,7276,4156,380,2042,80,398,0,308,158,584,0,0,0,66,0,132,10,1244,206,7276
20260412,24:00:00,7038,4160,342,1820,74,508,0,296,156,590,0,0,0,74,0,120,12,1320,206,7038
20260413,0:30,6880,4154,346,1852,76,592,0,284,158,584,0,0,0,92,0,130,-6,1588,206,6880
20260413,1:00,6702,4158,312,1630,70,606,0,290,156,572,0,0,0,106,0,40,-6,1436,204,6702
20260413,1:30,6666,4156,306,1560,72,590,0,292,158,564,0,0,0,128,0,0,-4,1360,204,6666
20260413,2:00,6724,4156,296,1596,70,620,0,290,156,558,0,0,0,116,0,0,-10,1328,204,6724
20260413,2:30,6876,4152,290,1890,70,588,0,314,158,548,0,0,0,98,0,110,-10,1536,204,6876
20260413,3:00,7144,4158,342,1942,72,560,0,342,156,538,0,0,0,110,0,42,-8,1316,206,7144
20260413,3:30,7456,4158,366,2284,72,636,0,474,158,542,0,0,0,124,0,82,-10,1636,206,7456
20260413,4:00,7684,4158,290,2474,72,696,0,526,156,538,0,0,0,130,0,126,2,1704,220,7684
20260413,4:30,7956,4156,346,2486,76,866,0,536,158,540,0,0,0,146,0,126,0,1704,224,7956
20260413,5:00,8108,4156,338,2558,76,872,0,562,156,534,0,0,0,138,0,140,4,1644,218,8108
20260413,5:30,8186,4156,344,2568,82,840,0,686,158,540,0,0,0,142,0,126,-8,1672,224,8186
20260413,6:00,8142,4154,290,2528,80,828,0,714,156,534,0,0,0,120,0,128,0,1600,210,8142
20260413,6:30,8152,4160,334,2506,84,854,0,502,156,538,0,7,0,115,0,160,-2,1480,218,8152
20260413,7:00,7984,4156,340,2468,90,674,0,404,158,530,0,85,0,125,0,142,-18,1380,210,7984
20260413,7:30,8020,4158,312,2396,90,638,0,326,158,536,0,328,0,138,0,136,-12,1392,208,8020
20260413,8:00,8186,4158,324,2318,90,714,0,310,156,526,0,618,0,132,0,-214,2,1156,208,8186
20260413,8:30,8466,4154,370,2532,94,866,0,296,156,532,0,956,0,144,0,-300,2,1540,204,8466
20260413,9:00,8868,4156,364,2612,94,806,0,300,160,526,0,1074,0,132,0,-244,24,1340,204,8868
20260413,9:30,9004,4154,320,2336,94,526,0,266,158,530,0,1313,0,141,0,-316,-12,708,202,9004
20260413,10:00,9106,4160,412,2176,92,474,0,264,154,514,0,1597,0,129,0,-266,10,812,202,9106
20260413,10:30,9006,4156,338,1840,92,204,0,266,156,468,0,2153,0,123,0,-292,12,712,202,9006
20260413,11:00,9012,4154,360,1850,90,220,0,262,154,396,142.8,2435,0,119,0,-540,10,700,202,9012
20260413,11:30,9078,4158,380,1890,86,194,0,260,156,404,142.8,2682,0,130,0,-534,12,940,200,9078
20260413,12:00,9010,4156,368,1818,84,218,0,260,154,398,142.8,2968,0,140,0,-774,-8,972,200,9010
20260413,12:30,8786,4160,390,1850,84,202,0,258,156,408,142.8,3300,0,154,0,-1460,-4,912,200,8786
20260413,13:00,8588,4154,374,1848,84,216,0,260,154,394,142.8,3426,0,154,0,-1524,12,1164,200,8588
20260413,13:30,8800,4156,388,1886,86,200,0,258,156,400,142.8,3399,0,147,0,-1146,2,1332,200,8800
20260413,14:00,9048,4156,390,1946,86,218,0,276,154,396,142.8,3177,0,131,0,-814,-4,1264,200,9048
20260413,14:30,8918,4154,394,2120,90,198,0,300,156,402,142.8,2585,0,129,0,-278,0,1532,200,8918
20260413,15:00,9008,4158,348,2090,94,256,0,300,154,396,142.8,2181,0,113,0,156,-14,1424,200,9008
20260413,15:30,8906,4160,354,1972,94,458,0,312,156,448,0,1825,0,101,0,182,-4,1352,200,8906
20260413,16:00,8908,4156,346,2288,92,784,0,344,154,502,0,1445,0,125,0,244,-22,1748,198,8908
20260413,16:30,9014,4158,342,2682,96,774,0,360,156,526,0,1202,0,158,0,130,-10,1760,200,9014
20260413,17:00,9056,4154,326,2732,98,820,0,370,154,526,0,936,0,150,0,170,-18,1564,202,9056
20260413,17:30,9002,4154,314,2688,98,780,0,408,156,536,0,610,0,154,0,154,-20,1240,210,9002
20260413,18:00,9040,4150,322,2734,102,876,0,558,154,530,0,240,0,148,0,394,-14,1380,226,9040
20260413,18:30,9204,4150,382,2744,104,868,0,742,156,538,0,84,0,146,0,506,16,1476,244,9204
20260413,19:00,9292,4152,376,2748,102,890,0,876,154,532,0,38,0,136,0,386,2,1348,248,9292
20260413,19:30,9238,4154,346,2742,106,856,0,878,156,534,0,50,0,134,0,252,24,1240,246,9238
20260413,20:00,9078,4150,390,2740,102,880,0,782,154,530,0,0,0,166,0,152,16,1228,244,9078
20260413,20:30,8914,4158,382,2650,102,872,0,590,156,538,0,0,0,130,0,222,18,1140,236,8914
20260413,21:00,8752,4160,376,2642,98,894,0,440,154,528,0,0,0,116,0,166,4,1044,218,8752
20260413,21:30,8620,4156,362,2640,96,882,0,378,156,530,0,0,0,128,0,124,6,1048,210,8620
20260413,22:00,8372,4156,332,2620,88,882,0,366,154,530,0,0,0,120,0,122,0,1208,210,8372
20260413,22:30,8318,4156,320,2540,88,852,0,320,156,532,0,0,0,124,0,126,2,1116,218,8318
20260413,23:00,8106,4158,292,2554,84,782,0,302,154,532,0,0,0,108,0,126,4,1196,206,8106
20260413,23:30,8092,4158,256,2534,82,856,0,284,156,536,0,0,0,98,0,182,-2,1252,204,8092
20260413,24:00:00,7804,4158,246,2444,76,884,0,272,154,530,0,0,0,82,0,6,-22,1232,206,7804
20260414,0:30,7644,4158,362,2312,76,602,0,244,156,538,0,0,0,90,0,0,-14,1084,204,7644
20260414,1:00,7412,4156,552,2264,76,682,0,244,154,528,0,0,0,92,0,-266,-8,1264,202,7412
20260414,1:30,7312,4158,548,2380,74,698,0,234,156,534,0,0,0,100,0,-280,-20,1472,202,7312
20260414,2:00,7320,4158,558,2396,72,576,0,236,154,520,0,0,0,76,0,-286,-16,1328,204,7320
20260414,2:30,7420,4156,574,2418,74,612,0,240,156,534,0,0,0,72,0,-166,-2,1452,204,7420
20260414,3:00,7670,4162,608,2438,72,766,0,242,154,528,0,0,0,72,0,2,10,1588,204,7670
20260414,3:30,7902,4156,586,2526,74,844,0,258,156,534,0,0,0,78,0,0,0,1516,206,7902
20260414,4:00,8138,4156,638,2562,74,904,0,350,154,524,0,0,0,96,0,0,6,1540,214,8138
20260414,4:30,8322,4162,624,2606,76,878,0,548,156,536,0,0,0,98,0,0,18,1596,216,8322
20260414,5:00,8442,4158,596,2602,78,860,0,594,154,526,0,0,0,76,0,0,8,1428,218,8442
20260414,5:30,8526,4156,582,2618,80,860,0,732,118,532,0,0,0,114,0,154,10,1648,218,8526
20260414,6:00,8408,4156,560,2610,78,712,0,744,82,532,0,0,0,148,0,180,20,1620,206,8408
20260414,6:30,8330,4158,606,2584,82,786,0,624,82,534,0,13,0,171,0,186,2,1700,202,8330
20260414,7:00,8226,4152,608,2574,88,732,0,578,84,532,0,57,0,149,0,184,-24,1692,204,8226
20260414,7:30,8314,4160,658,2588,88,740,0,390,116,534,0,167,0,123,0,188,-20,1620,202,8314
20260414,8:00,8426,4160,688,2584,86,664,0,308,126,528,0,319,0,153,0,182,-14,1560,202,8426
20260414,8:30,8786,4154,676,2596,90,678,0,288,138,532,0,551,0,139,0,192,-24,1424,200,8786
20260414,9:00,9094,4156,730,2578,96,646,0,284,136,526,0,795,0,125,0,18,-26,1168,198,9094
20260414,9:30,9362,4158,740,2292,98,526,0,250,136,532,0,1001,0,123,0,-94,-8,588,196,9362
20260414,10:00,9534,4114,652,2414,100,514,0,244,138,528,0,921,0,137,0,-274,6,156,196,9534
20260414,10:30,9572,4070,572,2340,98,634,0,246,142,532,0,845,0,129,0,-296,18,-40,202,9572
20260414,11:00,9574,4062,528,2398,96,744,0,240,140,528,0,893,0,111,0,-332,-4,28,198,9574
20260414,11:30,9666,4082,490,2396,98,686,0,244,146,534,0,982,0,116,0,-290,14,28,196,9666
20260414,12:00,9588,4088,492,2362,100,620,0,238,150,528,0,968,0,112,0,-314,-8,-56,196,9588
20260414,12:30,9276,4114,482,2244,98,504,0,252,156,532,0,1004,0,118,0,-446,-2,-24,196,9276
20260414,13:00,9062,4126,482,2384,92,738,0,254,154,530,0,1096,0,118,0,-936,-2,172,198,9062
20260414,13:30,9384,4140,556,2412,98,776,0,262,156,530,0,1042,0,116,0,-446,14,468,196,9384
20260414,14:00,9560,4158,552,2416,96,632,0,274,154,532,0,980,0,122,0,-282,-4,268,198,9560
20260414,14:30,9534,4156,608,2654,98,726,0,262,156,532,0,825,0,131,0,-304,-6,500,196,9534
20260414,15:00,9572,4160,586,2704,98,634,0,258,152,526,0,589,0,113,0,-306,24,160,194,9572
20260414,15:30,9428,4158,690,2622,102,556,0,292,156,534,0,519,0,129,0,-314,-14,196,194,9428
20260414,16:00,9434,4154,844,2712,102,768,0,296,154,526,0,453,0,159,0,78,-12,996,196,9434
20260414,16:30,9458,4162,844,2736,104,784,0,420,156,530,0,409,0,129,0,358,-16,1364,206,9458
20260414,17:00,9466,4154,834,2748,104,818,0,442,152,526,0,283,0,115,0,634,2,1552,206,9466
20260414,17:30,9484,4152,720,2746,106,830,0,456,156,530,0,159,0,129,0,810,-18,1496,204,9484
20260414,18:00,9560,4152,736,2750,102,838,0,584,152,532,0,39,0,127,0,840,-18,1496,222,9560
20260414,18:30,9734,4152,798,2756,108,850,0,604,156,536,0,50,0,122,0,1072,18,1728,240,9734
20260414,19:00,9668,4150,786,2750,108,876,0,726,152,532,0,32,0,122,0,648,10,1460,236,9668
20260414,19:30,9630,4158,832,2756,110,876,0,726,156,534,0,16,0,96,0,630,22,1520,238,9630
20260414,20:00,9398,4154,808,2752,106,898,0,744,156,524,0,0,0,116,0,540,6,1636,230,9398
20260414,20:30,9242,4154,800,2668,106,890,0,752,156,536,0,0,0,158,0,480,2,1696,236,9242
20260414,21:00,9052,4160,802,2662,100,912,0,686,154,528,0,0,0,158,0,328,4,1660,218,9052
20260414,21:30,8818,4156,788,2666,102,888,0,626,156,534,0,0,0,144,0,282,2,1732,206,8818
20260414,22:00,8654,4156,760,2664,94,906,0,452,154,526,0,0,0,138,0,420,0,1820,204,8654
20260414,22:30,8510,4154,790,2580,90,870,0,418,156,528,0,0,0,162,0,354,2,1804,210,8510
20260414,23:00,8312,4158,728,2544,88,860,0,418,154,534,0,0,0,166,0,316,-4,1852,202,8312
20260414,23:30,8226,4158,520,2534,84,842,0,404,156,532,0,0,0,182,0,354,-8,1732,200,8226
20260414,24:00:00,8024,4156,410,2516,78,870,0,392,154,530,0,0,0,186,0,218,-4,1684,202,8024
20260415,0:30,7786,4156,552,2426,80,796,0,374,156,532,0,0,0,182,0,128,-20,1788,212,7786
20260415,1:00,7502,4154,648,2372,74,620,0,382,156,526,0,0,0,144,0,0,-14,1776,216,7502
20260415,1:30,7488,4158,686,2366,76,732,0,386,156,536,0,0,0,138,0,-234,-2,1724,214,7488
20260415,2:00,7470,4154,744,2352,70,578,0,396,156,524,0,0,0,140,0,-316,-14,1528,214,7470
20260415,2:30,7652,4156,776,2406,74,594,0,412,156,532,0,0,0,124,0,-304,-8,1480,214,7652
20260415,3:00,7762,4160,790,2484,72,690,0,452,156,526,0,0,0,104,0,-44,-14,1828,214,7762
20260415,3:30,8058,4154,808,2536,76,672,0,570,156,534,0,0,0,94,0,106,12,1872,212,8058
20260415,4:00,8246,4158,820,2562,74,820,0,576,156,524,0,0,0,78,0,130,22,1892,218,8246
20260415,4:30,8452,4158,874,2600,80,836,0,652,154,534,0,0,0,84,0,146,22,1908,220,8452
20260415,5:00,8592,4152,848,2610,78,866,0,680,156,524,0,0,0,80,0,250,14,1888,222,8592
20260415,5:30,8642,4160,880,2616,82,852,0,704,156,534,0,0,0,94,0,244,4,1900,216,8642
20260415,6:00,8508,4158,830,2600,80,824,0,710,154,530,0,0,0,86,0,160,-4,1832,212,8508
20260415,6:30,8438,4156,842,2606,86,810,0,624,156,532,0,6,0,80,0,136,-6,1800,210,8438
20260415,7:00,8354,4158,806,2576,84,798,0,498,154,536,0,30,0,70,0,134,-24,1676,210,8354
20260415,7:30,8400,4160,782,2588,90,802,0,456,156,532,0,146,0,70,0,140,-14,1716,208,8400
20260415,8:00,8522,4160,636,2546,92,764,0,436,154,522,0,248,0,72,0,132,-8,1448,216,8522
20260415,8:30,8830,4158,634,2468,92,652,0,408,156,528,0,470,1,72,0,140,-12,1152,216,8830
20260415,9:00,9288,4158,708,2538,102,724,0,404,154,520,0,748,1,64,0,2,-6,1036,208,9288
20260415,9:30,9426,4156,594,2692,98,550,0,370,156,530,0,940,2,94,0,-200,12,768,202,9426
20260415,10:00,9404,4154,570,2620,98,488,0,328,154,520,0,1220,2,114,0,-292,14,784,200,9404
20260415,10:30,9466,4156,480,2494,98,648,0,324,156,518,0,1574,1,108,0,-274,4,1020,200,9466
20260415,11:00,9388,4162,484,2150,94,746,0,320,154,468,0,1914,1,138,0,-82,-14,1344,198,9388
20260415,11:30,9604,4152,460,2126,96,680,0,312,156,434,109.6,2399,1,157,0,-190,-8,1368,198,9604
20260415,12:00,9642,4154,438,2122,88,560,0,300,154,426,109.6,2811,1,209,0,-614,-14,1192,200,9642
20260415,12:30,9276,4160,436,2064,92,472,0,300,156,432,109.6,3205,1,265,0,-1044,-24,1436,198,9276
20260415,13:00,9114,4152,442,1942,84,444,0,304,154,428,109.6,3439,1,259,0,-1160,14,1588,200,9114
20260415,13:30,9498,4158,440,1986,82,420,0,314,154,430,109.6,3907,2,237,0,-1200,18,1648,200,9498
20260415,14:00,9430,4154,450,1894,84,428,0,326,156,430,109.6,3779,2,259,0,-1134,10,1604,198,9430
20260415,14:30,9506,4156,430,1978,84,468,0,328,154,448,109.6,3841,2,283,0,-1136,6,1732,198,9506
20260415,15:00,9480,4154,438,2068,80,524,0,324,156,468,0,3695,2,231,0,-1096,0,1760,198,9480
20260415,15:30,9262,4158,414,2156,86,560,0,360,156,526,0,3281,0,213,0,-1066,-4,1776,198,9262
20260415,16:00,9328,4160,418,2358,88,806,0,354,154,540,0,2857,0,233,0,-1018,-24,1796,198,9328
20260415,16:30,9352,4146,578,2742,88,850,0,364,156,554,0,2253,0,277,0,-954,-22,1880,200,9352
20260415,17:00,9352,4150,734,2734,90,630,0,374,154,554,0,1659,0,243,0,-326,-26,1828,210,9352
20260415,17:30,9286,4148,752,2734,92,706,0,410,156,562,0,1135,0,211,0,134,-12,1952,210,9286
20260415,18:00,9226,4150,774,2744,94,870,0,538,154,564,0,619,0,223,0,322,-20,2036,230,9226
