単位[MW平均],,,供給力(確報),,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力（ＬＮＧ）,火力（石炭）,火力（石油）,火力（その他）,水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
20250501,0:30,6932,2994,988,1218,74,426,222,162,660,0,0,164,0,242,-40,384,206,6932
20250501,1:00,6748,2992,1040,912,70,452,208,158,652,0,0,164,0,240,-38,308,206,6748
20250501,1:30,6644,2990,980,1040,72,424,208,162,664,0,0,168,0,244,-38,476,206,6644
20250501,2:00,6694,2994,1022,1118,70,454,212,158,646,0,0,170,0,238,-36,560,208,6694
20250501,2:30,6850,2990,988,1250,70,436,214,162,660,0,0,180,0,242,-36,512,206,6850
20250501,3:00,7114,2994,1232,1302,70,472,214,158,648,0,0,182,0,264,-18,612,208,7114
20250501,3:30,7422,2998,1398,1316,72,446,256,160,664,0,0,164,0,442,30,732,208,7422
20250501,4:00,7670,2990,1310,1312,72,470,310,158,650,0,0,164,0,676,30,680,208,7670
20250501,4:30,7844,2994,1250,1316,76,442,568,160,662,0,0,184,0,666,42,728,212,7844
20250501,5:00,7932,2988,1196,1316,74,472,586,158,644,0,0,178,0,818,30,736,208,7932
20250501,5:30,7978,2994,1108,1316,78,452,568,160,658,19,0,171,0,832,30,616,208,7978
20250501,6:00,7814,2992,1038,1282,78,464,406,158,652,31,0,181,0,688,10,376,210,7814
20250501,6:30,7580,2990,906,890,82,444,358,160,656,237,0,177,0,786,-34,280,208,7580
20250501,7:00,7300,2992,564,810,80,430,280,158,656,577,0,163,0,560,-36,144,210,7300
20250501,7:30,7286,2992,562,774,84,398,254,160,660,1109,0,159,0,502,-32,544,208,7286
20250501,8:00,7324,2992,460,692,86,414,214,158,646,1625,0,165,0,138,-28,448,210,7324
20250501,8:30,7498,2992,446,748,86,384,202,160,654,2201,0,173,0,-120,-34,600,206,7498
20250501,9:00,7698,2990,356,646,88,370,194,158,628,2819,0,177,0,-518,-34,380,204,7698
20250501,9:30,7844,2996,340,646,88,334,200,160,596,3468,1,178,0,-628,-10,728,204,7844
20250501,10:00,7870,2990,328,610,86,348,180,158,526,3862,1,178,0,-946,28,680,202,7870
20250501,10:30,7874,2992,318,470,86,316,194,160,538,4306,1,198,0,-1400,40,548,204,7874
20250501,11:00,7988,2994,318,442,86,338,200,158,526,4712,1,206,0,-1594,34,636,204,7988
20250501,11:30,8128,2988,526,348,86,324,202,158,536,4780,1,198,0,-1524,30,728,204,8128
20250501,12:00,8088,2992,388,294,82,332,200,160,530,4756,1,210,0,-1540,8,528,204,8088
20250501,12:30,8006,2994,370,294,80,322,196,158,540,4843,189,199,0,-1598,4,600,204,8006
20250501,13:00,7902,2990,462,312,82,338,190,158,526,4399,250,207,0,-1478,2,488,202,7902
20250501,13:30,8342,2992,602,430,86,322,194,158,536,4069,142,213,0,-904,10,568,202,8342
20250501,14:00,8324,2990,516,612,86,342,200,158,522,3413,1,211,0,-566,8,372,204,8324
20250501,14:30,8378,2994,410,690,90,324,198,160,536,2858,1,208,0,-292,-20,-20,202,8378
20250501,15:00,8404,2988,442,954,90,346,198,158,560,2464,1,214,0,-282,-32,-100,204,8404
