単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/12/01,00:00,3404,0,338,1652,56,236,324,16,238,0,0,857,0,38,-5,-346,0,3404
2024/12/01,00:30,3346,0,216,1578,56,236,324,16,237,0,0,856,0,33,-13,-193,0,3346
2024/12/01,01:00,3390,0,193,1538,56,237,320,16,237,0,0,864,0,43,-5,-109,0,3390
2024/12/01,01:30,3426,0,208,1585,56,236,322,16,237,0,0,869,0,45,-5,-143,0,3426
2024/12/01,02:00,3470,0,239,1655,56,236,320,16,238,0,0,876,0,42,-5,-203,0,3470
2024/12/01,02:30,3512,0,234,1656,56,236,320,16,238,0,0,898,0,42,-5,-179,0,3512
2024/12/01,03:00,3584,0,282,1665,56,236,375,16,238,0,0,909,0,43,-5,-231,0,3584
2024/12/01,03:30,3600,0,255,1667,56,236,436,16,238,0,0,899,0,42,-5,-240,0,3600
2024/12/01,04:00,3652,0,277,1663,56,236,485,16,238,0,0,890,0,42,-5,-246,0,3652
2024/12/01,04:30,3618,0,267,1661,56,236,493,16,238,0,0,887,0,92,-5,-323,0,3618
2024/12/01,05:00,3598,0,277,1653,56,237,460,16,238,0,0,899,0,101,-5,-334,0,3598
2024/12/01,05:30,3520,0,320,1636,56,237,412,16,238,0,0,871,0,101,-5,-362,0,3520
2024/12/01,06:00,3488,0,526,1489,98,236,407,16,237,0,0,826,0,43,-4,-386,0,3488
2024/12/01,06:30,3342,0,549,1393,120,236,397,16,237,3,0,758,0,40,-5,-402,0,3342
2024/12/01,07:00,3285,0,445,1351,105,236,376,16,237,92,0,760,0,39,-6,-366,0,3285
2024/12/01,07:30,3307,0,319,1334,60,221,371,16,237,249,0,763,0,35,-6,-292,0,3307
2024/12/01,08:00,3348,0,233,1219,56,177,330,16,236,496,0,788,0,35,-5,-233,0,3348
2024/12/01,08:30,3366,0,232,1104,56,144,306,16,236,655,0,808,0,40,-4,-227,0,3366
2024/12/01,09:00,3385,0,264,923,56,136,284,16,236,798,0,829,0,4,-4,-157,0,3385
2024/12/01,09:30,3361,0,314,873,56,137,274,16,235,912,0,837,0,-110,-3,-180,0,3361
2024/12/01,10:00,3320,0,319,858,56,137,252,16,236,1007,0,885,0,-367,-4,-75,0,3320
2024/12/01,10:30,3320,0,231,776,56,137,243,16,236,1052,0,901,0,-548,1,219,0,3320
2024/12/01,11:00,3393,0,210,809,56,137,239,16,236,1055,0,819,0,-557,2,371,0,3393
2024/12/01,11:30,3397,0,206,868,56,136,238,16,236,1063,0,786,0,-556,3,345,0,3397
2024/12/01,12:00,3329,0,215,840,56,135,261,16,236,1056,0,793,0,-559,1,279,0,3329
2024/12/01,12:30,3243,0,199,822,56,135,262,16,236,974,0,788,0,-565,-4,324,0,3243
2024/12/01,13:00,3172,0,265,928,56,138,267,16,227,844,0,776,0,-566,-4,225,0,3172
2024/12/01,13:30,3126,0,294,1016,56,169,281,16,216,670,0,795,0,-479,-4,96,0,3126
2024/12/01,14:00,3109,0,292,1010,56,223,288,16,222,500,0,804,0,-331,-5,34,0,3109
2024/12/01,14:30,3153,0,390,1092,56,235,297,16,235,263,0,752,0,-131,-10,-42,0,3153
2024/12/01,15:00,3262,0,459,1271,60,236,386,16,236,95,0,672,0,18,-45,-142,0,3262
2024/12/01,15:30,3396,0,542,1536,132,236,412,15,236,7,0,571,0,30,-9,-312,0,3396
2024/12/01,16:00,3526,0,573,1608,188,236,513,16,236,0,0,531,0,27,-9,-393,0,3526
2024/12/01,16:30,3624,0,566,1647,115,236,554,16,236,1,0,527,0,21,-8,-287,0,3624
2024/12/01,17:00,3679,0,532,1652,109,233,557,16,236,0,0,526,0,21,-7,-196,0,3679
2024/12/01,17:30,3697,0,559,1655,111,236,559,15,237,0,0,529,0,24,-8,-220,0,3697
2024/12/01,18:00,3700,0,581,1655,152,237,571,15,237,0,0,508,0,21,-7,-270,0,3700
2024/12/01,18:30,3694,0,581,1656,142,237,585,16,236,0,0,508,0,23,-7,-283,0,3694
2024/12/01,19:00,3676,0,589,1654,136,236,568,16,237,0,0,436,0,23,-7,-212,0,3676
2024/12/01,19:30,3638,0,586,1653,202,236,556,15,237,0,0,404,0,20,-7,-264,0,3638
2024/12/01,20:00,3616,0,579,1659,235,236,532,16,237,0,0,358,0,40,-7,-269,0,3616
2024/12/01,20:30,3542,0,575,1654,132,236,474,16,238,0,0,343,0,65,-7,-184,0,3542
2024/12/01,21:00,3499,0,599,1655,221,237,450,16,238,0,0,312,0,22,-5,-246,0,3499
2024/12/01,21:30,3411,0,598,1653,200,237,439,16,238,0,0,271,0,20,-5,-256,0,3411
2024/12/01,22:00,3341,0,584,1652,273,235,425,16,237,0,0,240,0,21,-4,-338,0,3341
2024/12/01,22:30,3259,0,546,1641,248,233,405,16,237,0,0,198,0,20,-4,-281,0,3259
2024/12/01,23:00,3410,0,583,1654,249,235,389,16,238,0,0,232,0,20,-5,-201,0,3410
2024/12/01,23:30,3320,0,579,1657,125,236,320,16,237,0,0,274,0,21,-4,-141,0,3320
2024/12/02,00:00,3281,0,509,1672,120,236,323,16,237,0,0,287,0,17,-6,-130,0,3281
2024/12/02,00:30,3219,0,505,1684,106,236,320,16,238,0,0,261,0,21,-5,-163,0,3219
2024/12/02,01:00,3282,0,497,1694,105,236,314,16,238,0,0,273,0,22,-5,-108,0,3282
2024/12/02,01:30,3306,0,525,1719,109,237,312,15,238,0,0,226,0,22,-13,-84,0,3306
2024/12/02,02:00,3409,0,550,1743,142,236,313,16,237,0,0,205,0,24,-5,-52,0,3409
2024/12/02,02:30,3461,0,525,1760,109,237,314,16,237,0,0,193,0,21,-5,54,0,3461
2024/12/02,03:00,3535,0,498,1772,106,236,317,15,238,0,0,196,0,21,-7,143,0,3535
2024/12/02,03:30,3537,0,462,1772,104,236,383,16,238,0,0,202,0,17,-5,112,0,3537
2024/12/02,04:00,3607,0,457,1776,104,236,458,16,237,0,0,164,0,25,-5,139,0,3607
2024/12/02,04:30,3613,0,494,1778,106,236,484,16,238,0,0,175,0,21,-5,70,0,3613
2024/12/02,05:00,3657,0,531,1771,114,236,521,16,238,0,0,190,0,20,-5,25,0,3657
2024/12/02,05:30,3673,0,534,1768,126,237,527,16,238,0,0,187,0,54,-5,-9,0,3673
2024/12/02,06:00,3744,0,546,1775,132,236,564,16,237,0,0,229,0,85,-3,-73,0,3744
2024/12/02,06:30,3734,0,582,1783,164,236,533,15,237,3,0,193,0,83,-5,-90,0,3734
2024/12/02,07:00,3696,0,471,1785,111,237,512,16,237,115,0,190,0,95,-6,-67,0,3696
2024/12/02,07:30,3722,0,422,1785,110,236,510,16,237,337,0,222,0,21,-4,-170,0,3722
2024/12/02,08:00,3800,0,320,1776,111,236,468,16,237,683,0,236,0,21,-4,-300,0,3800
2024/12/02,08:30,3892,0,325,1731,76,235,358,16,236,928,0,251,0,23,-4,-283,0,3892
2024/12/02,09:00,3921,0,346,1699,59,235,299,16,236,1151,0,261,0,16,-6,-391,0,3921
2024/12/02,09:30,3853,0,229,1470,59,221,256,16,236,1308,0,262,0,26,-7,-223,0,3853
2024/12/02,10:00,3751,0,230,1234,59,195,242,16,235,1411,0,282,0,-93,-2,-58,0,3751
2024/12/02,10:30,3759,0,244,1293,60,188,239,16,235,1484,0,282,0,-223,-3,-56,0,3759
