単位[MW平均],,,供給力,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/12/01,00:00,3040,0,83,1733,372,239,0,419,1,289,0,0,0,224,0,15,-6,-329,0,3040
2025/12/01,00:30,3010,0,87,1701,353,238,0,452,1,288,0,0,0,213,0,44,-4,-363,0,3010
2025/12/01,01:00,3134,0,142,1804,355,239,0,497,1,288,0,0,0,199,0,18,-5,-404,0,3134
2025/12/01,01:30,3126,0,179,1686,349,239,0,523,1,289,0,0,0,163,0,21,-5,-319,0,3126
2025/12/01,02:00,3184,0,213,1712,300,239,0,534,1,288,0,0,0,147,0,30,-4,-276,0,3184
2025/12/01,02:30,3270,0,266,1832,256,239,0,552,1,289,0,0,0,178,0,13,-6,-350,0,3270
2025/12/01,03:00,3357,0,412,1884,254,238,0,574,1,288,0,0,0,181,0,0,-3,-472,0,3357
2025/12/01,03:30,3427,0,470,1872,254,238,0,567,1,289,0,0,0,207,0,0,-5,-466,0,3427
2025/12/01,04:00,3504,0,464,1878,254,238,0,559,1,289,0,0,0,213,0,0,-4,-388,0,3504
2025/12/01,04:30,3516,0,477,1875,254,238,0,554,1,288,0,0,0,232,0,0,-6,-397,0,3516
2025/12/01,05:00,3531,0,407,1875,254,223,0,539,1,289,0,0,0,267,0,32,-5,-351,0,3531
2025/12/01,05:30,3521,0,410,1874,254,193,0,539,1,288,0,0,0,345,0,60,-5,-438,0,3521
2025/12/01,06:00,3612,0,409,1879,254,185,0,557,1,289,0,0,0,425,0,60,-6,-441,0,3612
2025/12/01,06:30,3572,0,304,1837,254,189,0,545,1,288,0,2,0,511,0,95,-14,-440,0,3572
2025/12/01,07:00,3660,0,365,1830,218,196,0,458,1,289,0,84,0,528,0,24,-25,-308,0,3660
2025/12/01,07:30,3788,0,401,1868,134,186,0,387,1,288,0,221,0,620,0,20,-30,-308,0,3788
2025/12/01,08:00,3883,0,296,1808,70,184,0,361,1,288,0,392,0,689,0,26,-30,-202,0,3883
2025/12/01,08:30,3983,0,215,1654,15,184,0,352,1,288,0,525,0,747,0,29,-28,1,0,3983
2025/12/01,09:00,4149,0,238,1671,14,199,0,339,1,287,0,614,0,726,0,32,-1,29,0,4149
2025/12/01,09:30,4231,0,230,1648,14,211,0,332,1,287,0,710,0,735,0,25,-3,41,0,4231
2025/12/01,10:00,4215,0,225,1645,14,188,0,312,1,287,0,702,0,781,0,20,-6,46,0,4215
2025/12/01,10:30,3997,0,214,1462,14,183,0,300,1,287,0,703,0,761,0,-25,-6,103,0,3997
2025/12/01,11:00,3826,0,211,1304,14,183,0,290,1,286,0,792,0,716,0,-209,-4,242,0,3826
2025/12/01,11:30,3786,0,243,1153,13,186,0,292,1,286,0,884,0,734,0,-213,-3,210,0,3786
2025/12/01,12:00,3770,0,234,1232,15,198,0,290,1,289,0,911,0,702,0,-211,-5,114,0,3770
2025/12/01,12:30,3660,0,217,1210,38,193,0,293,1,289,0,853,0,682,0,-216,-5,105,0,3660
2025/12/01,13:00,3697,0,212,1259,59,192,0,321,1,283,0,776,0,706,0,-213,-3,104,0,3697
2025/12/01,13:30,3723,0,245,1413,62,185,0,332,1,273,0,658,0,822,0,-215,-4,-49,0,3723
2025/12/01,14:00,3705,0,315,1526,103,183,0,367,1,281,0,511,0,844,0,-212,-3,-211,0,3705
2025/12/01,14:30,3683,0,322,1442,143,188,0,393,1,294,0,284,0,880,0,-90,-4,-170,0,3683
2025/12/01,15:00,3739,0,218,1576,194,217,0,421,1,289,0,91,0,910,0,0,-4,-174,0,3739
2025/12/01,15:30,3889,0,343,1714,268,235,0,444,1,289,0,9,0,883,0,0,-3,-294,0,3889
2025/12/01,16:00,3982,0,235,1725,343,240,0,521,1,291,0,0,0,869,0,100,66,-409,0,3982
2025/12/01,16:30,4030,0,248,1773,353,241,0,537,1,294,0,0,0,876,0,114,77,-484,0,4030
2025/12/01,17:00,4024,0,388,1900,355,241,0,603,1,294,0,0,0,854,0,0,-3,-609,0,4024
2025/12/01,17:30,3998,0,368,1892,352,241,0,633,1,289,0,0,0,858,0,0,58,-694,0,3998
2025/12/01,18:00,3943,0,293,1882,352,241,0,647,1,288,0,0,0,844,0,0,76,-681,0,3943
2025/12/01,18:30,3907,0,361,1886,353,241,0,618,1,287,0,0,0,839,0,0,30,-709,0,3907
2025/12/01,19:00,3864,0,344,1898,351,241,0,574,1,287,0,0,0,875,0,0,-5,-702,0,3864
2025/12/01,19:30,3796,0,311,1867,351,238,0,571,1,287,0,0,0,874,0,0,-5,-699,0,3796
2025/12/01,20:00,3740,0,275,1883,351,238,0,558,1,288,0,0,0,828,0,0,-5,-677,0,3740
2025/12/01,20:30,3646,0,258,1878,352,238,0,505,1,287,0,0,0,813,0,0,-5,-681,0,3646
2025/12/01,21:00,3593,0,271,1877,351,238,0,479,1,288,0,0,0,763,0,0,-6,-669,0,3593
2025/12/01,21:30,3483,0,224,1821,351,238,0,471,1,287,0,0,0,769,0,0,-6,-673,0,3483
2025/12/01,22:00,3392,0,200,1764,348,238,0,426,1,287,0,0,0,776,0,0,-5,-643,0,3392
2025/12/01,22:30,3342,0,235,1703,349,238,0,431,1,288,0,0,0,763,0,0,-6,-660,0,3342
2025/12/01,23:00,3466,0,274,1809,349,238,0,430,1,288,0,0,0,749,0,0,-15,-657,0,3466
2025/12/01,23:30,3384,0,237,1825,314,238,0,425,1,287,0,0,0,744,0,0,-22,-665,0,3384
2025/12/02,00:00,3368,0,245,1770,300,238,0,426,1,287,0,0,0,729,0,0,6,-634,0,3368
2025/12/02,00:30,3278,0,246,1686,300,239,0,421,1,287,0,0,0,716,0,0,5,-623,0,3278
2025/12/02,01:00,3346,0,291,1759,300,238,0,403,1,288,0,0,0,701,0,0,6,-641,0,3346
2025/12/02,01:30,3380,0,278,1810,300,237,0,396,1,287,0,0,0,678,0,0,5,-612,0,3380
2025/12/02,02:00,3441,0,317,1889,300,239,0,387,1,288,0,0,0,632,0,0,4,-616,0,3441
2025/12/02,02:30,3501,0,357,1876,300,238,0,371,1,288,0,0,0,586,0,0,5,-521,0,3501
2025/12/02,03:00,3598,0,514,1887,349,238,0,381,1,288,0,0,0,524,0,0,-6,-578,0,3598
2025/12/02,03:30,3656,0,566,1878,439,238,0,399,1,288,0,0,0,494,0,0,-5,-642,0,3656
2025/12/02,04:00,3713,0,551,1883,371,238,0,399,1,288,0,0,0,466,0,0,-5,-479,0,3713
2025/12/02,04:30,3739,0,575,1869,395,238,0,403,1,288,0,0,0,443,0,0,-7,-466,0,3739
2025/12/02,05:00,3765,0,572,1836,368,222,0,470,1,288,0,0,0,424,0,0,-6,-410,0,3765
2025/12/02,05:30,3745,0,585,1773,401,193,0,492,1,287,0,0,0,423,0,0,-7,-403,0,3745
2025/12/02,06:00,3803,0,538,1731,386,184,0,534,1,287,0,0,0,392,0,0,-3,-247,0,3803
2025/12/02,06:30,3763,0,557,1720,376,185,0,524,1,286,0,3,0,329,0,0,-5,-213,0,3763
2025/12/02,07:00,3759,0,545,1735,350,185,0,453,1,287,0,115,0,296,0,0,-28,-180,0,3759
2025/12/02,07:30,3751,0,431,1723,243,184,0,414,1,287,0,342,0,298,0,0,-29,-143,0,3751
2025/12/02,08:00,3910,0,451,1753,161,182,0,353,1,287,0,660,0,321,0,0,-28,-231,0,3910
2025/12/02,08:30,3966,0,400,1735,114,177,0,348,1,286,0,966,0,313,0,0,-5,-369,0,3966
2025/12/02,09:00,3973,0,391,1726,113,188,0,347,1,287,0,1122,0,302,0,0,-4,-500,0,3973
2025/12/02,09:30,4001,0,360,1729,113,219,0,345,1,287,0,1256,0,315,0,0,-4,-620,0,4001
2025/12/02,10:00,4001,0,251,1741,90,227,0,316,1,284,0,1313,0,358,0,0,-4,-576,0,4001
2025/12/02,10:30,3997,0,274,1726,60,227,0,314,1,283,0,1285,0,359,0,0,-5,-527,0,3997
2025/12/02,11:00,4060,0,345,1737,60,226,0,310,1,285,0,1265,0,331,0,0,-5,-495,0,4060
2025/12/02,11:30,4114,0,499,1729,77,227,0,313,1,284,0,1108,0,312,0,11,-2,-445,0,4114
2025/12/02,12:00,4088,0,511,1767,114,227,0,313,1,283,0,918,0,340,0,11,-4,-393,0,4088
2025/12/02,12:30,4042,0,442,1751,119,227,0,316,1,283,0,751,0,400,0,0,-3,-245,0,4042
2025/12/02,13:00,4195,0,504,1757,176,227,0,322,1,272,0,606,0,399,0,0,-3,-66,0,4195
2025/12/02,13:30,4175,0,506,1741,157,226,0,362,1,259,0,458,0,381,0,0,-3,87,0,4175
2025/12/02,14:00,4108,0,478,1791,143,227,0,414,1,270,0,329,0,382,0,0,-2,75,0,4108
2025/12/02,14:30,4016,0,458,1795,162,226,0,475,1,280,0,155,0,326,0,3,-4,139,0,4016
2025/12/02,15:00,3999,0,504,1822,214,226,0,539,1,281,0,36,0,218,0,5,-4,157,0,3999
2025/12/02,15:30,4147,0,545,1831,425,227,0,576,1,280,0,3,0,160,0,9,-6,96,0,4147
2025/12/02,16:00,4218,0,473,1862,436,229,0,646,1,279,0,0,0,116,0,52,-5,129,0,4218
2025/12/02,16:30,4218,0,469,1868,378,218,0,669,1,282,0,0,0,131,0,159,-4,47,0,4218
2025/12/02,17:00,4158,0,433,1882,355,219,0,685,1,285,0,0,0,146,0,152,-6,6,0,4158
2025/12/02,17:30,4110,0,427,1877,360,220,0,701,1,286,0,0,0,177,0,136,-5,-70,0,4110
2025/12/02,18:00,4062,0,482,1885,421,220,0,720,1,286,0,0,0,188,0,119,-5,-255,0,4062
2025/12/02,18:30,4026,0,559,1883,499,219,0,666,1,286,0,0,0,207,0,25,-4,-315,0,4026
2025/12/02,19:00,3973,0,547,1885,495,220,0,633,1,287,0,0,0,248,0,0,-5,-338,0,3973
2025/12/02,19:30,3875,0,517,1876,406,217,0,625,1,288,0,0,0,315,0,0,-5,-365,0,3875
2025/12/02,20:00,3847,0,535,1879,408,217,0,573,1,288,0,0,0,356,0,8,-4,-414,0,3847
2025/12/02,20:30,3737,0,553,1875,458,217,0,518,1,287,0,0,0,380,0,0,-5,-547,0,3737
2025/12/02,21:00,3703,0,499,1878,435,217,0,474,1,287,0,0,0,400,0,0,-5,-483,0,3703
2025/12/02,21:30,3573,0,355,1836,355,217,0,452,1,288,0,0,0,410,0,0,-5,-336,0,3573
2025/12/02,22:00,3499,0,213,1762,353,217,0,443,1,287,0,0,0,427,0,0,-5,-199,0,3499
2025/12/02,22:30,3433,0,268,1717,353,217,0,442,1,288,0,0,0,448,0,1,-5,-297,0,3433
2025/12/02,23:00,3519,0,345,1728,354,217,0,438,1,288,0,0,0,439,0,9,-5,-295,0,3519
2025/12/02,23:30,3443,0,262,1722,353,217,0,433,1,288,0,0,0,532,0,0,-5,-360,0,3443
2025/12/03,00:00,3413,0,211,1700,353,218,0,413,1,289,0,0,0,650,0,0,3,-425,0,3413
2025/12/03,00:30,3395,0,264,1647,353,218,0,415,1,288,0,0,0,728,0,0,-23,-496,0,3395
2025/12/03,01:00,3472,0,310,1694,353,219,0,410,1,289,0,0,0,736,0,0,5,-545,0,3472
2025/12/03,01:30,3480,0,319,1701,353,218,0,407,1,288,0,0,0,746,0,0,3,-556,0,3480
2025/12/03,02:00,3491,0,351,1722,353,218,0,400,1,289,0,0,0,733,0,0,5,-581,0,3491
2025/12/03,02:30,3589,0,459,1762,353,218,0,387,1,288,0,0,0,711,0,0,5,-595,0,3589
2025/12/03,03:00,3645,0,472,1811,353,218,0,387,1,288,0,0,0,711,0,0,-5,-591,0,3645
2025/12/03,03:30,3685,0,475,1832,357,218,0,405,1,289,0,0,0,690,0,0,-5,-577,0,3685
2025/12/03,04:00,3733,0,462,1870,371,218,0,423,1,289,0,0,0,671,0,0,-8,-564,0,3733
2025/12/03,04:30,3747,0,451,1872,353,217,0,446,1,288,0,0,0,681,0,0,-7,-555,0,3747
2025/12/03,05:00,3797,0,476,1882,359,202,0,459,1,288,0,0,0,673,0,0,-6,-537,0,3797
2025/12/03,05:30,3785,0,502,1873,443,173,0,454,1,289,0,0,0,601,0,0,-6,-545,0,3785
2025/12/03,06:00,3854,0,491,1880,450,172,0,480,1,288,0,0,0,515,0,0,-3,-420,0,3854
2025/12/03,06:30,3858,0,365,1879,361,178,0,493,1,288,0,2,0,524,0,0,44,-277,0,3858
2025/12/03,07:00,3898,0,338,1885,353,165,0,494,1,287,0,96,0,534,0,0,21,-276,0,3898
2025/12/03,07:30,3920,0,408,1882,354,164,0,482,1,288,0,286,0,505,0,0,-27,-423,0,3920
2025/12/03,08:00,4035,0,404,1893,354,164,0,499,1,287,0,574,0,474,0,76,-26,-665,0,4035
2025/12/03,08:30,4191,0,334,1864,336,164,0,503,1,287,0,830,0,505,0,96,-5,-724,0,4191
2025/12/03,09:00,4251,0,372,1889,296,177,0,445,1,288,0,952,0,494,0,15,-3,-675,0,4251
2025/12/03,09:30,4193,0,301,1870,297,207,0,338,1,287,0,1066,0,512,0,0,-5,-681,0,4193
2025/12/03,10:00,4143,0,262,1863,296,214,0,322,1,288,0,1156,0,476,0,0,-6,-729,0,4143
2025/12/03,10:30,4113,0,309,1802,297,214,0,319,1,288,0,1140,0,460,0,0,-3,-714,0,4113
2025/12/03,11:00,4170,0,442,1786,331,214,0,313,1,287,0,1074,0,444,0,0,-4,-718,0,4170
2025/12/03,11:30,4188,0,486,1802,357,214,0,314,1,287,0,995,0,454,0,0,-4,-718,0,4188
2025/12/03,12:00,4192,0,567,1821,411,215,0,308,1,291,0,852,0,415,0,0,-4,-685,0,4192
2025/12/03,12:30,4198,0,589,1818,525,215,0,309,1,294,0,704,0,404,0,11,-4,-668,0,4198
2025/12/03,13:00,4264,0,588,1850,508,214,0,322,1,280,0,566,0,418,0,25,-4,-504,0,4264
2025/12/03,13:30,4290,0,530,1852,385,214,0,360,1,268,0,437,0,502,0,0,-5,-254,0,4290
2025/12/03,14:00,4311,0,455,1883,356,215,0,397,1,283,0,307,0,530,0,0,-4,-112,0,4311
2025/12/03,14:30,4273,0,536,1857,373,214,0,434,1,293,0,149,0,488,0,0,-3,-69,0,4273
2025/12/03,15:00,4310,0,462,1836,360,214,0,562,1,288,0,36,0,464,0,75,-3,15,0,4310
2025/12/03,15:30,4414,0,450,1811,356,216,0,605,1,288,0,2,0,453,0,190,3,39,0,4414
2025/12/03,16:00,4469,0,445,1821,355,217,0,687,1,289,0,0,0,486,0,197,74,-103,0,4469
2025/12/03,16:30,4505,0,503,1809,358,219,0,713,1,288,0,0,0,553,0,190,31,-160,0,4505
2025/12/03,17:00,4477,0,551,1820,386,221,0,709,1,288,0,0,0,573,0,189,27,-288,0,4477
2025/12/03,17:30,4431,0,517,1809,417,221,0,704,1,287,0,0,0,651,0,188,-3,-361,0,4431
2025/12/03,18:00,4419,0,482,1829,371,221,0,731,1,287,0,0,0,644,0,186,53,-386,0,4419
2025/12/03,18:30,4403,0,513,1819,446,221,0,712,1,287,0,0,0,659,0,186,-5,-436,0,4403
2025/12/03,19:00,4279,0,505,1828,557,219,0,631,1,288,0,0,0,659,0,110,-4,-515,0,4279
2025/12/03,19:30,4213,0,520,1825,464,217,0,578,1,287,0,0,0,655,0,96,-6,-424,0,4213
2025/12/03,20:00,4178,0,526,1827,473,217,0,566,1,288,0,0,0,623,0,17,-5,-355,0,4178
2025/12/03,20:30,4056,0,528,1815,506,218,0,542,1,287,0,0,0,606,0,17,-5,-459,0,4056
2025/12/03,21:00,4038,0,561,1825,509,218,0,499,1,288,0,0,0,593,0,21,-6,-471,0,4038
2025/12/03,21:30,3884,0,512,1819,518,218,0,460,1,288,0,0,0,562,0,24,-5,-513,0,3884
2025/12/03,22:00,3848,0,504,1829,487,218,0,389,1,287,0,0,0,509,0,20,-5,-391,0,3848
2025/12/03,22:30,3704,0,398,1817,400,217,0,363,1,287,0,0,0,523,0,20,-10,-312,0,3704
2025/12/03,23:00,3758,0,388,1831,360,212,0,339,1,287,0,0,0,501,0,4,-4,-161,0,3758
2025/12/03,23:30,3708,0,449,1817,357,207,0,329,1,270,0,0,0,486,0,0,-7,-201,0,3708
2025/12/04,00:00,3638,0,376,1820,359,201,0,371,1,266,0,0,0,503,0,0,4,-263,0,3638
2025/12/04,00:30,3618,0,409,1796,357,201,0,371,1,255,0,0,0,542,0,0,-31,-283,0,3618
2025/12/04,01:00,3643,0,475,1756,358,201,0,376,1,231,0,0,0,513,0,0,6,-274,0,3643
2025/12/04,01:30,3687,0,511,1748,404,201,0,376,1,218,0,0,0,455,0,0,1,-228,0,3687
2025/12/04,02:00,3757,0,522,1784,399,201,0,380,1,218,0,0,0,465,0,0,3,-216,0,3757
2025/12/04,02:30,3833,0,504,1802,369,201,0,399,1,219,0,0,0,486,0,0,3,-151,0,3833
2025/12/04,03:00,3928,0,497,1821,364,201,0,409,1,217,0,0,0,553,0,0,-6,-129,0,3928
2025/12/04,03:30,4012,0,459,1817,353,201,0,435,1,218,0,0,0,648,0,0,-5,-115,0,4012
2025/12/04,04:00,4090,0,449,1823,353,201,0,463,1,218,0,0,0,682,0,0,-7,-93,0,4090
2025/12/04,04:30,4130,0,437,1818,353,201,0,492,1,218,0,0,0,741,0,0,-6,-125,0,4130
2025/12/04,05:00,4160,0,435,1822,353,186,0,494,1,218,0,0,0,767,0,0,-7,-109,0,4160
2025/12/04,05:30,4130,0,419,1816,353,156,0,500,1,219,0,0,0,779,0,0,-6,-107,0,4130
2025/12/04,06:00,4211,0,398,1821,353,154,0,518,1,218,0,0,0,758,0,0,-3,-7,0,4211
2025/12/04,06:30,4189,0,403,1817,353,148,0,500,1,218,0,0,0,734,0,0,45,-30,0,4189
2025/12/04,07:00,4214,0,364,1826,355,153,0,487,1,218,0,13,0,740,0,76,1,-20,0,4214
2025/12/04,07:30,4296,0,466,1818,451,148,0,475,1,217,0,43,0,766,0,56,-10,-135,0,4296
2025/12/04,08:00,4431,0,447,1855,503,154,0,480,1,218,0,90,0,782,0,116,-28,-187,0,4431
2025/12/04,08:30,4585,0,503,1866,490,150,0,474,1,218,0,144,0,802,0,119,-4,-178,0,4585
2025/12/04,09:00,4581,0,462,1882,461,162,0,358,1,218,0,201,0,798,0,24,-4,18,0,4581
2025/12/04,09:30,4559,0,414,1856,378,193,0,307,1,217,0,354,0,812,0,0,-5,32,0,4559
2025/12/04,10:00,4430,0,251,1807,358,202,0,262,1,217,0,441,0,820,0,0,-4,75,0,4430
2025/12/04,10:30,4346,0,203,1690,314,202,0,247,1,217,0,487,0,853,0,0,-13,145,0,4346
2025/12/04,11:00,4328,0,208,1665,302,200,0,242,1,218,0,483,0,788,0,0,-5,226,0,4328
2025/12/04,11:30,4288,0,269,1713,303,200,0,243,1,221,0,433,0,792,0,0,-4,117,0,4288
2025/12/04,12:00,4191,0,338,1727,302,200,0,239,1,224,0,375,0,792,0,0,-4,-3,0,4191
2025/12/04,12:30,4147,0,233,1691,303,200,0,273,1,225,0,383,0,818,0,0,-4,24,0,4147
2025/12/04,13:00,4256,0,321,1769,337,202,0,304,1,227,0,310,0,824,0,0,-4,-35,0,4256
2025/12/04,13:30,4242,0,382,1782,356,202,0,324,1,228,0,261,0,894,0,0,-3,-185,0,4242
2025/12/04,14:00,4287,0,454,1833,355,202,0,390,1,229,0,194,0,936,0,0,-4,-303,0,4287
2025/12/04,14:30,4353,0,514,1816,422,202,0,452,1,226,0,106,0,904,0,0,-2,-288,0,4353
2025/12/04,15:00,4435,0,448,1810,378,200,0,536,1,220,0,39,0,899,0,76,-4,-168,0,4435
2025/12/04,15:30,4581,0,443,1807,377,200,0,597,1,219,0,4,0,851,0,185,2,-105,0,4581
2025/12/04,16:00,4595,0,329,1819,365,203,0,694,1,219,0,0,0,836,0,194,79,-144,0,4595
2025/12/04,16:30,4649,0,360,1818,374,204,0,711,1,219,0,0,0,846,0,189,83,-156,0,4649
2025/12/04,17:00,4614,0,476,1834,416,206,0,725,1,219,0,0,0,844,0,188,72,-367,0,4614
2025/12/04,17:30,4564,0,593,1840,446,206,0,731,1,219,0,0,0,847,0,204,-4,-519,0,4564
2025/12/04,18:00,4531,0,581,1853,401,206,0,737,1,218,0,0,0,867,0,200,34,-567,0,4531
2025/12/04,18:30,4503,0,547,1846,443,206,0,744,1,218,0,0,0,876,0,190,30,-598,0,4503
2025/12/04,19:00,4395,0,502,1859,481,204,0,714,1,218,0,0,0,892,0,172,-6,-642,0,4395
2025/12/04,19:30,4341,0,526,1839,523,201,0,640,1,219,0,0,0,888,0,96,-4,-588,0,4341
2025/12/04,20:00,4317,0,522,1848,457,201,0,612,1,219,0,0,0,895,0,115,-5,-548,0,4317
2025/12/04,20:30,4217,0,542,1842,417,201,0,577,1,220,0,0,0,889,0,119,-5,-586,0,4217
2025/12/04,21:00,4195,0,527,1850,455,201,0,557,1,234,0,0,0,875,0,39,-5,-539,0,4195
2025/12/04,21:30,4073,0,472,1835,463,201,0,561,1,246,0,0,0,884,0,0,-5,-585,0,4073
2025/12/04,22:00,3920,0,397,1828,363,201,0,520,1,259,0,0,0,867,0,0,-4,-512,0,3920
2025/12/04,22:30,3838,0,309,1742,353,201,0,506,1,277,0,0,0,885,0,0,-5,-431,0,3838
2025/12/04,23:00,3962,0,381,1756,410,201,0,489,1,287,0,0,0,868,0,0,-13,-418,0,3962
2025/12/04,23:30,3902,0,435,1771,422,201,0,472,1,288,0,0,0,880,0,0,-32,-536,0,3902
2025/12/05,00:00,3847,0,498,1786,381,201,0,434,1,288,0,0,0,851,0,0,4,-597,0,3847
2025/12/05,00:30,3779,0,439,1780,353,201,0,424,1,289,0,0,0,867,0,0,2,-577,0,3779
2025/12/05,01:00,3803,0,308,1810,353,201,0,467,1,288,0,0,0,871,0,0,4,-500,0,3803
2025/12/05,01:30,3811,0,322,1807,353,201,0,463,1,288,0,0,0,887,0,0,3,-514,0,3811
2025/12/05,02:00,3890,0,362,1819,354,201,0,467,1,288,0,0,0,869,0,0,4,-475,0,3890
2025/12/05,02:30,3960,0,363,1814,353,201,0,478,1,288,0,0,0,891,0,0,4,-433,0,3960
2025/12/05,03:00,4000,0,408,1823,353,200,0,481,1,288,0,0,0,882,0,0,-6,-430,0,4000
2025/12/05,03:30,4046,0,362,1811,354,200,0,511,1,288,0,0,0,881,0,0,-5,-357,0,4046
2025/12/05,04:00,4080,0,420,1815,353,200,0,519,1,288,0,0,0,866,0,0,-7,-375,0,4080
2025/12/05,04:30,4114,0,470,1818,353,200,0,544,1,288,0,0,0,879,0,0,-5,-434,0,4114
2025/12/05,05:00,4162,0,527,1847,386,201,0,539,1,288,0,0,0,857,0,0,5,-489,0,4162
2025/12/05,05:30,4150,0,506,1841,368,200,0,553,1,288,0,0,0,848,0,0,-7,-448,0,4150
2025/12/05,06:00,4201,0,508,1853,369,201,0,575,1,287,0,0,0,800,0,0,-4,-389,0,4201
2025/12/05,06:30,4153,0,527,1837,433,205,0,566,1,288,0,2,0,718,0,0,-5,-419,0,4153
2025/12/05,07:00,4176,0,494,1844,401,213,0,548,1,287,0,84,0,718,0,0,-28,-386,0,4176
2025/12/05,07:30,4266,0,463,1851,306,217,0,519,1,287,0,242,0,746,0,0,-29,-337,0,4266
2025/12/05,08:00,4491,0,516,1879,269,217,0,503,1,287,0,466,0,783,0,0,-28,-402,0,4491
2025/12/05,08:30,4667,0,453,1865,253,217,0,501,1,286,0,682,0,785,0,0,-4,-372,0,4667
2025/12/05,09:00,4698,0,415,1857,228,216,0,420,1,284,0,861,0,785,0,0,-4,-365,0,4698
2025/12/05,09:30,4646,0,370,1838,205,216,0,349,1,283,0,1010,0,815,0,0,-5,-436,0,4646
2025/12/05,10:00,4634,0,408,1863,208,202,0,313,1,281,0,1058,0,824,0,0,-5,-519,0,4634
2025/12/05,10:30,4622,0,381,1845,157,176,0,306,1,279,0,1123,0,856,0,0,-5,-497,0,4622
2025/12/05,11:00,4632,0,267,1856,110,168,0,289,1,277,0,1156,0,788,0,45,-5,-320,0,4632
2025/12/05,11:30,4512,0,294,1819,111,170,0,261,1,278,0,1158,0,782,0,0,-3,-359,0,4512
2025/12/05,12:00,4352,0,264,1820,111,170,0,258,1,283,0,1084,0,773,0,0,-2,-410,0,4352
2025/12/05,12:30,4228,0,276,1802,110,170,0,262,1,285,0,972,0,779,0,0,-3,-426,0,4228
2025/12/05,13:00,4271,0,413,1829,127,183,0,277,1,272,0,842,0,777,0,0,-4,-446,0,4271
2025/12/05,13:30,4175,0,383,1782,163,208,0,285,1,264,0,733,0,840,0,0,-2,-482,0,4175
2025/12/05,14:00,4140,0,349,1807,164,200,0,305,1,279,0,560,0,868,0,0,-4,-389,0,4140
2025/12/05,14:30,4174,0,380,1844,222,170,0,345,1,289,0,297,0,887,0,0,-2,-259,0,4174
2025/12/05,15:00,4275,0,415,1829,302,170,0,423,1,294,0,98,0,872,0,57,-5,-181,0,4275
2025/12/05,15:30,4451,0,316,1715,370,187,0,593,1,294,0,10,0,844,0,189,26,-94,0,4451
2025/12/05,16:00,4485,0,333,1713,363,171,0,680,1,294,0,2,0,832,0,247,79,-230,0,4485
2025/12/05,16:30,4521,0,338,1867,358,173,0,716,1,295,0,2,0,847,0,185,35,-296,0,4521
2025/12/05,17:00,4514,0,525,1897,361,166,0,710,1,294,0,2,0,836,0,70,34,-382,0,4514
2025/12/05,17:30,4444,0,567,1885,411,166,0,709,1,295,0,2,0,852,0,96,-2,-538,0,4444
2025/12/05,18:00,4405,0,530,1892,427,182,0,719,1,295,0,2,0,858,0,97,37,-635,0,4405
2025/12/05,18:30,4353,0,518,1888,362,212,0,696,1,295,0,2,0,868,0,97,16,-602,0,4353
2025/12/05,19:00,4290,0,529,1891,384,220,0,621,1,294,0,2,0,893,0,97,14,-656,0,4290
2025/12/05,19:30,4204,0,546,1880,422,215,0,576,1,295,0,2,0,887,0,55,-10,-665,0,4204
2025/12/05,20:00,4152,0,489,1883,433,221,0,557,1,295,0,2,0,896,0,22,-11,-636,0,4152
2025/12/05,20:30,4018,0,472,1862,350,224,0,515,1,295,0,2,0,911,0,0,-8,-606,0,4018
2025/12/05,21:00,3998,0,474,1860,298,230,0,476,1,295,0,2,0,903,0,0,-8,-533,0,3998
2025/12/05,21:30,3858,0,345,1810,232,238,0,461,1,296,0,2,0,927,0,0,-8,-446,0,3858
