単位[MW平均],,,供給力,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/03/01,00:00,3509,0,485,1731,56,238,0,267,16,286,0,0,0,815,0,110,-2,-493,0,3509
2026/03/01,00:30,3465,0,301,1700,56,239,0,262,16,287,0,0,0,861,0,115,-3,-369,0,3465
2026/03/01,01:00,3529,0,292,1597,56,238,0,258,16,287,0,0,0,912,0,119,-2,-244,0,3529
2026/03/01,01:30,3593,0,356,1498,56,239,0,257,16,288,0,0,0,925,0,121,-3,-160,0,3593
2026/03/01,02:00,3640,0,431,1507,83,238,0,246,16,288,0,0,0,929,0,119,-4,-213,0,3640
2026/03/01,02:30,3698,0,376,1481,109,238,0,244,16,288,0,0,0,941,0,121,-2,-114,0,3698
2026/03/01,03:00,3730,0,343,1470,109,238,0,251,16,287,0,0,0,941,0,122,-2,-45,0,3730
2026/03/01,03:30,3764,0,316,1444,109,238,0,267,16,287,0,0,0,973,0,121,-1,-6,0,3764
2026/03/01,04:00,3805,0,369,1447,109,238,0,288,16,286,0,0,0,946,0,120,-1,-13,0,3805
2026/03/01,04:30,3797,0,437,1329,120,239,0,317,16,286,0,0,0,946,0,120,-2,-11,0,3797
2026/03/01,05:00,3787,0,497,1144,181,238,0,402,16,287,0,0,0,938,0,171,-2,-85,0,3787
2026/03/01,05:30,3717,0,484,1084,138,238,0,420,16,286,0,0,0,948,0,212,-2,-107,0,3717
2026/03/01,06:00,3666,0,430,1074,108,238,0,403,16,286,0,5,0,914,0,303,-3,-108,0,3666
2026/03/01,06:30,3620,0,434,965,109,238,0,406,16,286,0,219,0,836,0,261,-5,-145,0,3620
2026/03/01,07:00,3498,0,427,835,109,238,0,389,16,283,0,441,0,810,0,141,-4,-187,0,3498
2026/03/01,07:30,3486,0,455,677,109,238,0,349,16,275,0,657,0,814,0,50,-9,-145,0,3486
2026/03/01,08:00,3459,0,473,612,108,221,0,305,16,262,0,827,0,806,0,-117,-11,-43,0,3459
2026/03/01,08:30,3467,0,354,511,64,171,0,293,16,242,0,1032,0,830,0,-210,-17,181,0,3467
2026/03/01,09:00,3485,0,350,553,56,132,0,253,16,218,0,1167,0,817,0,-352,-7,282,0,3485
2026/03/01,09:30,3513,0,352,543,56,117,48,243,16,197,89,1292,0,846,0,-421,-9,281,0,3513
2026/03/01,10:00,3546,0,307,550,56,118,48,224,16,196,89,1394,0,832,0,-387,-27,267,0,3546
2026/03/01,10:30,3508,0,262,498,56,118,48,212,16,195,89,1427,0,843,0,-366,-25,272,0,3508
2026/03/01,11:00,3488,0,249,489,56,118,48,202,16,196,89,1489,0,797,0,-371,-24,271,0,3488
2026/03/01,11:30,3510,0,243,483,56,118,48,209,16,196,89,1555,0,772,0,-389,-24,275,0,3510
2026/03/01,12:00,3457,0,236,434,56,117,48,221,16,195,89,1542,0,765,0,-467,0,342,0,3457
2026/03/01,12:30,3413,0,238,400,56,118,48,219,16,195,89,1514,0,769,0,-460,-1,349,0,3413
2026/03/01,13:00,3331,0,229,395,56,118,48,214,16,195,78,1462,0,767,0,-467,-2,348,0,3331
2026/03/01,13:30,3229,0,220,360,56,117,48,213,16,194,66,1379,0,833,0,-482,-2,325,0,3229
2026/03/01,14:00,3132,0,257,370,56,117,48,214,16,195,66,1223,0,849,0,-503,0,338,0,3132
2026/03/01,14:30,3072,0,295,468,56,118,48,231,16,196,78,1026,0,827,0,-487,-8,334,0,3072
2026/03/01,15:00,3099,0,384,664,56,149,0,241,16,209,0,777,0,794,0,-487,-25,321,0,3099
2026/03/01,15:30,3205,0,477,717,56,201,0,254,16,244,0,542,0,772,0,-401,-11,338,0,3205
2026/03/01,16:00,3299,0,529,816,56,231,0,287,16,267,0,302,0,731,0,-176,-13,253,0,3299
2026/03/01,16:30,3499,0,530,1060,57,241,0,352,16,280,0,122,0,734,0,30,-4,81,0,3499
2026/03/01,17:00,3736,0,573,1402,98,241,0,422,16,282,0,7,0,722,0,28,43,-98,0,3736
2026/03/01,17:30,3898,0,588,1557,105,242,0,479,16,285,0,1,0,722,0,54,45,-196,0,3898
2026/03/01,18:00,3950,0,374,1688,105,245,0,570,16,285,0,0,0,720,0,46,94,-193,0,3950
2026/03/01,18:30,3942,0,432,1786,95,245,0,600,16,284,0,0,0,739,0,3,82,-340,0,3942
2026/03/01,19:00,3921,0,544,1850,53,245,0,531,16,283,0,0,0,774,0,75,-5,-445,0,3921
2026/03/01,19:30,3901,0,592,1849,12,244,0,515,16,282,0,0,0,808,0,83,14,-514,0,3901
2026/03/01,20:00,3878,0,570,1871,10,242,0,488,16,284,0,0,0,793,0,81,-7,-470,0,3878
2026/03/01,20:30,3792,0,646,1874,10,242,0,435,16,283,0,0,0,783,0,21,-12,-506,0,3792
2026/03/01,21:00,3754,0,600,1879,10,240,0,398,16,282,0,0,0,772,0,20,-13,-450,0,3754
2026/03/01,21:30,3630,0,502,1873,10,238,0,357,16,282,0,0,0,782,0,21,-11,-440,0,3630
2026/03/01,22:00,3582,0,584,1881,10,241,0,308,16,283,0,0,0,759,0,22,-11,-511,0,3582
2026/03/01,22:30,3500,0,626,1875,10,240,0,275,16,283,0,0,0,742,0,24,-9,-582,0,3500
2026/03/01,23:00,3635,0,637,1879,10,239,0,258,16,284,0,0,0,770,0,36,-10,-484,0,3635
2026/03/01,23:30,3573,0,572,1875,10,238,0,249,16,284,0,0,0,763,0,20,-8,-446,0,3573
2026/03/02,00:00,3569,0,567,1881,10,239,0,246,16,282,0,0,0,725,0,20,-9,-408,0,3569
2026/03/02,00:30,3567,0,548,1877,10,239,0,249,16,283,0,0,0,718,0,21,-9,-385,0,3567
2026/03/02,01:00,3639,0,565,1885,10,239,0,254,16,283,0,0,0,733,0,23,-13,-356,0,3639
2026/03/02,01:30,3679,0,498,1875,10,239,0,260,16,284,0,0,0,765,0,18,-7,-279,0,3679
2026/03/02,02:00,3714,0,406,1882,10,239,0,259,16,284,0,0,0,774,0,12,-7,-161,0,3714
2026/03/02,02:30,3760,0,450,1879,19,239,0,262,16,284,0,0,0,788,0,0,-7,-170,0,3760
2026/03/02,03:00,3847,0,562,1884,46,240,0,266,16,285,0,0,0,790,0,13,-5,-250,0,3847
2026/03/02,03:30,3847,0,548,1878,73,239,0,283,16,284,0,0,0,793,0,21,-6,-282,0,3847
2026/03/02,04:00,3888,0,455,1882,108,239,0,313,16,284,0,0,0,774,0,46,-5,-224,0,3888
2026/03/02,04:30,3894,0,435,1792,105,240,0,343,16,284,0,0,0,761,0,121,-5,-198,0,3894
2026/03/02,05:00,3937,0,508,1723,105,239,0,367,16,284,0,0,0,736,0,123,-6,-158,0,3937
2026/03/02,05:30,3909,0,483,1626,104,239,0,395,16,284,0,0,0,715,0,140,-5,-88,0,3909
2026/03/02,06:00,3958,0,355,1631,104,239,0,480,16,285,0,6,0,697,0,267,-7,-115,0,3958
2026/03/02,06:30,3988,0,302,1608,104,239,0,503,16,284,0,228,0,661,0,290,-7,-240,0,3988
2026/03/02,07:00,3944,0,453,1644,104,239,0,464,16,284,0,449,0,650,0,164,-7,-516,0,3944
2026/03/02,07:30,3966,0,486,1579,105,239,0,428,16,282,0,690,0,684,0,36,-7,-572,0,3966
2026/03/02,08:00,3981,0,370,1557,107,226,0,370,16,284,0,915,0,676,0,0,-7,-533,0,3981
2026/03/02,08:30,4065,0,413,1428,78,200,0,323,16,284,0,1142,0,681,0,0,-14,-486,0,4065
2026/03/02,09:00,4065,0,508,1115,58,191,0,267,16,283,0,1275,0,706,0,0,-5,-349,0,4065
2026/03/02,09:30,4033,0,464,801,58,193,0,244,16,284,0,1422,0,735,0,-3,-7,-174,0,4033
2026/03/02,10:00,3988,0,401,743,58,192,0,223,16,284,0,1520,0,764,0,-186,-3,-24,0,3988
2026/03/02,10:30,3974,0,302,693,58,190,0,220,16,284,0,1575,0,803,0,-200,-2,35,0,3974
2026/03/02,11:00,4023,0,430,703,58,168,0,208,16,283,0,1588,0,740,0,-200,-3,32,0,4023
2026/03/02,11:30,3983,0,381,718,58,132,0,202,16,285,0,1648,0,716,0,-202,-4,33,0,3983
2026/03/02,12:00,3871,0,313,664,58,117,0,196,16,286,0,1619,0,709,0,-202,-4,99,0,3871
2026/03/02,12:30,3733,0,296,665,58,149,0,196,16,286,0,1553,0,726,0,-201,-3,-8,0,3733
2026/03/02,13:00,3799,0,300,713,59,185,0,203,16,273,0,1471,0,716,0,-197,-3,63,0,3799
2026/03/02,13:30,3741,0,330,735,59,193,0,219,16,264,0,1368,0,768,0,-201,-3,-7,0,3741
2026/03/02,14:00,3677,0,369,757,59,193,0,238,16,273,0,1213,0,784,0,-67,-4,-154,0,3677
2026/03/02,14:30,3633,0,421,868,79,193,0,252,16,285,0,1017,0,761,0,0,-4,-255,0,3633
2026/03/02,15:00,3634,0,573,1034,202,192,0,308,16,284,0,773,0,723,0,10,-21,-460,0,3634
2026/03/02,15:30,3742,0,627,1075,332,207,0,408,16,284,0,533,0,659,0,151,-6,-544,0,3742
2026/03/02,16:00,3863,0,611,1417,303,232,0,593,16,285,0,302,0,636,0,141,-4,-669,0,3863
2026/03/02,16:30,4007,0,626,1583,318,242,0,636,16,286,0,127,0,632,0,206,-4,-661,0,4007
2026/03/02,17:00,4111,0,587,1798,258,246,0,665,16,287,0,8,0,621,0,253,44,-672,0,4111
2026/03/02,17:30,4215,0,572,1883,208,246,0,685,16,286,0,3,0,628,0,231,43,-586,0,4215
2026/03/02,18:00,4186,0,541,1889,124,245,0,713,16,286,0,0,0,631,0,142,44,-445,0,4186
2026/03/02,18:30,4150,0,490,1884,119,247,0,673,16,286,0,0,0,655,0,141,34,-395,0,4150
2026/03/02,19:00,4110,0,514,1895,130,248,0,631,16,285,0,0,0,689,0,145,-7,-436,0,4110
2026/03/02,19:30,4046,0,512,1890,137,246,0,550,16,286,0,0,0,697,0,199,-7,-480,0,4046
2026/03/02,20:00,4020,0,534,1891,191,245,0,545,16,286,0,0,0,655,0,226,-6,-563,0,4020
2026/03/02,20:30,3890,0,469,1880,219,241,0,537,16,286,0,0,0,655,0,116,-6,-523,0,3890
2026/03/02,21:00,3848,0,524,1883,175,241,0,490,16,286,0,0,0,624,0,0,-6,-385,0,3848
2026/03/02,21:30,3742,0,518,1877,136,241,0,475,16,286,0,0,0,627,0,0,-7,-427,0,3742
2026/03/02,22:00,3724,0,547,1884,189,241,0,439,16,285,0,0,0,615,0,0,-6,-486,0,3724
2026/03/02,22:30,3616,0,505,1876,231,241,0,384,16,285,0,0,0,624,0,0,-7,-539,0,3616
2026/03/02,23:00,3726,0,513,1880,230,241,0,334,16,285,0,0,0,624,0,0,-5,-392,0,3726
2026/03/02,23:30,3686,0,517,1872,155,242,0,308,16,286,0,0,0,642,0,0,-8,-344,0,3686
2026/03/03,00:00,3690,0,550,1880,136,241,0,266,16,286,0,0,0,647,0,0,-6,-326,0,3690
2026/03/03,00:30,3628,0,520,1873,149,241,0,257,16,285,0,0,0,639,0,0,-6,-346,0,3628
2026/03/03,01:00,3713,0,545,1872,128,241,0,264,16,286,0,0,0,619,0,0,-12,-246,0,3713
2026/03/03,01:30,3725,0,528,1867,164,241,0,264,16,285,0,0,0,587,0,0,-5,-222,0,3725
2026/03/03,02:00,3791,0,471,1879,220,241,0,264,16,286,0,0,0,582,0,0,-6,-162,0,3791
2026/03/03,02:30,3849,0,528,1869,197,242,0,266,16,286,0,0,0,556,0,0,-7,-104,0,3849
2026/03/03,03:00,3915,0,518,1880,275,241,0,284,16,286,0,0,0,499,0,0,-5,-79,0,3915
2026/03/03,03:30,3921,0,528,1875,247,241,0,311,16,286,0,0,0,456,0,0,-6,-33,0,3921
2026/03/03,04:00,3944,0,502,1871,237,242,0,330,16,287,0,0,0,431,0,53,-5,-20,0,3944
2026/03/03,04:30,3928,0,489,1864,196,242,0,390,16,286,0,0,0,433,0,60,-4,-44,0,3928
2026/03/03,05:00,4001,0,478,1878,174,241,0,409,16,286,0,0,0,445,0,60,-5,19,0,4001
2026/03/03,05:30,3981,0,491,1867,175,241,0,438,16,287,0,0,0,450,0,4,-6,18,0,3981
2026/03/03,06:00,4015,0,449,1879,179,241,0,519,16,288,0,5,0,415,0,0,-19,43,0,4015
2026/03/03,06:30,4083,0,501,1872,210,241,0,543,16,287,0,195,0,363,0,0,-7,-138,0,4083
2026/03/03,07:00,4051,0,475,1881,290,241,0,482,16,287,0,382,0,326,0,0,-6,-323,0,4051
2026/03/03,07:30,4103,0,494,1875,232,241,0,472,16,288,0,607,0,308,0,12,-7,-435,0,4103
2026/03/03,08:00,4155,0,356,1879,147,243,0,481,16,286,0,802,0,311,0,83,-7,-442,0,4155
2026/03/03,08:30,4253,0,448,1877,148,227,0,475,16,285,0,971,0,293,0,137,-5,-619,0,4253
2026/03/03,09:00,4256,0,374,1869,147,195,0,512,16,286,0,1065,0,264,0,212,-4,-680,0,4256
2026/03/03,09:30,4202,0,332,1778,135,185,0,486,16,286,0,1224,0,263,0,182,-5,-680,0,4202
2026/03/03,10:00,4067,0,395,1783,95,187,0,362,16,285,0,1319,0,181,0,138,-1,-693,0,4067
2026/03/03,10:30,3965,0,435,1775,95,188,0,323,16,286,0,1340,0,118,0,83,-5,-689,0,3965
2026/03/03,11:00,4005,0,490,1808,95,184,0,303,16,285,0,1355,0,95,0,35,-5,-656,0,4005
