単位[MWh],,,,,,,,,,,,,,
,,,供給力,,,,,,,,,,,
月日,時刻,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,供給力合計
,,,,,,,,,,,,,,
,10時,3811,0,2420,271,17,275,455,0,569,0,0,-197,3811
,11時,3691,0,2251,261,17,275,537,0,501,0,0,-152,3691
,12時,3607,0,2254,255,18,276,551,0,496,0,-203,-40,3607
,13時,3468,0,2031,267,18,276,478,0,488,0,-1,-90,3468
,14時,3385,0,2180,290,17,276,269,0,422,0,0,-69,3385
,15時,3472,0,2505,326,18,276,46,0,384,0,0,-84,3472
,16時,3625,0,2594,483,17,275,0,0,295,0,0,-39,3625
,17時,3755,0,2665,569,18,276,0,0,288,0,31,-92,3755
,18時,3781,0,2590,568,17,276,0,0,330,0,58,-59,3781
,19時,3765,0,2717,537,18,276,0,0,367,0,59,-209,3765
,20時,3713,0,2691,476,17,276,0,0,431,0,59,-238,3713
,21時,3650,0,2709,472,18,277,0,0,378,0,64,-268,3650
,22時,3511,0,2619,428,17,276,0,0,364,0,61,-254,3511
,23時,3570,0,2630,387,18,277,0,0,395,0,32,-169,3570
2024/1/3,0時,3502,0,2524,356,16,279,0,0,439,0,0,-113,3502
,1時,3593,0,2696,365,17,279,0,0,366,0,0,-130,3593
,2時,3710,0,2831,375,16,280,0,0,332,0,0,-124,3710
,3時,3829,0,2899,453,17,279,0,0,308,0,0,-127,3829
,4時,3878,0,2931,500,16,279,0,0,275,0,0,-123,3878
,5時,3811,0,2892,484,16,279,0,0,233,0,0,-91,3811
,6時,3713,0,2805,427,17,278,0,0,210,0,0,-23,3713
,7時,3585,0,2724,392,16,278,68,0,147,0,0,-39,3585
,8時,3689,0,2831,376,17,279,355,0,116,0,0,-284,3689
,9時,3734,0,2854,304,16,278,618,0,104,0,0,-440,3734
,10時,3701,0,2571,274,16,278,820,0,89,0,0,-348,3701
,11時,3646,0,2554,268,18,278,891,0,41,0,0,-404,3646
,12時,3592,0,2679,263,17,278,803,0,36,0,0,-483,3592
,13時,3550,0,2762,277,18,278,631,0,35,0,0,-451,3550
,14時,3545,0,2795,302,17,278,335,0,30,0,0,-210,3545
,15時,3620,0,2706,359,18,278,59,0,56,0,0,145,3620
,16時,3733,0,2635,541,17,277,1,0,69,0,3,190,3733
,17時,3884,0,2685,621,17,279,0,0,77,0,65,140,3884
,18時,3909,0,2898,605,18,279,0,0,67,0,61,-20,3909
,19時,3845,0,2885,617,17,280,0,0,30,0,59,-43,3845
,20時,3772,0,2952,522,18,280,0,0,21,0,70,-92,3772
,21時,3675,0,2912,383,17,276,0,0,30,0,93,-36,3675
,22時,3520,0,2758,337,17,276,0,0,37,0,54,42,3520
,23時,3619,0,2767,321,18,279,0,0,68,0,1,165,3619
2024/1/4,0時,3580,0,2703,290,16,281,0,0,64,0,0,226,3580
,1時,3678,0,2792,330,17,280,0,0,59,0,0,200,3678
,2時,3806,0,2819,370,16,281,0,0,44,0,0,277,3806
,3時,3916,0,2890,431,16,281,0,0,34,0,0,264,3916
,4時,3976,0,2959,441,17,282,0,0,23,0,0,255,3976
,5時,3976,0,2986,473,16,280,0,0,15,0,0,205,3976
,6時,3972,0,3012,462,17,279,0,0,18,0,0,183,3972
,7時,3933,0,2905,489,16,280,90,0,19,0,0,134,3933
,8時,4078,0,2821,452,16,281,483,0,15,0,0,9,4078
,9時,4061,0,2716,339,17,278,823,0,14,0,0,-126,4061
,10時,3931,0,2374,279,17,279,1080,0,35,0,0,-133,3931
,11時,3742,0,1945,277,17,279,1157,0,73,0,0,-6,3742
,12時,3596,0,1749,271,18,279,1101,0,82,0,0,96,3596
,13時,3469,0,1767,285,18,279,882,0,58,0,0,179,3469
,14時,3441,0,2093,312,18,278,523,0,33,0,0,183,3441
,15時,3652,0,2656,390,18,278,128,0,29,0,43,111,3652
,16時,3933,0,2926,532,17,278,0,0,12,0,8,160,3933
,17時,4068,0,2955,649,18,279,0,0,15,0,0,152,4068
,18時,4078,0,2989,623,18,280,0,0,21,0,73,74,4078
,19時,4028,0,2989,630,18,279,0,0,19,0,65,27,4028
,20時,3944,0,3054,547,17,279,0,0,30,0,68,-51,3944
,21時,3862,0,3021,432,18,279,0,0,41,0,83,-12,3862
,22時,3715,0,2902,414,18,279,0,0,60,0,66,-24,3715
,23時,3819,0,2883,381,18,279,0,0,141,0,43,74,3819
2024/1/5,0時,3777,0,2721,349,16,279,0,0,192,0,0,221,3777
,1時,3876,0,2874,372,17,278,0,0,141,0,0,193,3876
,2時,3976,0,2795,426,17,279,0,0,162,0,0,297,3976
,3時,4068,0,2795,551,16,279,0,0,155,0,0,274,4068
,4時,4146,0,2900,563,17,279,0,0,234,0,0,154,4146
,5時,4094,0,2765,551,17,278,0,0,306,0,0,177,4094
,6時,4070,0,2740,500,17,278,0,0,347,0,0,187,4070
,7時,4046,0,2696,484,16,278,81,0,366,0,0,125,4046
,8時,4386,0,2870,428,17,278,352,0,442,0,0,-1,4386
,9時,4475,0,2751,369,17,277,463,0,493,0,0,105,4475
,10時,4492,0,2727,318,17,278,524,0,449,0,0,179,4492
,11時,4577,0,2653,288,17,278,515,0,413,0,0,413,4577
,12時,4433,0,2656,263,18,277,424,0,394,0,0,401,4433
,13時,4330,0,2551,304,18,277,354,0,409,0,0,417,4330
,14時,4140,0,2374,370,18,278,221,0,459,0,0,422,4140
,15時,4092,0,2589,394,17,277,57,0,511,0,0,247,4092
,16時,4209,0,2770,472,18,277,2,0,515,0,30,125,4209
,17時,4231,0,2904,517,18,278,0,0,498,0,76,-61,4231
,18時,4161,0,2878,537,18,278,0,0,487,0,78,-115,4161
,19時,4056,0,2926,525,17,278,0,0,451,0,78,-219,4056
,20時,3943,0,2879,506,18,279,0,0,493,0,78,-309,3943
,21時,3825,0,2994,426,18,278,0,0,360,0,103,-354,3825
,22時,3653,0,2956,366,18,277,0,0,272,0,84,-321,3653
,23時,3803,0,2908,340,18,278,0,0,236,0,108,-86,3803
2024/1/6,0時,3725,0,2668,327,16,279,0,0,229,0,26,180,3725
,1時,3810,0,2604,349,17,279,0,0,225,0,21,316,3810
,2時,3882,0,2614,359,17,278,0,0,240,0,29,344,3882
,3時,4025,0,2631,433,16,279,0,0,246,0,25,395,4025
,4時,4125,0,2727,451,17,279,0,0,236,0,21,394,4125
,5時,4079,0,2734,449,17,280,0,0,241,0,20,337,4079
,6時,3984,0,2769,463,16,279,0,0,212,0,23,222,3984
,7時,3840,0,2675,433,17,279,75,0,221,0,15,126,3840
,8時,4068,0,2608,357,17,280,405,0,249,0,4,147,4068
,9時,4111,0,2589,300,16,279,723,0,293,0,19,-108,4111
,10時,3994,0,2441,269,17,278,869,0,316,0,1,-198,3994
,11時,3770,0,1943,257,18,279,967,0,291,0,0,15,3770
,12時,3616,0,1905,249,17,280,857,0,300,0,-164,172,3616
,13時,3594,0,2084,262,18,280,721,0,283,0,-86,33,3594
,14時,3607,0,2089,272,17,278,472,0,310,0,0,168,3607
,15時,3776,0,2399,338,18,277,116,0,318,0,21,288,3776
,16時,3968,0,2548,475,17,277,0,0,325,0,63,262,3968
,17時,4084,0,2601,576,18,278,0,0,313,0,17,281,4084
,18時,4072,0,2648,610,17,269,0,0,319,0,0,209,4072
,19時,3981,0,2600,619,18,264,0,0,279,0,16,186,3981
,20時,3888,0,2715,473,17,265,0,0,218,0,22,178,3888
,21時,3764,0,2703,401,18,264,0,0,225,0,0,152,3764
,22時,3620,0,2623,363,17,265,0,0,237,0,0,115,3620
,23時,3726,0,2678,344,17,265,0,0,348,0,8,67,3726
2024/1/7,0時,3685,0,2516,310,17,269,0,0,453,0,0,119,3685
,1時,3815,0,2520,329,16,270,0,0,455,0,0,227,3815
,2時,3982,0,2623,330,16,268,0,0,448,0,26,272,3982
,3時,4122,0,2534,388,17,272,0,0,484,0,56,370,4122
,4時,4171,0,2555,387,16,278,0,0,564,0,0,371,4171
,5時,4131,0,2523,382,16,279,0,0,571,0,0,361,4131
,6時,3997,0,2477,380,17,278,0,0,544,0,0,302,3997
,7時,3788,0,2420,362,16,277,75,0,551,0,27,60,3788
,8時,3825,0,2010,356,17,278,451,0,568,0,25,120,3825
,9時,3789,0,1897,300,16,277,720,0,579,0,0,0,3789
,10時,3806,0,1904,262,17,276,826,0,588,0,0,-67,3806
,11時,3857,0,2035,244,17,276,762,0,554,0,-65,34,3857
,12時,3779,0,2188,248,18,277,706,0,542,0,-264,64,3779
,13時,3663,0,2029,257,17,278,618,0,552,0,-282,194,3663
,14時,3744,0,2114,288,18,278,388,0,593,0,-42,106,3744
,15時,3947,0,2561,356,17,278,82,0,565,0,53,35,3947
,16時,3997,0,2339,525,18,278,1,0,561,0,58,217,3997
,17時,4166,0,2491,673,17,278,0,0,584,0,34,89,4166
,18時,4219,0,2633,630,17,278,0,0,594,0,0,67,4219
,19時,4109,0,2640,594,18,279,0,0,542,0,2,35,4109
,20時,4070,0,2769,495,17,280,0,0,483,0,59,-33,4070
,21時,4012,0,2880,403,18,279,0,0,449,0,109,-127,4012
,22時,3828,0,2788,370,17,278,0,0,435,0,64,-125,3828
,23時,3929,0,2878,341,17,279,0,0,478,0,119,-183,3929
2024/1/8,0時,3869,0,2810,304,17,280,0,0,474,0,6,-21,3869
,1時,3948,0,2742,366,16,280,0,0,418,0,0,127,3948
,2時,4030,0,2656,401,17,280,0,0,405,0,0,272,4030
,3時,4119,0,2680,475,16,284,0,0,375,0,0,289,4119
,4時,4146,0,2784,520,16,285,0,0,325,0,0,217,4146
,5時,4108,0,2765,464,17,285,0,0,290,0,0,287,4108
,6時,4069,0,2706,413,16,284,0,0,264,0,0,386,4069
,7時,3912,0,2670,366,17,283,63,0,251,0,0,261,3912
,8時,4142,0,2769,343,16,284,350,0,255,0,0,124,4142
,9時,4155,0,2657,326,16,283,660,0,283,0,0,-69,4155
,10時,4121,0,2494,275,17,281,824,0,335,0,0,-106,4121
,11時,4024,0,2585,258,17,283,766,0,406,0,40,-330,4024
,12時,3861,0,2454,241,18,283,719,0,481,0,0,-334,3861
,13時,3891,0,2395,251,17,283,597,0,486,0,0,-137,3891
,14時,3877,0,2405,259,18,282,340,0,610,0,0,-37,3877
,15時,4042,0,2511,323,17,283,80,0,584,0,20,224,4042
,16時,4155,0,2504,488,17,283,2,0,538,0,10,313,4155
,17時,4313,0,2540,575,18,283,2,0,553,0,13,329,4313
,18時,4334,0,2552,583,17,284,0,0,571,0,70,258,4334
,19時,4247,0,2593,570,18,284,0,0,599,0,66,117,4247
,20時,4153,0,2566,448,17,284,0,0,598,0,61,178,4153
,21時,4109,0,2635,392,17,284,0,0,558,0,68,154,4109
,22時,3897,0,2462,354,18,283,0,0,500,0,72,208,3897
,23時,3945,0,2704,332,17,283,0,0,480,0,71,59,3945
2024/1/9,0時,3916,0,2972,273,17,284,0,0,487,0,19,-136,3916
,1時,3997,0,2986,288,16,284,0,0,477,0,20,-75,3997
,2時,4127,0,2967,331,16,284,0,0,429,0,8,92,4127
,3時,4258,0,3002,441,17,283,0,0,378,0,0,136,4258
,4時,4329,0,2931,455,16,283,0,0,343,0,0,301,4329
,5時,4334,0,3141,462,16,283,0,0,298,0,1,132,4334
,6時,4359,0,3173,441,17,282,0,0,279,0,30,137,4359
,7時,4318,0,3237,443,16,282,85,0,211,0,19,24,4318
,8時,4587,0,3142,432,16,284,436,0,166,0,0,111,4587
,9時,4712,0,3015,351,17,282,707,0,163,0,0,177,4712
,10時,4582,0,2993,279,16,282,857,0,109,0,0,45,4582
,11時,4561,0,2847,274,18,282,827,0,87,0,59,166,4561
,12時,4402,0,2740,246,17,283,741,0,90,0,0,285,4402
,13時,4557,0,2859,261,18,282,541,0,127,0,71,398,4557
,14時,4532,0,3131,298,17,281,282,0,151,0,21,353,4532
,15時,4513,0,3164,409,18,279,43,0,221,0,28,352,4513
,16時,4532,0,3080,614,17,281,0,0,263,0,61,217,4532
,17時,4563,0,3191,663,18,284,0,0,355,0,15,37,4563
,18時,4491,0,3187,635,17,285,0,0,484,0,0,-117,4491
,19時,4362,0,3016,608,18,284,0,0,581,0,0,-145,4362
,20時,4227,0,3181,481,17,285,0,0,549,0,0,-286,4227
,21時,4113,0,3215,391,17,285,0,0,551,0,0,-346,4113
,22時,3868,0,2892,340,18,284,0,0,561,0,2,-230,3868
,23時,3938,0,2863,321,17,284,0,0,594,0,60,-202,3938
2024/1/10,0時,3894,0,2808,279,16,284,0,0,559,0,68,-119,3894
,1時,3998,0,2848,299,17,284,0,0,520,0,0,29,3998
,2時,4109,0,2697,307,16,284,0,0,575,0,0,230,4109
,3時,4224,0,2575,341,16,285,0,0,667,0,0,340,4224
,4時,4306,0,2725,364,17,285,0,0,704,0,0,210,4306
,5時,4314,0,2709,367,16,286,0,0,692,0,0,244,4314
,6時,4417,0,2918,387,17,285,0,0,670,0,0,141,4417
,7時,4409,0,2900,417,16,285,64,0,636,0,0,92,4409
,8時,4713,0,3061,428,16,286,334,0,662,0,9,-81,4713
,9時,4871,0,3201,364,17,285,583,0,712,0,8,-300,4871
,10時,4835,0,3148,298,17,284,735,0,719,0,44,-411,4835
,11時,4713,0,2957,292,17,284,713,0,688,0,85,-323,4713
,12時,4515,0,2804,269,18,285,665,0,680,0,74,-279,4515
,13時,4611,0,2949,285,17,285,494,0,663,0,36,-118,4611
,14時,4587,0,3130,350,18,284,273,0,660,0,5,-133,4587
,15時,4682,0,3196,482,18,284,71,0,598,0,28,4,4682
,16時,4730,0,3273,618,17,284,2,0,498,0,57,-20,4730
,17時,4746,0,3165,652,18,285,0,0,501,0,59,65,4746
,18時,4696,0,3015,655,17,284,0,0,484,0,56,185,4696
,19時,4566,0,3158,635,18,285,0,0,393,0,60,17,4566
,20時,4466,0,3324,517,17,285,0,0,323,0,59,-59,4466
,21時,4345,0,3298,406,18,286,0,0,334,0,58,-54,4345
,22時,4110,0,3185,372,18,287,0,0,278,0,57,-87,4110
,23時,4171,0,3357,369,17,287,0,0,249,0,2,-109,4171
2024/1/11,0時,4114,0,3126,329,17,286,0,0,228,0,0,128,4114
,1時,4254,0,3035,349,16,286,0,0,205,0,0,363,4254
,2時,4406,0,3160,390,17,287,0,0,164,0,21,367,4406
,3時,4520,0,3231,424,16,286,0,0,115,0,21,427,4520
,4時,4601,0,3357,423,17,286,0,0,57,0,21,440,4601
,5時,4600,0,3343,445,16,286,0,0,43,0,20,447,4600
,6時,4602,0,3298,481,16,285,0,0,71,0,22,430,4602
,7時,4581,0,3129,511,17,284,78,0,116,0,18,429,4581
,8時,4764,0,3239,483,16,285,402,0,140,0,0,200,4764
,9時,4817,0,3237,348,17,284,741,0,148,0,33,9,4817
,10時,4684,0,3072,237,16,284,974,0,109,0,61,-68,4684
,11時,4520,0,2917,230,18,284,1059,0,78,0,0,-67,4520
,12時,4237,0,2588,221,17,285,978,0,92,0,0,57,4237
,13時,4345,0,2829,248,18,284,734,0,105,0,80,47,4345
,14時,4373,0,3171,282,17,284,361,0,163,0,121,-25,4373
,15時,4431,0,3287,403,18,285,70,0,189,0,160,20,4431
,16時,4573,0,3340,601,17,284,2,0,245,0,166,-81,4573
,17時,4614,0,3458,709,18,285,0,0,314,0,228,-397,4614
,18時,4548,0,3416,712,18,285,0,0,386,0,229,-498,4548
,19時,4354,0,3265,682,17,286,0,0,479,0,58,-433,4354
,20時,4259,0,3287,528,18,286,0,0,507,0,41,-407,4259
,21時,4116,0,3319,365,17,286,0,0,520,0,62,-452,4116
,22時,3891,0,2909,328,18,285,0,0,566,0,18,-234,3891
,23時,3971,0,2989,319,17,286,0,0,644,0,26,-310,3971
2024/1/12,0時,3876,0,2869,286,17,285,0,0,648,0,0,-230,3876
,1時,4037,0,3232,307,16,286,0,0,611,0,0,-416,4037
,2時,4209,0,3260,336,17,286,0,0,620,0,0,-311,4209
,3時,4327,0,3298,361,16,285,0,0,628,0,0,-262,4327
,4時,4322,0,3211,388,17,286,0,0,577,0,0,-157,4322
,5時,4277,0,3141,409,17,286,0,0,568,0,0,-144,4277
,6時,4306,0,3181,431,16,285,0,0,582,0,0,-190,4306
,7時,4282,0,3108,428,17,285,48,0,570,0,0,-172,4282
,8時,4579,0,3309,408,16,285,229,0,579,0,37,-284,4579
,9時,4674,0,3154,324,17,284,392,0,631,0,42,-170,4674
,10時,4503,0,2702,277,16,285,598,0,724,0,0,-99,4503
,11時,4351,0,2555,263,17,285,636,0,645,0,0,-49,4351
,12時,4118,0,2656,234,18,285,639,0,627,0,0,-341,4118
,13時,4197,0,2737,243,17,285,557,0,648,0,0,-289,4197
,14時,4189,0,2531,282,18,285,357,0,699,0,0,17,4189
,15時,4357,0,2770,485,17,284,109,0,657,0,0,34,4357
,16時,4517,0,2896,610,17,283,1,0,627,0,0,82,4517
,17時,4611,0,3075,680,18,286,0,0,655,0,0,-104,4611
,18時,4547,0,2990,689,17,285,0,0,644,0,0,-79,4547
,19時,4444,0,3094,662,18,285,0,0,571,0,22,-209,4444
,20時,4359,0,3153,538,17,286,0,0,472,0,64,-170,4359
,21時,4274,0,3125,428,18,285,0,0,471,0,62,-116,4274
,22時,4058,0,2933,378,17,285,0,0,434,0,55,-43,4058
,23時,4122,0,3055,364,17,286,0,0,416,0,59,-74,4122
2024/1/13,0時,4027,0,3084,303,17,286,0,0,374,0,16,-52,4027
,1時,4134,0,3024,298,16,286,0,0,372,0,0,139,4134
,2時,4266,0,3070,342,17,285,0,0,348,0,0,204,4266
,3時,4358,0,3131,377,16,286,0,0,309,0,0,240,4358
,4時,4406,0,3112,414,16,285,0,0,284,0,0,295,4406
,5時,4365,0,3128,392,17,284,0,0,280,0,50,213,4365
,6時,4357,0,3057,347,16,284,0,0,218,0,60,375,4357
,7時,4247,0,2993,333,17,284,66,0,162,0,37,355,4247
,8時,4341,0,2904,316,16,285,368,0,162,0,0,289,4341
,9時,4322,0,2829,278,16,284,660,0,128,0,0,127,4322
,10時,4138,0,2737,243,17,283,835,0,98,0,0,-74,4138
,11時,3961,0,2661,223,17,284,953,0,94,0,0,-271,3961
,12時,3754,0,2605,212,18,284,962,0,109,0,0,-436,3754
,13時,3724,0,2664,223,17,284,818,0,107,0,0,-389,3724
,14時,3812,0,2902,272,18,285,502,0,107,0,3,-276,3812
,15時,4057,0,2993,377,17,283,119,0,154,0,62,53,4057
,16時,4247,0,2954,554,17,283,6,0,196,0,61,175,4247
,17時,4396,0,2995,622,18,284,6,0,202,0,73,196,4396
,18時,4387,0,3018,617,17,284,5,0,253,0,23,169,4387
,19時,4293,0,3067,590,17,285,5,0,300,0,56,-27,4293
,20時,4262,0,3185,509,18,285,5,0,288,0,51,-78,4262
,21時,4189,0,3171,402,17,283,5,0,282,0,20,8,4189
,22時,4009,0,3000,346,18,284,2,0,280,0,1,79,4009
,23時,4079,0,2948,328,17,285,0,0,291,0,2,209,4079
2024/1/14,0時,4058,0,3004,290,16,285,0,0,247,0,0,217,4058
,1時,4196,0,3163,329,17,285,0,0,175,0,0,226,4196
,2時,4329,0,3109,375,16,285,0,0,146,0,0,397,4329
,3時,4416,0,3083,415,16,285,0,0,199,0,0,418,4416
,4時,4426,0,3015,453,17,285,0,0,230,0,0,427,4426
,5時,4330,0,3100,424,16,285,0,0,181,0,0,324,4330
,6時,4215,0,3117,326,17,284,0,0,173,0,0,297,4215
,7時,3967,0,2897,319,16,283,76,0,181,0,0,194,3967
,8時,3959,0,2718,284,16,285,392,0,201,0,0,65,3959
,9時,3998,0,2685,257,17,284,636,0,230,0,0,-109,3998
,10時,4003,0,2728,215,16,284,721,0,303,0,-71,-193,4003
,11時,3978,0,2643,199,18,284,716,0,340,0,-226,4,3978
,12時,3895,0,2613,211,17,284,681,0,311,0,-233,12,3895
,13時,3840,0,2690,224,18,284,498,0,288,0,-132,-30,3840
,14時,3776,0,2639,262,17,284,257,0,240,0,0,77,3776
,15時,3849,0,2791,380,18,284,61,0,212,0,33,71,3849
,16時,3973,0,2860,508,17,283,0,0,202,0,58,45,3973
,17時,4160,0,2891,569,18,284,0,0,287,0,59,51,4160
,18時,4215,0,2870,588,17,284,0,0,415,0,30,11,4215
,19時,4226,0,2945,556,18,283,0,0,373,0,0,52,4226
,20時,4221,0,3049,462,17,283,0,0,321,0,3,85,4221
,21時,4215,0,3048,379,18,284,0,0,349,0,30,108,4215
,22時,4006,0,2928,297,17,284,0,0,356,0,0,124,4006
,23時,4103,0,2928,277,18,284,0,0,476,0,9,111,4103
2024/1/15,0時,4075,0,3021,263,16,284,0,0,571,0,0,-81,4075
,1時,4174,0,3008,286,16,284,0,0,622,0,34,-75,4174
,2時,4284,0,3065,306,17,284,0,0,712,0,0,-100,4284
,3時,4414,0,3161,380,16,285,0,0,647,0,0,-74,4414
,4時,4491,0,2960,396,17,284,0,0,740,0,0,94,4491
,5時,4539,0,3025,398,16,284,0,0,756,0,0,60,4539
,6時,4576,0,3146,404,17,283,0,0,765,0,0,-38,4576
,7時,4574,0,3204,414,16,282,14,0,780,0,0,-135,4574
,8時,4745,0,3158,422,16,283,88,0,788,0,0,-9,4745
,9時,4761,0,2991,397,17,282,178,0,799,0,0,98,4761
,10時,4623,0,2978,319,17,283,257,0,825,0,0,-55,4623
,11時,4491,0,2771,261,17,283,304,0,755,0,0,100,4491
,12時,4318,0,2691,234,17,283,294,0,727,0,-75,146,4318
,13時,4612,0,2939,245,18,283,264,0,764,0,-12,110,4612
,14時,4736,0,2915,276,17,283,166,0,826,0,0,253,4736
,15時,4934,0,3234,426,18,282,34,0,763,0,19,158,4934
,16時,4901,0,3285,596,17,281,0,0,727,0,59,-63,4901
,17時,4907,0,3301,674,18,282,0,0,768,0,31,-167,4907
,18時,4804,0,3284,711,17,281,0,0,783,0,0,-271,4804
,19時,4634,0,3244,708,17,281,0,0,734,0,15,-364,4634
,20時,4554,0,3301,624,18,279,0,0,638,0,64,-370,4554
,21時,4499,0,3426,504,17,280,0,0,563,0,69,-360,4499
,22時,4297,0,3131,378,18,281,0,0,507,0,73,-92,4297
,23時,4382,0,3083,348,17,280,0,0,512,0,80,62,4382
2024/1/16,0時,4324,0,3382,339,16,276,0,0,474,0,2,-166,4324
,1時,4441,0,3426,367,17,278,0,0,387,0,0,-34,4441
,2時,4565,0,3473,421,16,280,0,0,299,0,0,75,4565
,3時,4682,0,3564,422,16,279,0,0,283,0,0,117,4682
,4時,4760,0,3646,394,17,280,0,0,319,0,0,103,4760
,5時,4793,0,3710,432,16,279,0,0,289,0,40,26,4793
,6時,4885,0,3777,456,16,278,0,0,247,0,272,-160,4885
,7時,4821,0,3786,483,17,278,61,0,243,0,134,-181,4821
,8時,5065,0,3823,505,16,279,309,0,268,0,118,-252,5065
,9時,5215,0,3890,463,16,276,504,0,300,0,136,-371,5215
,10時,5137,0,3865,385,16,270,602,0,344,0,102,-446,5137
,11時,5033,0,3759,360,18,267,647,0,328,0,24,-370,5033
,12時,4777,0,3885,292,17,266,610,0,342,0,-61,-573,4777
,13時,4772,0,3793,296,17,263,481,0,346,0,36,-460,4772
,14時,4797,0,3839,351,17,263,279,0,402,0,0,-355,4797
,15時,4913,0,3873,520,18,263,63,0,386,0,36,-246,4913
,16時,4832,0,3604,636,17,263,0,0,385,0,88,-161,4832
,17時,4865,0,3456,694,17,267,0,0,400,0,121,-90,4865
,18時,4810,0,3361,716,18,275,0,0,440,0,127,-127,4810
,19時,4692,0,3348,701,17,281,0,0,431,0,117,-202,4692
,20時,4593,0,3401,571,17,283,0,0,442,0,128,-249,4593
,21時,4454,0,3416,442,17,283,0,0,448,0,85,-237,4454
,22時,4212,0,3161,401,18,283,0,0,441,0,72,-164,4212
,23時,4232,0,3136,369,17,283,0,0,414,0,75,-63,4232
2024/1/17,0時,4166,0,3295,359,16,284,0,0,409,0,11,-208,4166
,1時,4290,0,3383,366,17,283,0,0,399,0,15,-174,4290
,2時,4397,0,3229,435,16,283,0,0,390,0,10,33,4397
,3時,4493,0,3317,465,16,284,0,0,334,0,0,78,4493
,4時,4565,0,3378,445,17,285,0,0,298,0,0,142,4565
,5時,4530,0,3326,436,16,284,0,0,285,0,0,183,4530
,6時,4591,0,3457,428,17,283,0,0,275,0,15,116,4591
,7時,4535,0,3330,470,16,283,73,0,256,0,107,0,4535
,8時,4778,0,3167,501,16,283,318,0,266,0,128,98,4778
,9時,4830,0,3183,401,17,282,496,0,275,0,58,118,4830
,10時,4772,0,3034,289,16,280,736,0,259,0,60,98,4772
,11時,4567,0,2688,255,18,283,808,0,289,0,13,214,4567
,12時,4218,0,2449,242,17,283,866,0,298,0,-71,134,4218
,13時,4239,0,2568,262,18,284,823,0,303,0,-19,1,4239
,14時,4186,0,2619,296,17,283,525,0,302,0,0,144,4186
,15時,4266,0,2963,412,18,283,149,0,291,0,13,137,4266
,16時,4408,0,3095,603,17,282,1,0,267,0,69,74,4408
,17時,4480,0,3122,673,17,284,0,0,259,0,118,7,4480
,18時,4407,0,3143,670,18,283,0,0,238,0,118,-64,4407
,19時,4325,0,3127,641,17,284,0,0,208,0,119,-72,4325
,20時,4196,0,3151,553,18,283,0,0,208,0,99,-116,4196
,21時,4078,0,3204,430,17,284,0,0,192,0,77,-126,4078
,22時,3877,0,3150,341,17,284,0,0,164,0,19,-97,3877
