単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/02/01,00:00,3882,0,525,1780,276,233,219,19,238,0,0,328,0,0,-6,270,0,3882
2025/02/01,00:30,3816,0,496,1758,244,233,218,19,237,0,0,329,0,0,-5,287,0,3816
2025/02/01,01:00,3859,0,485,1731,234,231,217,19,237,0,0,318,0,0,-5,392,0,3859
2025/02/01,01:30,3889,0,496,1731,236,232,215,19,238,0,0,311,0,16,-5,400,0,3889
2025/02/01,02:00,3916,0,472,1755,315,232,233,19,237,0,0,318,0,11,-6,330,0,3916
2025/02/01,02:30,3954,0,524,1791,352,232,244,19,238,0,0,306,0,20,-43,271,0,3954
2025/02/01,03:00,4008,0,495,1827,330,232,268,19,237,0,0,306,0,1,-4,297,0,4008
2025/02/01,03:30,4048,0,514,1871,342,232,264,19,238,0,0,306,0,0,-3,265,0,4048
2025/02/01,04:00,4093,0,521,1881,333,233,316,19,237,0,0,308,0,0,-4,249,0,4093
2025/02/01,04:30,4075,0,466,1884,335,233,346,19,237,0,0,300,0,0,-2,257,0,4075
2025/02/01,05:00,4080,0,446,1890,343,233,369,19,238,0,0,300,0,0,-3,245,0,4080
2025/02/01,05:30,4014,0,495,1891,323,232,379,19,237,0,0,290,0,4,-4,148,0,4014
2025/02/01,06:00,4030,0,510,1892,339,232,381,19,237,0,0,266,0,17,-8,145,0,4030
2025/02/01,06:30,3958,0,510,1890,341,232,393,19,237,5,0,228,0,60,-6,49,0,3958
2025/02/01,07:00,3983,0,527,1892,362,230,397,19,237,151,0,228,0,77,-6,-131,0,3983
2025/02/01,07:30,3947,0,521,1891,331,232,339,19,237,273,0,239,0,72,-6,-201,0,3947
2025/02/01,08:00,3896,0,318,1811,312,232,323,19,237,492,0,242,0,6,-6,-90,0,3896
2025/02/01,08:30,3958,0,334,1796,255,232,266,19,237,671,0,251,0,0,-49,-54,0,3958
2025/02/01,09:00,3963,0,286,1840,145,234,271,19,237,849,0,242,0,0,-4,-156,0,3963
2025/02/01,09:30,3887,0,236,1749,60,232,261,19,236,991,0,241,0,0,-4,-134,0,3887
2025/02/01,10:00,3830,0,220,1614,60,233,248,19,237,1131,0,209,0,0,-5,-136,0,3830
2025/02/01,10:30,3786,0,223,1510,60,219,232,19,236,1202,0,194,0,0,-3,-106,0,3786
2025/02/01,11:00,3798,0,303,1560,61,194,205,19,236,1154,0,181,0,0,-5,-110,0,3798
2025/02/01,11:30,3750,0,267,1577,60,185,205,19,237,1139,0,189,0,0,-3,-125,0,3750
2025/02/01,12:00,3708,0,288,1591,60,187,201,19,236,1070,0,198,0,0,-5,-137,0,3708
2025/02/01,12:30,3618,0,242,1642,60,188,199,19,237,1010,0,197,0,-202,-4,30,0,3618
2025/02/01,13:00,3631,0,219,1601,61,201,201,19,228,916,0,223,0,-232,-2,196,0,3631
2025/02/01,13:30,3593,0,220,1630,60,224,206,19,216,764,0,207,0,-182,-4,233,0,3593
2025/02/01,14:00,3559,0,222,1532,60,232,213,19,222,653,0,206,0,1,-5,204,0,3559
2025/02/01,14:30,3537,0,294,1668,80,233,222,19,236,514,0,202,0,0,-3,72,0,3537
2025/02/01,15:00,3605,0,420,1711,113,232,250,19,237,380,0,194,0,0,-1,50,0,3605
2025/02/01,15:30,3701,0,564,1755,119,232,298,19,236,203,0,193,0,19,0,63,0,3701
2025/02/01,16:00,3691,0,549,1823,155,232,368,19,235,55,0,184,0,92,-5,-16,0,3691
2025/02/01,16:30,3861,0,572,1856,239,233,426,19,236,4,0,176,0,170,-2,-68,0,3861
2025/02/01,17:00,4020,0,565,1884,300,234,464,19,237,0,0,177,0,85,-3,58,0,4020
2025/02/01,17:30,4024,0,529,1887,352,233,448,19,237,0,0,173,0,81,-3,68,0,4024
2025/02/01,18:00,4052,0,540,1886,353,234,458,19,236,0,0,151,0,79,-5,101,0,4052
2025/02/01,18:30,4058,0,549,1885,353,233,449,19,237,0,0,141,0,23,-5,174,0,4058
2025/02/01,19:00,4006,0,575,1887,356,231,445,19,236,0,0,119,0,18,-4,124,0,4006
2025/02/01,19:30,3958,0,564,1887,332,233,436,19,236,0,0,101,0,18,-4,136,0,3958
2025/02/01,20:00,3966,0,596,1883,353,234,330,19,236,0,0,90,0,26,-5,204,0,3966
2025/02/01,20:30,3866,0,587,1879,344,233,288,19,237,0,0,104,0,19,-4,160,0,3866
2025/02/01,21:00,3891,0,565,1886,297,233,283,19,236,0,0,96,0,19,-5,262,0,3891
2025/02/01,21:30,3791,0,561,1887,283,233,274,19,236,0,0,80,0,19,-5,204,0,3791
2025/02/01,22:00,3713,0,574,1890,281,232,259,19,236,0,0,67,0,19,-6,142,0,3713
2025/02/01,22:30,3701,0,563,1886,306,232,243,19,236,0,0,65,0,18,-30,163,0,3701
2025/02/01,23:00,3892,0,538,1886,321,232,216,19,237,0,0,64,0,20,35,324,0,3892
2025/02/01,23:30,3830,0,577,1886,275,233,209,19,237,0,0,61,0,18,-50,365,0,3830
2025/02/02,00:00,3823,0,601,1885,224,233,196,19,238,0,0,50,0,20,3,354,0,3823
2025/02/02,00:30,3857,0,601,1888,241,233,194,19,237,0,0,42,0,18,12,372,0,3857
2025/02/02,01:00,3969,0,603,1882,340,233,191,19,237,0,0,37,0,21,14,392,0,3969
2025/02/02,01:30,4009,0,601,1884,378,233,191,19,237,0,0,30,0,19,13,404,0,4009
2025/02/02,02:00,4041,0,599,1889,412,233,196,19,237,0,0,23,0,20,13,400,0,4041
2025/02/02,02:30,4109,0,596,1889,479,233,204,19,237,0,0,18,0,19,8,407,0,4109
2025/02/02,03:00,4171,0,604,1888,508,233,240,19,238,0,0,16,0,19,-4,410,0,4171
2025/02/02,03:30,4207,0,612,1885,492,233,265,19,237,0,0,17,0,20,-3,430,0,4207
2025/02/02,04:00,4254,0,608,1891,492,232,327,19,237,0,0,16,0,17,-4,419,0,4254
2025/02/02,04:30,4228,0,613,1889,473,232,316,19,237,0,0,15,0,20,-3,417,0,4228
