単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2025/03/01,00:00,3412,0,376,1830,111,240,211,19,235,0,0,750,0,7,-1,-366,0,3412
2025/03/01,00:30,3342,0,404,1764,111,241,189,19,235,0,0,691,0,0,-2,-310,0,3342
2025/03/01,01:00,3396,0,461,1701,115,239,174,19,235,0,0,607,0,0,-3,-152,0,3396
2025/03/01,01:30,3464,0,523,1649,131,239,171,19,235,0,0,585,0,0,-4,-84,0,3464
2025/03/01,02:00,3502,0,480,1647,110,240,150,19,235,0,0,639,0,0,-4,-14,0,3502
2025/03/01,02:30,3584,0,418,1646,111,239,150,19,236,0,0,670,0,0,-1,96,0,3584
2025/03/01,03:00,3635,0,420,1651,111,239,190,19,235,0,0,600,0,7,-5,168,0,3635
2025/03/01,03:30,3683,0,434,1654,111,240,217,19,236,0,0,552,0,81,-4,143,0,3683
2025/03/01,04:00,3711,0,379,1649,111,240,248,19,236,0,0,531,0,97,-4,205,0,3711
2025/03/01,04:30,3705,0,409,1652,111,240,266,19,236,0,0,465,0,100,-5,212,0,3705
2025/03/01,05:00,3721,0,457,1664,110,236,288,19,235,0,0,435,0,100,-4,181,0,3721
2025/03/01,05:30,3665,0,528,1597,130,208,293,19,236,0,0,436,0,109,-4,113,0,3665
2025/03/01,06:00,3610,0,520,1493,204,190,299,19,235,7,0,396,0,229,5,13,0,3610
2025/03/01,06:30,3596,0,555,1350,296,190,277,19,234,211,0,400,0,237,8,-181,0,3596
2025/03/01,07:00,3485,0,574,1263,322,190,236,19,234,435,0,410,0,183,-5,-376,0,3485
2025/03/01,07:30,3409,0,451,1207,241,187,189,19,235,705,0,450,0,109,-5,-379,0,3409
2025/03/01,08:00,3398,0,419,1140,145,183,179,19,234,1001,0,495,0,40,-6,-451,0,3398
2025/03/01,08:30,3448,0,370,1100,120,170,170,19,234,1251,0,561,0,21,-47,-521,0,3448
2025/03/01,09:00,3368,0,271,785,125,145,173,19,235,1442,0,624,0,16,-3,-464,0,3368
2025/03/01,09:30,3366,0,276,664,119,136,163,19,234,1630,0,667,0,-163,-4,-375,0,3366
2025/03/01,10:00,3327,0,199,653,83,134,153,19,235,1759,0,719,0,-361,-5,-261,0,3327
2025/03/01,10:30,3341,0,275,583,60,137,143,19,233,1794,0,750,0,-388,-4,-261,0,3341
2025/03/01,11:00,3340,0,314,604,60,140,143,19,234,1813,0,669,0,-390,-3,-263,0,3340
2025/03/01,11:30,3308,0,319,592,60,140,143,19,235,1778,0,646,0,-401,-2,-221,0,3308
2025/03/01,12:00,3234,0,317,527,60,140,141,19,235,1763,0,614,0,-403,-3,-176,0,3234
2025/03/01,12:30,3106,0,310,518,60,140,135,19,236,1698,0,598,0,-471,-2,-135,0,3106
2025/03/01,13:00,3053,0,265,517,60,140,136,19,227,1590,0,598,0,-584,-5,90,0,3053
2025/03/01,13:30,2999,0,206,518,60,140,160,19,215,1440,0,615,0,-526,-1,153,0,2999
2025/03/01,14:00,2914,0,153,702,60,140,149,19,222,1222,0,647,0,-500,-4,104,0,2914
2025/03/01,14:30,2920,0,232,943,60,155,155,19,235,976,0,552,0,-352,-2,-53,0,2920
2025/03/01,15:00,2953,0,231,1152,60,186,162,19,236,724,0,487,0,-100,-1,-203,0,2953
2025/03/01,15:30,3051,0,431,1268,86,208,169,19,236,481,0,386,0,37,-4,-266,0,3051
2025/03/01,16:00,3147,0,561,1384,169,233,181,19,236,241,0,347,0,82,7,-313,0,3147
2025/03/01,16:30,3317,0,539,1617,121,240,255,19,236,75,0,342,0,23,11,-161,0,3317
2025/03/01,17:00,3477,0,415,1728,122,242,339,19,235,2,0,336,0,113,11,-85,0,3477
