単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/06/01,00:00,2468,0,460,952,137,26,398,20,158,0,0,158,0,40,-3,122,0,2468
2024/06/01,00:30,2414,0,474,950,234,26,378,20,158,0,0,139,0,52,4,-21,0,2414
2024/06/01,01:00,2444,0,458,945,209,26,394,20,158,0,0,146,0,50,2,36,0,2444
2024/06/01,01:30,2464,0,453,944,140,26,399,20,158,0,0,154,0,53,2,115,0,2464
2024/06/01,02:00,2539,0,449,949,106,26,449,20,158,0,0,160,0,47,2,173,0,2539
2024/06/01,02:30,2609,0,403,943,105,26,455,20,158,0,0,166,0,106,0,227,0,2609
2024/06/01,03:00,2690,0,386,930,65,26,469,20,158,0,0,182,0,203,-3,254,0,2690
2024/06/01,03:30,2706,0,358,937,79,26,521,20,157,1,0,184,0,200,-4,227,0,2706
2024/06/01,04:00,2691,0,340,918,110,26,537,20,158,28,0,182,0,185,-4,191,0,2691
2024/06/01,04:30,2673,0,342,953,127,26,539,20,158,117,0,187,0,159,-6,51,0,2673
2024/06/01,05:00,2717,0,380,898,118,26,547,20,158,229,0,200,0,176,-7,-28,0,2717
2024/06/01,05:30,2611,0,460,734,110,26,516,20,156,340,0,208,0,178,-6,-131,0,2611
2024/06/01,06:00,2603,0,532,690,154,26,418,20,157,443,0,203,0,115,-5,-150,0,2603
2024/06/01,06:30,2567,0,464,692,129,26,401,20,156,572,0,174,0,71,-5,-133,0,2567
2024/06/01,07:00,2548,0,400,654,110,26,396,20,155,689,0,143,0,46,-1,-90,0,2548
2024/06/01,07:30,2540,0,380,593,109,26,382,20,156,833,0,137,0,20,-4,-112,0,2540
2024/06/01,08:00,2599,0,376,525,110,26,359,20,157,963,0,140,0,26,-3,-100,0,2599
2024/06/01,08:30,2675,0,334,495,110,26,359,20,155,1072,0,141,0,-96,-4,63,0,2675
2024/06/01,09:00,2746,0,420,355,110,26,348,20,156,1163,0,141,0,-227,-6,240,0,2746
2024/06/01,09:30,2780,0,463,308,110,26,354,20,156,1206,0,140,0,-419,-6,422,0,2780
2024/06/01,10:00,2761,0,482,330,110,24,335,20,155,1205,0,94,0,-426,-18,450,0,2761
2024/06/01,10:30,2725,0,439,364,110,24,328,20,155,1225,0,82,0,-448,-6,432,0,2725
2024/06/01,11:00,2734,0,465,383,110,24,325,20,155,1278,0,89,0,-512,-49,446,0,2734
2024/06/01,11:30,2708,0,443,496,106,24,322,20,155,1287,0,92,0,-530,-42,335,0,2708
2024/06/01,12:00,2634,0,420,523,107,24,304,20,156,1268,0,97,0,-615,-3,333,0,2634
2024/06/01,12:30,2542,0,356,533,73,24,300,20,156,1256,0,107,0,-619,-3,339,0,2542
2024/06/01,13:00,2573,0,396,527,56,24,301,20,150,1229,0,114,0,-615,-2,373,0,2573
2024/06/01,13:30,2505,0,410,551,91,24,311,20,136,1205,0,128,0,-618,-4,251,0,2505
2024/06/01,14:00,2489,0,321,582,105,24,374,20,141,1137,0,136,0,-550,-2,201,0,2489
2024/06/01,14:30,2483,0,400,724,105,24,411,20,155,1047,0,149,0,-530,-4,-18,0,2483
2024/06/01,15:00,2482,0,459,789,109,24,429,20,155,917,0,187,0,-361,-6,-240,0,2482
2024/06/01,15:30,2558,0,427,805,119,24,433,20,156,774,0,165,0,-182,-5,-178,0,2558
2024/06/01,16:00,2628,0,354,812,110,24,508,20,156,617,0,151,0,25,-4,-145,0,2628
2024/06/01,16:30,2700,0,439,835,110,24,522,20,155,457,0,162,0,35,-5,-54,0,2700
2024/06/01,17:00,2751,0,562,936,116,25,574,20,157,279,0,168,0,48,-4,-130,0,2751
2024/06/01,17:30,2753,0,559,946,156,25,583,20,157,138,0,180,0,39,-5,-45,0,2753
2024/06/01,18:00,2743,0,563,948,127,25,622,20,158,43,0,198,0,41,-2,0,0,2743
2024/06/01,18:30,2765,0,525,945,131,25,621,20,158,2,0,214,0,111,-2,15,0,2765
2024/06/01,19:00,2877,0,546,946,187,24,615,20,158,0,0,190,0,122,-1,70,0,2877
2024/06/01,19:30,2877,0,515,946,251,24,615,20,158,0,0,190,0,110,-4,52,0,2877
2024/06/01,20:00,2788,0,563,947,281,25,555,20,158,0,0,197,0,41,-4,5,0,2788
2024/06/01,20:30,2742,0,544,945,268,25,532,20,158,0,0,213,0,45,-1,-7,0,2742
2024/06/01,21:00,2651,0,549,950,179,25,488,20,158,0,0,214,0,41,-5,32,0,2651
2024/06/01,21:30,2567,0,531,947,181,25,455,20,158,0,0,197,0,42,-5,16,0,2567
2024/06/01,22:00,2500,0,520,944,194,25,437,20,158,0,0,200,0,88,-2,-84,0,2500
2024/06/01,22:30,2464,0,516,943,212,25,418,20,158,0,0,205,0,85,-6,-112,0,2464
2024/06/01,23:00,2440,0,536,948,210,25,396,19,159,0,0,235,0,39,-6,-121,0,2440
2024/06/01,23:30,2394,0,509,949,195,25,385,19,159,0,0,283,0,40,-5,-165,0,2394
2024/06/02,00:00,2364,0,522,947,142,25,381,19,159,0,0,319,0,39,-5,-184,0,2364
2024/06/02,00:30,2324,0,475,949,107,25,381,19,159,0,0,349,0,114,-2,-252,0,2324
2024/06/02,01:00,2332,0,388,953,96,25,380,19,159,0,0,374,0,123,-2,-183,0,2332
2024/06/02,01:30,2356,0,367,951,57,25,384,19,159,0,0,403,0,120,-2,-127,0,2356
2024/06/02,02:00,2433,0,371,950,56,25,416,19,158,0,0,414,0,120,-3,-93,0,2433
2024/06/02,02:30,2499,0,411,948,56,25,421,19,158,0,0,414,0,122,0,-75,0,2499
2024/06/02,03:00,2587,0,463,948,80,25,460,19,158,0,0,432,0,121,-4,-115,0,2587
2024/06/02,03:30,2579,0,417,941,105,25,510,19,157,1,0,434,0,120,-5,-145,0,2579
2024/06/02,04:00,2556,0,448,893,105,25,543,19,158,34,0,422,0,119,-6,-204,0,2556
2024/06/02,04:30,2586,0,495,852,112,25,547,19,158,157,0,406,0,170,-5,-350,0,2586
2024/06/02,05:00,2651,0,512,795,184,25,545,19,158,322,0,391,0,218,-5,-513,0,2651
2024/06/02,05:30,2577,0,501,695,132,25,480,19,156,528,0,357,0,236,-8,-544,0,2577
2024/06/02,06:00,2499,0,400,507,122,25,401,19,156,704,0,323,0,231,-4,-385,0,2499
2024/06/02,06:30,2379,0,314,440,61,25,400,19,156,900,0,293,0,127,-6,-350,0,2379
2024/06/02,07:00,2310,0,262,438,56,25,367,19,155,1067,0,284,0,-98,-5,-260,0,2310
2024/06/02,07:30,2312,0,374,439,56,25,357,19,155,1270,0,289,0,-334,-5,-333,0,2312
2024/06/02,08:00,2379,0,262,440,56,25,354,20,157,1480,0,303,0,-328,-4,-386,0,2379
2024/06/02,08:30,2471,0,264,445,56,25,353,20,156,1669,0,316,0,-456,-2,-375,0,2471
2024/06/02,09:00,2569,0,352,448,56,25,344,20,155,1800,0,334,0,-494,-4,-467,0,2569
2024/06/02,09:30,2609,0,407,451,56,25,360,20,155,1848,0,350,0,-508,-4,-551,0,2609
2024/06/02,10:00,2640,0,458,450,56,25,343,20,156,1874,0,345,0,-504,-5,-578,0,2640
2024/06/02,10:30,2628,0,457,437,56,25,334,20,156,1891,0,342,0,-501,-5,-584,0,2628
2024/06/02,11:00,2644,0,490,427,56,25,325,20,156,1880,0,323,0,-452,-44,-562,0,2644
2024/06/02,11:30,2650,0,384,433,56,25,332,20,156,1862,0,308,0,-312,-26,-588,0,2650
2024/06/02,12:00,2635,0,454,423,56,25,289,20,156,1804,0,309,0,-323,-6,-572,0,2635
2024/06/02,12:30,2607,0,457,424,57,25,296,20,156,1750,0,310,0,-322,-3,-563,0,2607
2024/06/02,13:00,2567,0,501,440,57,25,295,20,147,1626,0,308,0,-305,-2,-545,0,2567
2024/06/02,13:30,2515,0,299,472,59,25,302,20,135,1478,0,316,0,-174,-2,-415,0,2515
2024/06/02,14:00,2437,0,261,509,103,25,333,20,147,1313,0,353,0,-330,-7,-290,0,2437
2024/06/02,14:30,2407,0,413,600,109,25,351,20,156,1166,0,362,0,-325,-6,-464,0,2407
2024/06/02,15:00,2443,0,451,804,109,25,380,20,156,999,0,379,0,-324,-3,-553,0,2443
2024/06/02,15:30,2503,0,435,884,111,25,406,20,156,828,0,394,0,-218,-4,-534,0,2503
2024/06/02,16:00,2576,0,444,919,109,25,488,20,155,628,0,387,0,-35,-3,-561,0,2576
2024/06/02,16:30,2688,0,535,942,157,25,510,19,155,469,0,398,0,29,-3,-548,0,2688
2024/06/02,17:00,2737,0,583,945,161,25,544,20,157,287,0,398,0,36,-3,-416,0,2737
2024/06/02,17:30,2743,0,563,944,109,25,582,20,157,140,0,406,0,47,-4,-246,0,2743
2024/06/02,18:00,2758,0,573,945,130,25,611,19,156,42,0,430,0,94,-2,-265,0,2758
2024/06/02,18:30,2776,0,553,948,110,25,611,19,156,1,0,439,0,168,-4,-250,0,2776
2024/06/02,19:00,2851,0,572,941,111,24,604,20,157,0,0,415,0,178,-3,-168,0,2851
2024/06/02,19:30,2869,0,586,945,185,24,562,20,157,0,0,399,0,144,-4,-149,0,2869
2024/06/02,20:00,2801,0,587,944,185,25,559,20,158,0,0,384,0,98,-2,-157,0,2801
2024/06/02,20:30,2717,0,584,947,191,25,497,20,158,0,0,358,0,100,-3,-160,0,2717
2024/06/02,21:00,2667,0,586,951,251,25,428,20,157,0,0,338,0,99,-6,-182,0,2667
2024/06/02,21:30,2551,0,569,951,212,25,416,20,158,0,0,314,0,96,-5,-205,0,2551
2024/06/02,22:00,2447,0,538,950,124,36,411,20,158,0,0,295,0,71,-5,-151,0,2447
2024/06/02,22:30,2383,0,568,949,121,46,399,20,157,0,0,285,0,19,-5,-176,0,2383
2024/06/02,23:00,2389,0,563,951,161,46,391,20,158,0,0,287,0,19,-6,-201,0,2389
2024/06/02,23:30,2321,0,572,950,176,46,380,20,158,0,0,294,0,18,-5,-288,0,2321
2024/06/03,00:00,2304,0,559,953,176,46,377,20,158,0,0,292,0,22,-6,-293,0,2304
