単位[MW平均],,,供給力,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),水力,地熱,バイオマス,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2024/04/01,00:00,3000,0,11,906,295,207,379,16,213,0,0,785,0,52,-5,141,0,3000
2024/04/01,00:30,3038,0,11,997,267,207,387,16,213,0,0,791,0,43,-5,111,0,3038
2024/04/01,01:00,3110,0,11,1002,298,208,404,16,213,0,0,777,0,44,-5,142,0,3110
2024/04/01,01:30,3110,0,11,890,381,209,420,16,213,0,0,722,0,107,-5,146,0,3110
2024/04/01,02:00,3208,0,11,983,510,209,485,16,214,0,0,641,0,97,-5,47,0,3208
2024/04/01,02:30,3188,0,11,972,613,209,542,16,213,0,0,614,0,97,-5,-94,0,3188
2024/04/01,03:00,3310,0,11,1062,564,209,559,16,213,0,0,594,0,148,-6,-60,0,3310
2024/04/01,03:30,3336,0,11,1091,598,209,573,16,214,0,0,522,0,176,-4,-70,0,3336
2024/04/01,04:00,3338,0,11,1092,611,207,595,16,213,0,0,443,0,168,-4,-14,0,3338
2024/04/01,04:30,3430,0,11,1233,516,208,599,16,213,0,0,405,0,169,-4,64,0,3430
2024/04/01,05:00,3304,0,11,1114,426,209,606,16,212,4,0,359,0,169,-4,182,0,3304
2024/04/01,05:30,3420,0,11,1176,418,208,589,16,214,113,0,396,0,162,-5,122,0,3420
2024/04/01,06:00,3332,0,12,969,468,209,554,16,213,273,0,461,0,154,-5,8,0,3332
2024/04/01,06:30,3392,0,11,1010,502,196,552,16,212,531,0,435,0,119,-5,-187,0,3392
2024/04/01,07:00,3188,0,11,756,521,170,482,16,212,819,0,419,0,48,-6,-260,0,3188
2024/04/01,07:30,3416,0,11,973,434,163,466,16,213,1030,0,422,0,70,-5,-377,0,3416
2024/04/01,08:00,3406,0,11,868,405,162,440,16,214,1267,0,440,0,42,-4,-455,0,3406
2024/04/01,08:30,3540,0,11,835,409,162,430,16,212,1501,0,464,0,51,-5,-546,0,3540
2024/04/01,09:00,3644,0,11,676,362,161,414,16,211,1684,0,490,0,12,-3,-390,0,3644
2024/04/01,09:30,3692,0,11,682,387,161,396,16,212,1782,0,483,0,-146,-3,-289,0,3692
2024/04/01,10:00,3766,0,11,730,375,161,379,16,211,1826,0,502,0,-122,2,-325,0,3766
2024/04/01,10:30,3736,0,11,645,418,161,365,16,211,1824,0,544,0,-145,0,-314,0,3736
2024/04/01,11:00,3786,0,11,796,532,159,345,16,209,1772,0,555,0,-103,0,-506,0,3786
2024/04/01,11:30,3670,0,11,738,647,160,325,16,206,1668,0,557,0,-77,-5,-576,0,3670
2024/04/01,12:00,3540,0,11,750,590,161,299,16,207,1564,0,569,0,-253,-3,-371,0,3540
2024/04/01,12:30,3424,0,11,762,582,161,294,16,208,1427,0,585,0,-386,-4,-232,0,3424
2024/04/01,13:00,3498,0,11,813,613,161,306,16,210,1299,0,600,0,-405,-3,-123,0,3498
2024/04/01,13:30,3482,0,11,863,522,161,314,16,213,1205,0,664,0,-417,-7,-63,0,3482
2024/04/01,14:00,3378,0,11,781,403,175,332,16,213,1048,0,727,0,-346,-3,21,0,3378
2024/04/01,14:30,3440,0,11,884,391,199,342,16,213,902,0,717,0,-245,-3,13,0,3440
2024/04/01,15:00,3394,0,11,970,511,207,379,16,211,738,0,697,0,-226,-4,-116,0,3394
2024/04/01,15:30,3394,0,11,1024,673,207,403,16,211,552,0,634,0,-164,-4,-169,0,3394
2024/04/01,16:00,3450,0,11,1054,706,207,453,16,211,371,0,615,0,13,-5,-202,0,3450
2024/04/01,16:30,3504,0,11,1105,605,208,510,16,212,197,0,606,0,23,-5,16,0,3504
2024/04/01,17:00,3486,0,11,1050,488,208,570,16,213,68,0,612,0,62,-5,193,0,3486
2024/04/01,17:30,3532,0,11,985,417,208,632,16,213,2,0,625,0,147,-4,280,0,3532
2024/04/01,18:00,3692,0,60,951,469,208,667,16,213,0,0,638,0,183,-5,292,0,3692
2024/04/01,18:30,3570,0,66,920,512,207,672,16,212,0,0,637,0,156,-5,177,0,3570
2024/04/01,19:00,3544,0,66,1060,527,208,605,16,213,0,0,606,0,184,-5,64,0,3544
2024/04/01,19:30,3582,0,66,1227,422,207,606,16,212,0,0,537,0,147,-5,147,0,3582
2024/04/01,20:00,3420,0,19,1146,490,209,538,16,213,0,0,519,0,111,-7,166,0,3420
2024/04/01,20:30,3416,0,11,1240,510,208,508,16,212,0,0,517,0,92,-5,107,0,3416
2024/04/01,21:00,3294,0,11,1200,493,208,487,16,213,0,0,500,0,58,-6,114,0,3294
2024/04/01,21:30,3210,0,11,1190,539,209,468,16,213,0,0,458,0,95,-5,16,0,3210
2024/04/01,22:00,3174,0,11,1187,620,208,424,16,212,0,0,427,0,111,-5,-37,0,3174
2024/04/01,22:30,3136,0,11,1236,643,208,401,16,212,0,0,438,0,29,-6,-52,0,3136
