単位[MW平均],,,供給力,,,,,,,,,,,,,,,,,,
DATE,TIME,エリア需要,原子力,火力(LNG),火力(石炭),火力(石油),火力(その他),火力出力制御量,水力,地熱,バイオマス,バイオマス出力制御量,太陽光発電実績,太陽光出力制御量,風力発電実績,風力出力制御量,揚水,蓄電池,連系線,その他,合計
2026/06/01,00:00,2369,0,253,1029,10,174,0,535,10,158,0,0,0,436,0,94,-7,-323,0,2369
2026/06/01,00:30,2353,0,235,1007,10,174,0,538,10,158,0,0,0,448,0,99,-19,-307,0,2353
2026/06/01,01:00,2381,0,255,1008,10,173,0,530,10,158,0,0,0,436,0,112,-6,-305,0,2381
2026/06/01,01:30,2381,0,253,1007,10,174,0,515,10,164,0,0,0,444,0,109,-6,-299,0,2381
2026/06/01,02:00,2438,0,235,909,10,174,0,518,10,171,0,0,0,448,0,174,18,-229,0,2438
2026/06/01,02:30,2498,0,234,881,10,176,0,597,10,177,0,0,0,470,0,227,-6,-278,0,2498
2026/06/01,03:00,2603,0,234,965,10,174,0,621,10,179,0,0,0,457,0,275,-6,-316,0,2603
2026/06/01,03:30,2641,0,236,968,10,174,0,637,10,182,0,1,0,489,0,263,-8,-321,0,2641
2026/06/01,04:00,2667,0,341,875,10,174,0,635,10,190,0,37,0,506,0,193,-7,-297,0,2667
2026/06/01,04:30,2777,0,503,759,10,174,0,632,10,198,0,203,0,516,0,135,-7,-356,0,2777
2026/06/01,05:00,2893,0,451,683,10,174,0,630,10,200,0,414,0,502,0,114,-4,-291,0,2893
2026/06/01,05:30,2853,0,325,621,10,174,0,602,10,203,0,622,0,496,0,80,-17,-273,0,2853
2026/06/01,06:00,2808,0,250,607,10,173,0,587,10,203,0,816,0,476,0,-24,-17,-283,0,2808
2026/06/01,06:30,2782,0,357,545,10,174,0,568,10,202,0,1029,0,458,0,-214,-12,-345,0,2782
2026/06/01,07:00,2731,0,307,459,10,173,0,565,10,202,0,1202,0,438,0,-301,4,-338,0,2731
2026/06/01,07:30,2781,0,272,330,10,172,0,567,10,203,0,1435,0,440,0,-325,3,-336,0,2781
2026/06/01,08:00,2926,0,310,317,14,167,0,515,10,202,0,1645,0,428,0,-378,1,-305,0,2926
