ts,demand,nuclear,thermal,hydro,geothermal,biomass,solar,solar_curt,wind,wind_curt,pumped,interconn,battery,p_system,p_hokkaido,p_tohoku,fy
2016-04-01 00:00:00,7887.0,0.0,8072.0,1812.0,116.0,41.0,0.0,0.0,46.0,0.0,0.0,-2200.0,,6.475,8.66,6.515000000000001,2016
2016-04-01 01:00:00,8158.0,0.0,8299.0,1831.0,116.0,40.0,0.0,0.0,50.0,0.0,0.0,-2178.0,,6.295,7.15,6.1850000000000005,2016
2016-04-01 02:00:00,8420.0,0.0,8514.0,1876.0,115.0,38.0,0.0,0.0,48.0,0.0,0.0,-2171.0,,6.57,7.1,6.57,2016
2016-04-01 03:00:00,8584.0,0.0,8677.0,1882.0,117.0,38.0,0.0,0.0,47.0,0.0,0.0,-2177.0,,6.57,7.1,6.57,2016
2016-04-01 04:00:00,8806.0,0.0,8929.0,1864.0,112.0,38.0,0.0,0.0,43.0,0.0,0.0,-2180.0,,6.57,7.15,6.57,2016
2016-04-01 05:00:00,9107.0,0.0,9200.0,1864.0,116.0,39.0,4.0,0.0,36.0,0.0,0.0,-2152.0,,6.630000000000001,8.66,6.57,2016
2016-04-01 06:00:00,9025.0,0.0,8963.0,1886.0,114.0,39.0,193.0,0.0,41.0,0.0,0.0,-2211.0,,6.69,6.69,6.69,2016
2016-04-01 07:00:00,8649.0,0.0,8105.0,1796.0,116.0,38.0,735.0,0.0,50.0,0.0,-1.0,-2190.0,,6.99,6.99,6.99,2016
2016-04-01 08:00:00,9076.0,0.0,7896.0,1795.0,115.0,44.0,1246.0,0.0,53.0,0.0,-2.0,-2071.0,,7.92,7.76,7.76,2016
2016-04-01 09:00:00,9433.0,0.0,8061.0,1783.0,116.0,41.0,1525.0,0.0,82.0,0.0,-2.0,-2173.0,,8.885,9.665,9.665,2016
2016-04-01 10:00:00,9465.0,0.0,7864.0,1780.0,99.0,40.0,1778.0,0.0,146.0,0.0,-2.0,-2240.0,,8.645,9.69,9.69,2016
2016-04-01 11:00:00,9404.0,0.0,7731.0,1766.0,92.0,40.0,1858.0,0.0,208.0,0.0,-2.0,-2289.0,,8.09,9.69,9.69,2016
2016-04-01 12:00:00,8778.0,0.0,7160.0,1730.0,94.0,45.0,1676.0,0.0,241.0,0.0,-2.0,-2166.0,,6.34,6.779999999999999,6.779999999999999,2016
2016-04-01 13:00:00,8966.0,0.0,7866.0,1731.0,92.0,41.0,1257.0,0.0,239.0,0.0,-2.0,-2258.0,,7.869999999999999,9.69,9.69,2016
2016-04-01 14:00:00,9007.0,0.0,8151.0,1785.0,91.0,41.0,897.0,0.0,272.0,0.0,-2.0,-2228.0,,7.93,9.69,9.69,2016
2016-04-01 15:00:00,8977.0,0.0,8389.0,1770.0,92.0,40.0,586.0,0.0,301.0,0.0,-2.0,-2199.0,,7.63,9.975,9.975,2016
2016-04-01 16:00:00,9125.0,0.0,8704.0,1830.0,90.0,40.0,233.0,0.0,347.0,0.0,-2.0,-2117.0,,8.09,10.5,10.5,2016
2016-04-01 17:00:00,9201.0,0.0,8789.0,1978.0,90.0,38.0,22.0,0.0,377.0,0.0,-2.0,-2091.0,,8.835,20.0,10.215,2016
2016-04-01 18:00:00,9599.0,0.0,9100.0,2017.0,100.0,39.0,0.0,0.0,423.0,0.0,-2.0,-2078.0,,8.445,20.0,9.69,2016
2016-04-01 19:00:00,9348.0,0.0,8809.0,1979.0,113.0,38.0,0.0,0.0,458.0,0.0,-1.0,-2048.0,,7.865,20.0,9.51,2016
2016-04-01 20:00:00,8893.0,0.0,8422.0,1914.0,116.0,42.0,0.0,0.0,484.0,0.0,0.0,-2085.0,,7.345,12.524999999999999,7.59,2016
2016-04-01 21:00:00,8443.0,0.0,8207.0,1824.0,115.0,41.0,0.0,0.0,468.0,0.0,0.0,-2212.0,,7.37,9.02,7.37,2016
2016-04-01 22:00:00,8235.0,0.0,8109.0,1799.0,115.0,39.0,0.0,0.0,441.0,0.0,0.0,-2268.0,,7.17,16.13,7.050000000000001,2016
2016-04-01 23:00:00,8151.0,0.0,8031.0,1769.0,111.0,37.0,0.0,0.0,412.0,0.0,1.0,-2210.0,,7.015000000000001,8.66,6.99,2016
2016-04-02 00:00:00,7845.0,0.0,7819.0,1652.0,117.0,41.0,0.0,0.0,394.0,0.0,0.0,-2178.0,,7.14,8.66,7.140000000000001,2016
2016-04-02 01:00:00,8073.0,0.0,7961.0,1661.0,114.0,43.0,0.0,0.0,395.0,0.0,0.0,-2101.0,,6.78,8.66,5.975,2016
2016-04-02 02:00:00,8315.0,0.0,8106.0,1728.0,117.0,45.0,0.0,0.0,388.0,0.0,0.0,-2069.0,,6.75,8.64,5.87,2016
2016-04-02 03:00:00,8449.0,0.0,8183.0,1780.0,116.0,44.0,0.0,0.0,380.0,0.0,0.0,-2054.0,,6.725,8.62,5.95,2016
2016-04-02 04:00:00,8660.0,0.0,8382.0,1796.0,113.0,45.0,0.0,0.0,372.0,0.0,0.0,-2048.0,,6.695,8.66,5.87,2016
2016-04-02 05:00:00,8806.0,0.0,8551.0,1784.0,114.0,45.0,0.0,0.0,351.0,0.0,-1.0,-2038.0,,6.695,8.66,5.845000000000001,2016
2016-04-02 06:00:00,8533.0,0.0,8231.0,1794.0,116.0,43.0,108.0,0.0,352.0,0.0,-2.0,-2109.0,,6.58,8.49,6.465,2016
2016-04-02 07:00:00,8352.0,0.0,7802.0,1730.0,117.0,42.0,372.0,0.0,371.0,0.0,-2.0,-2080.0,,6.58,7.619999999999999,6.285,2016
2016-04-02 08:00:00,9050.0,0.0,8000.0,1786.0,115.0,43.0,739.0,0.0,363.0,0.0,-2.0,-1994.0,,6.45,7.665,6.13,2016
2016-04-02 09:00:00,9535.0,0.0,8111.0,1783.0,114.0,41.0,1113.0,0.0,368.0,0.0,-2.0,-1993.0,,7.02,7.605,7.36,2016
2016-04-02 10:00:00,9517.0,0.0,7865.0,1802.0,113.0,40.0,1307.0,0.0,364.0,0.0,-2.0,-1972.0,,6.68,7.5600000000000005,6.68,2016
2016-04-02 11:00:00,9695.0,0.0,7830.0,1804.0,116.0,39.0,1553.0,0.0,373.0,0.0,-1.0,-2019.0,,6.72,7.555,6.68,2016
2016-04-02 12:00:00,9181.0,0.0,7583.0,1676.0,114.0,39.0,1401.0,0.0,393.0,0.0,-2.0,-2023.0,,6.29,6.79,6.140000000000001,2016
2016-04-02 13:00:00,9181.0,0.0,7627.0,1731.0,114.0,38.0,1276.0,0.0,407.0,0.0,-2.0,-2010.0,,6.715,7.59,6.715,2016
2016-04-02 14:00:00,9010.0,0.0,7702.0,1758.0,115.0,40.0,968.0,0.0,412.0,0.0,-2.0,-1983.0,,6.71,13.83,6.71,2016
2016-04-02 15:00:00,8885.0,0.0,7760.0,1828.0,114.0,40.0,694.0,0.0,437.0,0.0,-2.0,-1986.0,,6.68,14.525,6.68,2016
2016-04-02 16:00:00,9018.0,0.0,8225.0,1898.0,111.0,40.0,386.0,0.0,453.0,0.0,-2.0,-2093.0,,7.125,9.32,7.23,2016
2016-04-02 17:00:00,9176.0,0.0,8597.0,2010.0,115.0,42.0,91.0,0.0,458.0,0.0,-2.0,-2135.0,,7.495,20.0,7.49,2016
2016-04-02 18:00:00,9575.0,0.0,8825.0,2072.0,115.0,47.0,0.0,0.0,449.0,0.0,-1.0,-1932.0,,7.71,10.36,7.6899999999999995,2016
2016-04-02 19:00:00,9424.0,0.0,8767.0,2024.0,115.0,46.0,0.0,0.0,426.0,0.0,0.0,-1954.0,,7.71,10.36,7.71,2016
2016-04-02 20:00:00,9073.0,0.0,8532.0,1981.0,114.0,47.0,0.0,0.0,419.0,0.0,0.0,-2020.0,,7.3,12.975,6.93,2016
2016-04-02 21:00:00,8553.0,0.0,8144.0,1852.0,113.0,46.0,0.0,0.0,413.0,0.0,0.0,-2015.0,,6.3149999999999995,10.79,6.23,2016
2016-04-02 22:00:00,7960.0,0.0,7759.0,1799.0,113.0,44.0,0.0,0.0,398.0,0.0,0.0,-2153.0,,7.49,9.13,7.49,2016
2016-04-02 23:00:00,7826.0,0.0,7543.0,1787.0,115.0,44.0,0.0,0.0,383.0,0.0,0.0,-2046.0,,7.17,8.66,7.155,2016
2016-04-03 00:00:00,7472.0,0.0,7286.0,1744.0,114.0,44.0,0.0,0.0,382.0,0.0,0.0,-2098.0,,6.6,8.66,6.67,2016
2016-04-03 01:00:00,7638.0,0.0,7511.0,1731.0,114.0,45.0,0.0,0.0,343.0,0.0,0.0,-2106.0,,6.445,7.869999999999999,6.445,2016
2016-04-03 02:00:00,7856.0,0.0,7657.0,1763.0,116.0,47.0,0.0,0.0,333.0,0.0,0.0,-2060.0,,5.49,7.890000000000001,5.49,2016
2016-04-03 03:00:00,8045.0,0.0,7706.0,1825.0,115.0,47.0,0.0,0.0,306.0,0.0,0.0,-1954.0,,5.68,8.62,5.45,2016
2016-04-03 04:00:00,8238.0,0.0,7907.0,1864.0,113.0,48.0,0.0,0.0,259.0,0.0,0.0,-1953.0,,5.49,7.890000000000001,5.41,2016
2016-04-03 05:00:00,8236.0,0.0,8036.0,1859.0,114.0,45.0,1.0,0.0,253.0,0.0,0.0,-2072.0,,5.970000000000001,8.66,5.8149999999999995,2016
2016-04-03 06:00:00,7861.0,0.0,7662.0,1879.0,114.0,44.0,80.0,0.0,230.0,0.0,0.0,-2148.0,,6.27,8.325,6.27,2016
2016-04-03 07:00:00,7498.0,0.0,7084.0,1827.0,115.0,50.0,258.0,0.0,214.0,0.0,0.0,-2050.0,,5.45,8.335,5.45,2016
2016-04-03 08:00:00,7883.0,0.0,6790.0,1823.0,115.0,54.0,780.0,0.0,183.0,0.0,0.0,-1862.0,,5.22,8.315000000000001,5.41,2016
2016-04-03 09:00:00,8044.0,0.0,6853.0,1802.0,114.0,47.0,999.0,0.0,139.0,0.0,0.0,-1910.0,,5.61,8.28,5.880000000000001,2016
2016-04-03 10:00:00,8079.0,0.0,6758.0,1807.0,114.0,47.0,1207.0,0.0,75.0,0.0,0.0,-1929.0,,5.73,8.254999999999999,6.13,2016
2016-04-03 11:00:00,8029.0,0.0,6678.0,1804.0,116.0,48.0,1236.0,0.0,86.0,0.0,0.0,-1939.0,,6.46,8.29,6.46,2016
2016-04-03 12:00:00,7891.0,0.0,6651.0,1762.0,115.0,46.0,1178.0,0.0,81.0,0.0,0.0,-1942.0,,6.52,11.695,6.58,2016
2016-04-03 13:00:00,7556.0,0.0,6676.0,1853.0,115.0,46.0,735.0,0.0,66.0,0.0,-1.0,-1934.0,,6.58,10.375,6.71,2016
2016-04-03 14:00:00,7573.0,0.0,6854.0,1897.0,115.0,48.0,537.0,0.0,32.0,0.0,-2.0,-1908.0,,6.6,12.98,6.71,2016
2016-04-03 15:00:00,7680.0,0.0,7089.0,1948.0,114.0,48.0,379.0,0.0,23.0,0.0,-2.0,-1919.0,,6.58,9.975,6.71,2016
2016-04-03 16:00:00,7924.0,0.0,7531.0,1991.0,112.0,49.0,144.0,0.0,29.0,0.0,-2.0,-1930.0,,6.58,8.3,6.71,2016
2016-04-03 17:00:00,8516.0,0.0,8175.0,2072.0,115.0,50.0,29.0,0.0,35.0,0.0,-2.0,-1958.0,,6.71,9.51,6.71,2016
2016-04-03 18:00:00,9004.0,0.0,8675.0,2124.0,114.0,47.0,0.0,0.0,43.0,0.0,-2.0,-1997.0,,7.49,10.36,8.16,2016
2016-04-03 19:00:00,8870.0,0.0,8560.0,2113.0,114.0,48.0,0.0,0.0,50.0,0.0,0.0,-2015.0,,7.345,10.36,8.16,2016
2016-04-03 20:00:00,8607.0,0.0,8297.0,2118.0,115.0,49.0,0.0,0.0,43.0,0.0,0.0,-2015.0,,6.645,8.745000000000001,6.9350000000000005,2016
2016-04-03 21:00:00,8129.0,0.0,7845.0,2107.0,113.0,48.0,0.0,0.0,56.0,0.0,0.0,-2040.0,,6.16,7.885,6.43,2016
2016-04-03 22:00:00,7614.0,0.0,7315.0,2086.0,113.0,44.0,0.0,0.0,105.0,0.0,0.0,-2049.0,,6.2,8.66,6.1850000000000005,2016
2016-04-03 23:00:00,7402.0,0.0,7087.0,2085.0,111.0,43.0,0.0,0.0,138.0,0.0,0.0,-2062.0,,6.5649999999999995,8.66,6.58,2016
2016-04-04 00:00:00,7117.0,0.0,6709.0,2034.0,115.0,42.0,0.0,0.0,227.0,0.0,0.0,-2010.0,,6.234999999999999,6.57,6.52,2016
2016-04-04 01:00:00,7396.0,0.0,6898.0,2029.0,115.0,43.0,0.0,0.0,241.0,0.0,0.0,-1930.0,,6.345000000000001,6.805,6.5649999999999995,2016
2016-04-04 02:00:00,7717.0,0.0,7116.0,2016.0,113.0,42.0,0.0,0.0,242.0,0.0,0.0,-1812.0,,6.46,7.02,6.46,2016
2016-04-04 03:00:00,7932.0,0.0,7359.0,2063.0,114.0,41.0,0.0,0.0,192.0,0.0,0.0,-1837.0,,6.46,6.59,6.5649999999999995,2016
2016-04-04 04:00:00,8170.0,0.0,7647.0,2072.0,114.0,42.0,0.0,0.0,111.0,0.0,0.0,-1816.0,,6.33,7.035,6.46,2016
2016-04-04 05:00:00,8524.0,0.0,8036.0,2081.0,116.0,41.0,0.0,0.0,72.0,0.0,0.0,-1822.0,,6.46,6.805,6.49,2016
2016-04-04 06:00:00,8711.0,0.0,8309.0,2131.0,117.0,44.0,20.0,0.0,66.0,0.0,0.0,-1976.0,,6.5649999999999995,6.585,6.58,2016
2016-04-04 07:00:00,8804.0,0.0,8533.0,2108.0,116.0,43.0,60.0,0.0,36.0,0.0,0.0,-2092.0,,6.715,6.785,6.785,2016
2016-04-04 08:00:00,9730.0,0.0,9214.0,2128.0,116.0,47.0,99.0,0.0,40.0,0.0,0.0,-1914.0,,8.115,8.115,8.115,2016
2016-04-04 09:00:00,10389.0,0.0,9966.0,2135.0,115.0,43.0,136.0,0.0,37.0,0.0,0.0,-2043.0,,10.73,10.36,10.36,2016
2016-04-04 10:00:00,10458.0,0.0,10108.0,2140.0,111.0,44.0,172.0,0.0,23.0,0.0,0.0,-2140.0,,10.379999999999999,9.875,9.875,2016
2016-04-04 11:00:00,10414.0,0.0,10022.0,2158.0,113.0,43.0,209.0,0.0,25.0,0.0,0.0,-2156.0,,10.024999999999999,10.024999999999999,10.024999999999999,2016
2016-04-04 12:00:00,9532.0,0.0,8992.0,2179.0,115.0,45.0,346.0,0.0,28.0,0.0,0.0,-2173.0,,7.585,7.605,7.605,2016
2016-04-04 13:00:00,10093.0,0.0,9375.0,2170.0,116.0,43.0,482.0,0.0,42.0,0.0,0.0,-2135.0,,9.205,9.684999999999999,9.684999999999999,2016
2016-04-04 14:00:00,10016.0,0.0,9253.0,2179.0,115.0,44.0,404.0,0.0,62.0,0.0,0.0,-2041.0,,8.945,9.67,9.67,2016
2016-04-04 15:00:00,9775.0,0.0,9068.0,2180.0,114.0,43.0,311.0,0.0,79.0,0.0,0.0,-2020.0,,8.120000000000001,9.61,9.61,2016
2016-04-04 16:00:00,9985.0,0.0,9364.0,2178.0,113.0,42.0,158.0,0.0,94.0,0.0,0.0,-1964.0,,9.485,10.035,9.755,2016
2016-04-04 17:00:00,9967.0,0.0,9426.0,2220.0,116.0,42.0,21.0,0.0,106.0,0.0,0.0,-1964.0,,9.629999999999999,9.66,9.66,2016
2016-04-04 18:00:00,10172.0,0.0,9645.0,2222.0,116.0,42.0,0.0,0.0,96.0,0.0,0.0,-1949.0,,9.239999999999998,9.32,9.32,2016
2016-04-04 19:00:00,9814.0,0.0,9289.0,2181.0,115.0,43.0,0.0,0.0,89.0,0.0,0.0,-1903.0,,8.135,8.39,8.39,2016
2016-04-04 20:00:00,9350.0,0.0,8952.0,2160.0,117.0,43.0,0.0,0.0,76.0,0.0,0.0,-1998.0,,7.8149999999999995,7.8149999999999995,7.8149999999999995,2016
2016-04-04 21:00:00,8791.0,0.0,8583.0,2123.0,115.0,42.0,0.0,0.0,86.0,0.0,0.0,-2158.0,,7.605,7.68,7.68,2016
2016-04-04 22:00:00,8639.0,0.0,8282.0,2116.0,115.0,42.0,0.0,0.0,93.0,0.0,0.0,-2009.0,,6.99,8.3,6.99,2016
2016-04-04 23:00:00,8595.0,0.0,8232.0,2110.0,115.0,43.0,0.0,0.0,109.0,0.0,0.0,-2014.0,,6.99,7.07,6.99,2016
2016-04-05 00:00:00,8330.0,0.0,7985.0,2072.0,117.0,44.0,0.0,0.0,114.0,0.0,0.0,-2002.0,,6.5649999999999995,7.06,6.5649999999999995,2016
2016-04-05 01:00:00,8598.0,0.0,8303.0,2055.0,117.0,42.0,0.0,0.0,80.0,0.0,0.0,-1999.0,,6.18,7.07,6.265000000000001,2016
2016-04-05 02:00:00,8859.0,0.0,8563.0,2062.0,116.0,42.0,0.0,0.0,68.0,0.0,0.0,-1992.0,,6.55,7.0649999999999995,6.55,2016
2016-04-05 03:00:00,9002.0,0.0,8679.0,2103.0,118.0,42.0,0.0,0.0,54.0,0.0,0.0,-1994.0,,6.55,7.08,6.55,2016
2016-04-05 04:00:00,9221.0,0.0,8812.0,2116.0,113.0,41.0,0.0,0.0,58.0,0.0,0.0,-1919.0,,6.46,7.075,6.46,2016
2016-04-05 05:00:00,9438.0,0.0,9001.0,2115.0,115.0,42.0,7.0,0.0,75.0,0.0,0.0,-1917.0,,6.425,6.56,6.48,2016
2016-04-05 06:00:00,9270.0,0.0,8624.0,2147.0,117.0,43.0,191.0,0.0,100.0,0.0,0.0,-1952.0,,6.55,6.55,6.55,2016
2016-04-05 07:00:00,8796.0,0.0,7853.0,2107.0,117.0,43.0,673.0,0.0,89.0,0.0,-2.0,-2084.0,,6.6,6.71,6.71,2016
2016-04-05 08:00:00,9386.0,0.0,7777.0,2105.0,118.0,44.0,1362.0,0.0,73.0,0.0,-2.0,-2091.0,,6.895,7.6,7.6,2016
2016-04-05 09:00:00,9633.0,0.0,7677.0,2090.0,116.0,43.0,1737.0,0.0,82.0,0.0,-2.0,-2110.0,,7.02,9.165,9.165,2016
2016-04-05 10:00:00,9587.0,0.0,7521.0,2093.0,114.0,44.0,1925.0,0.0,94.0,0.0,-1.0,-2203.0,,7.02,8.600000000000001,8.600000000000001,2016
2016-04-05 11:00:00,9546.0,0.0,7461.0,2085.0,118.0,45.0,1971.0,0.0,102.0,0.0,-1.0,-2235.0,,6.58,9.02,9.02,2016
2016-04-05 12:00:00,8935.0,0.0,7053.0,2072.0,117.0,45.0,1942.0,0.0,105.0,0.0,-196.0,-2203.0,,6.03,6.99,6.99,2016
2016-04-05 13:00:00,9255.0,0.0,7351.0,2067.0,117.0,44.0,1702.0,0.0,114.0,0.0,-8.0,-2132.0,,6.52,9.34,9.34,2016
2016-04-05 14:00:00,9234.0,0.0,7643.0,2086.0,116.0,44.0,1398.0,0.0,125.0,0.0,-1.0,-2177.0,,7.02,9.03,9.03,2016
2016-04-05 15:00:00,8980.0,0.0,7825.0,2064.0,116.0,34.0,960.0,0.0,135.0,0.0,-1.0,-2153.0,,7.02,9.61,9.61,2016
2016-04-05 16:00:00,9051.0,0.0,8395.0,2084.0,113.0,34.0,403.0,0.0,150.0,0.0,-2.0,-2126.0,,8.245000000000001,10.0,9.66,2016
2016-04-05 17:00:00,9168.0,0.0,8703.0,2142.0,112.0,38.0,40.0,0.0,161.0,0.0,-1.0,-2027.0,,8.25,8.74,8.74,2016
2016-04-05 18:00:00,9650.0,0.0,9171.0,2143.0,117.0,34.0,0.0,0.0,213.0,0.0,-2.0,-2026.0,,8.91,9.254999999999999,9.254999999999999,2016
2016-04-05 19:00:00,9391.0,0.0,8833.0,2084.0,116.0,32.0,0.0,0.0,276.0,0.0,-2.0,-1948.0,,7.83,9.04,9.04,2016
2016-04-05 20:00:00,9012.0,0.0,8562.0,2053.0,115.0,35.0,0.0,0.0,316.0,0.0,-2.0,-2067.0,,7.605,7.609999999999999,7.609999999999999,2016
2016-04-05 21:00:00,8498.0,0.0,8074.0,2003.0,116.0,35.0,0.0,0.0,356.0,0.0,-2.0,-2084.0,,7.165,7.285,7.28,2016
2016-04-05 22:00:00,8363.0,0.0,8001.0,2028.0,116.0,35.0,0.0,0.0,359.0,0.0,-2.0,-2174.0,,7.18,7.775,7.255000000000001,2016
2016-04-05 23:00:00,8295.0,0.0,7872.0,2025.0,113.0,36.0,0.0,0.0,379.0,0.0,-1.0,-2129.0,,6.58,7.0649999999999995,6.58,2016
2016-04-06 00:00:00,7844.0,0.0,7413.0,1944.0,117.0,18.0,0.0,0.0,412.0,0.0,-2.0,-2058.0,,6.49,6.59,6.484999999999999,2016
2016-04-06 01:00:00,8066.0,0.0,7551.0,1952.0,117.0,20.0,0.0,0.0,431.0,0.0,-2.0,-2003.0,,6.145,7.03,6.045,2016
2016-04-06 02:00:00,8314.0,0.0,7835.0,1969.0,116.0,22.0,0.0,0.0,354.0,0.0,-2.0,-1980.0,,6.2,7.055,6.015000000000001,2016
2016-04-06 03:00:00,8552.0,0.0,8043.0,2042.0,117.0,27.0,0.0,0.0,267.0,0.0,-2.0,-1942.0,,6.095000000000001,7.06,6.02,2016
2016-04-06 04:00:00,8781.0,0.0,8183.0,2074.0,112.0,32.0,0.0,0.0,218.0,0.0,-2.0,-1836.0,,6.085,7.05,6.02,2016
2016-04-06 05:00:00,9008.0,0.0,8382.0,2069.0,117.0,29.0,7.0,0.0,250.0,0.0,-2.0,-1844.0,,5.96,6.625,5.96,2016
2016-04-06 06:00:00,8713.0,0.0,8081.0,2031.0,118.0,20.0,217.0,0.0,192.0,0.0,-2.0,-1944.0,,6.395,6.5,6.3149999999999995,2016
2016-04-06 07:00:00,8478.0,0.0,7326.0,2008.0,116.0,32.0,776.0,0.0,270.0,0.0,-2.0,-2048.0,,6.55,7.57,6.55,2016
2016-04-06 08:00:00,9111.0,0.0,7250.0,2052.0,117.0,45.0,1381.0,0.0,308.0,0.0,-2.0,-2040.0,,6.675,6.675,6.675,2016
2016-04-06 09:00:00,9508.0,0.0,7270.0,2087.0,115.0,46.0,1776.0,0.0,283.0,0.0,-2.0,-2067.0,,7.055,7.555,7.085,2016
2016-04-06 10:00:00,9489.0,0.0,7076.0,2093.0,112.0,46.0,1978.0,0.0,255.0,0.0,-2.0,-2069.0,,6.949999999999999,7.51,6.82,2016
2016-04-06 11:00:00,9406.0,0.0,7096.0,2096.0,116.0,45.0,2038.0,0.0,286.0,0.0,-1.0,-2270.0,,7.109999999999999,7.535,7.26,2016
2016-04-06 12:00:00,8784.0,0.0,6670.0,2039.0,118.0,44.0,1997.0,0.0,305.0,0.0,-223.0,-2166.0,,5.915,6.355,5.89,2016
2016-04-06 13:00:00,9194.0,0.0,7186.0,2087.0,116.0,46.0,1858.0,0.0,278.0,0.0,-2.0,-2375.0,,7.109999999999999,7.555,7.105,2016
2016-04-06 14:00:00,9122.0,0.0,7577.0,2116.0,116.0,47.0,1503.0,0.0,275.0,0.0,-2.0,-2510.0,,7.2,7.630000000000001,6.83,2016
2016-04-06 15:00:00,9006.0,0.0,7886.0,2136.0,115.0,47.0,1016.0,0.0,263.0,0.0,-3.0,-2454.0,,6.98,7.6850000000000005,6.83,2016
2016-04-06 16:00:00,9065.0,0.0,8431.0,2166.0,113.0,49.0,401.0,0.0,232.0,0.0,-3.0,-2324.0,,7.38,10.98,7.305,2016
2016-04-06 17:00:00,9086.0,0.0,8491.0,2203.0,119.0,49.0,47.0,0.0,195.0,0.0,28.0,-2046.0,,7.52,11.16,7.52,2016
2016-04-06 18:00:00,9622.0,0.0,8819.0,2208.0,115.0,48.0,0.0,0.0,153.0,0.0,142.0,-1863.0,,8.215,11.895,8.705,2016
2016-04-06 19:00:00,9412.0,0.0,8853.0,2134.0,116.0,49.0,0.0,0.0,96.0,0.0,34.0,-1870.0,,7.605,8.355,8.355,2016
2016-04-06 20:00:00,9016.0,0.0,8625.0,2124.0,117.0,47.0,0.0,0.0,95.0,0.0,-3.0,-1989.0,,7.404999999999999,8.18,8.18,2016
2016-04-06 21:00:00,8529.0,0.0,8162.0,2098.0,116.0,45.0,0.0,0.0,82.0,0.0,-3.0,-1971.0,,6.55,7.05,6.545,2016
2016-04-06 22:00:00,8453.0,0.0,8162.0,2079.0,116.0,45.0,0.0,0.0,95.0,0.0,-3.0,-2041.0,,6.665,8.25,6.895,2016
2016-04-06 23:00:00,8309.0,0.0,7979.0,2061.0,119.0,43.0,0.0,0.0,122.0,0.0,-4.0,-2011.0,,6.59,8.64,6.58,2016
2016-04-07 00:00:00,8015.0,0.0,7815.0,1988.0,116.0,45.0,0.0,0.0,115.0,0.0,-3.0,-2061.0,,6.529999999999999,6.56,6.515000000000001,2016
2016-04-07 01:00:00,8250.0,0.0,8066.0,1980.0,118.0,44.0,0.0,0.0,99.0,0.0,-3.0,-2054.0,,6.46,6.56,6.3100000000000005,2016
2016-04-07 02:00:00,8430.0,0.0,8216.0,2009.0,117.0,43.0,0.0,0.0,107.0,0.0,-3.0,-2059.0,,6.470000000000001,6.56,6.265000000000001,2016
2016-04-07 03:00:00,8583.0,0.0,8306.0,2071.0,114.0,43.0,0.0,0.0,114.0,0.0,-3.0,-2062.0,,6.41,6.56,6.385,2016
2016-04-07 04:00:00,8756.0,0.0,8315.0,2094.0,115.0,43.0,0.0,0.0,141.0,0.0,-4.0,-1948.0,,6.43,6.56,6.275,2016
2016-04-07 05:00:00,9008.0,0.0,8517.0,2090.0,117.0,41.0,7.0,0.0,169.0,0.0,-4.0,-1929.0,,6.445,6.55,6.390000000000001,2016
2016-04-07 06:00:00,9092.0,0.0,8629.0,2107.0,115.0,44.0,59.0,0.0,187.0,0.0,-3.0,-2046.0,,6.55,7.119999999999999,6.529999999999999,2016
2016-04-07 07:00:00,9064.0,0.0,8555.0,2086.0,116.0,45.0,137.0,0.0,182.0,0.0,-3.0,-2054.0,,6.58,7.66,6.785,2016
2016-04-07 08:00:00,9868.0,0.0,9451.0,2136.0,115.0,49.0,153.0,0.0,192.0,0.0,31.0,-2259.0,,7.88,7.88,7.88,2016
2016-04-07 09:00:00,10496.0,0.0,9825.0,2170.0,115.0,46.0,187.0,0.0,176.0,0.0,166.0,-2189.0,,9.48,9.69,9.69,2016
2016-04-07 10:00:00,10589.0,0.0,9893.0,2143.0,114.0,47.0,234.0,0.0,212.0,0.0,160.0,-2214.0,,9.635,9.71,9.71,2016
2016-04-07 11:00:00,10605.0,0.0,9859.0,2141.0,117.0,48.0,212.0,0.0,288.0,0.0,141.0,-2201.0,,10.030000000000001,10.030000000000001,10.030000000000001,2016
2016-04-07 12:00:00,9992.0,0.0,9470.0,2104.0,118.0,49.0,185.0,0.0,302.0,0.0,8.0,-2244.0,,8.33,8.68,8.68,2016
2016-04-07 13:00:00,10538.0,0.0,9913.0,2149.0,117.0,45.0,137.0,0.0,269.0,0.0,90.0,-2182.0,,11.22,15.0,11.2,2016
2016-04-07 14:00:00,10557.0,0.0,9890.0,2174.0,116.0,46.0,101.0,0.0,266.0,0.0,144.0,-2180.0,,11.72,15.0,11.585,2016
2016-04-07 15:00:00,10418.0,0.0,9729.0,2202.0,118.0,47.0,63.0,0.0,296.0,0.0,143.0,-2180.0,,11.16,17.5,10.945,2016
2016-04-07 16:00:00,10507.0,0.0,9700.0,2203.0,115.0,47.0,34.0,0.0,364.0,0.0,144.0,-2100.0,,9.885,17.5,9.809999999999999,2016
2016-04-07 17:00:00,10358.0,0.0,9508.0,2212.0,117.0,48.0,5.0,0.0,434.0,0.0,144.0,-2110.0,,8.895,14.0,9.69,2016
2016-04-07 18:00:00,10320.0,0.0,9494.0,2188.0,118.0,47.0,0.0,0.0,419.0,0.0,106.0,-2052.0,,9.335,11.895,9.69,2016
2016-04-07 19:00:00,9885.0,0.0,9339.0,2108.0,118.0,49.0,0.0,0.0,366.0,0.0,0.0,-2095.0,,8.04,10.79,8.53,2016
